genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
ARNT2,0.0,1.0,0.0,0.0,0.0,0.0
ATP13A3,0.0,1.0,0.0,0.0,0.0,0.0
ATP1A2,0.0,1.0,0.0,0.0,0.0,0.0
ATP2B1,0.0,1.0,0.0,0.0,0.0,0.0
ATRIP,0.0,1.0,0.0,0.0,0.0,0.0
AUTS2,0.0,0.0,0.0,1.0,0.0,0.0
B3GAT3,0.0,1.0,0.0,0.0,0.0,0.0
B3GLCT,0.0,1.0,0.0,0.0,0.0,0.0
B3GNT2,0.0,0.0,0.0,0.0,0.0,1.0
BACH2,1.0,0.0,0.0,1.0,0.0,1.0
BAG3,0.0,1.0,0.0,0.0,0.0,0.0
BAK1,0.0,0.0,0.0,1.0,0.0,0.0
BCL2,0.0,0.0,0.0,1.0,1.0,0.0
BCL2L11,1.0,0.0,0.0,1.0,0.0,0.0
BEND7,0.0,0.0,0.0,1.0,0.0,0.0
BGN,0.0,1.0,0.0,0.0,0.0,0.0
BLM,0.0,0.0,0.0,0.0,1.0,0.0
BMPR2,0.0,1.0,0.0,0.0,0.0,0.0
BRAF,0.0,1.0,0.0,0.0,0.0,0.0
C12orf43,0.0,0.0,0.0,1.0,0.0,0.0
C16orf95,0.0,1.0,0.0,0.0,0.0,0.0
C1GALT1,0.0,1.0,0.0,0.0,0.0,0.0
C2CD4A,0.0,0.0,0.0,1.0,0.0,0.0
CABCOCO1,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1A,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1C,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1D,0.0,1.0,0.0,0.0,0.0,0.0
CACNB2,0.0,1.0,0.0,0.0,0.0,0.0
CALM1,0.0,1.0,0.0,0.0,0.0,0.0
CALM2,0.0,1.0,0.0,0.0,0.0,0.0
CALM3,0.0,1.0,0.0,0.0,0.0,0.0
CAND2,0.0,1.0,0.0,0.0,0.0,0.0
CAPN3,0.0,1.0,0.0,0.0,0.0,0.0
CASQ2,0.0,1.0,0.0,0.0,0.0,0.0
CASR,0.0,0.0,0.0,1.0,0.0,0.0
CASZ1,0.0,1.0,0.0,0.0,0.0,0.0
CAV1,0.0,1.0,0.0,0.0,0.0,0.0
CAV3,0.0,1.0,0.0,0.0,0.0,0.0
CAVIN1,0.0,1.0,0.0,1.0,0.0,0.0
CBL,0.0,1.0,0.0,0.0,0.0,0.0
CBS,0.0,1.0,0.0,0.0,0.0,0.0
CCBE1,0.0,1.0,0.0,0.0,0.0,0.0
CCM2,0.0,1.0,0.0,0.0,0.0,0.0
CCND1,0.0,1.0,0.0,1.0,0.0,0.0
CCND2,0.0,0.0,0.0,1.0,0.0,0.0
CCR6,0.0,0.0,0.0,0.0,0.0,1.0
CD109,0.0,1.0,0.0,0.0,0.0,0.0
CD226,0.0,0.0,0.0,1.0,0.0,1.0
CD247,1.0,0.0,0.0,0.0,0.0,0.0
CD28,0.0,0.0,0.0,0.0,0.0,1.0
CD36,0.0,1.0,0.0,0.0,0.0,0.0
CD40,0.0,0.0,0.0,0.0,0.0,1.0
CDC42,0.0,1.0,0.0,0.0,0.0,0.0
CDH13,0.0,1.0,1.0,0.0,0.0,0.0
CDK13,0.0,1.0,0.0,0.0,0.0,0.0
CDKAL1,0.0,1.0,0.0,1.0,0.0,0.0
CDKN1C,0.0,1.0,0.0,0.0,0.0,0.0
CDKN2B,0.0,1.0,1.0,1.0,0.0,0.0
CEL,0.0,0.0,0.0,1.0,0.0,0.0
CELA2A,0.0,1.0,1.0,0.0,0.0,0.0
CELSR1,0.0,1.0,0.0,0.0,0.0,0.0
CENPW,0.0,0.0,0.0,1.0,0.0,0.0
CEP85L,0.0,1.0,0.0,0.0,0.0,0.0
CERKL,0.0,0.0,0.0,1.0,0.0,0.0
CERS1,0.0,1.0,0.0,0.0,0.0,0.0
CFL2,0.0,1.0,0.0,0.0,0.0,0.0
CHD2,0.0,0.0,0.0,0.0,1.0,0.0
CHD7,0.0,1.0,0.0,0.0,0.0,0.0
CHM,0.0,1.0,0.0,0.0,0.0,0.0
CHRNB4,0.0,1.0,1.0,0.0,0.0,0.0
CHST14,0.0,1.0,0.0,0.0,0.0,0.0
CITED2,0.0,1.0,0.0,0.0,0.0,0.0
CMIP,0.0,1.0,0.0,1.0,0.0,0.0
COA6,0.0,1.0,0.0,0.0,0.0,0.0
COG1,0.0,1.0,0.0,0.0,0.0,0.0
COL1A2,0.0,1.0,0.0,0.0,0.0,0.0
COL3A1,0.0,1.0,0.0,0.0,0.0,0.0
COL4A1,0.0,1.0,1.0,0.0,0.0,0.0
COL4A2,0.0,1.0,1.0,0.0,0.0,0.0
COL5A1,0.0,1.0,0.0,0.0,0.0,0.0
COLGALT1,0.0,1.0,0.0,0.0,0.0,0.0
COQ9,0.0,1.0,0.0,0.0,0.0,0.0
CORIN,0.0,1.0,0.0,0.0,0.0,0.0
COX15,0.0,1.0,0.0,0.0,0.0,0.0
CPS1,0.0,1.0,0.0,0.0,0.0,0.0
CREB5,0.0,1.0,0.0,0.0,0.0,0.0
CRYAB,0.0,1.0,0.0,0.0,0.0,0.0
CSRP3,0.0,1.0,0.0,0.0,0.0,0.0
CST3,0.0,1.0,0.0,0.0,0.0,0.0
CTLA4,0.0,0.0,0.0,1.0,0.0,1.0
CTNNA3,0.0,1.0,0.0,0.0,0.0,0.0
CTSH,0.0,0.0,0.0,1.0,0.0,0.0
CYP2C9,0.0,1.0,0.0,0.0,0.0,0.0
D2HGDH,1.0,0.0,0.0,0.0,0.0,0.0
DAB2IP,0.0,1.0,1.0,0.0,0.0,0.0
DBH,0.0,1.0,0.0,0.0,0.0,0.0
DCHS1,0.0,1.0,0.0,0.0,0.0,0.0
DES,0.0,1.0,0.0,0.0,0.0,0.0
DGKB,0.0,0.0,0.0,1.0,0.0,0.0
DGUOK,0.0,1.0,0.0,0.0,0.0,0.0
DHH,0.0,1.0,0.0,0.0,0.0,0.0
DIPK1A,0.0,1.0,0.0,0.0,0.0,0.0
DM1-AS,0.0,1.0,0.0,0.0,0.0,0.0
DMD,0.0,1.0,0.0,0.0,0.0,0.0
DMPK,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC19,0.0,1.0,0.0,0.0,0.0,0.0
DNASE1L1,0.0,1.0,0.0,0.0,0.0,0.0
DOLK,0.0,1.0,0.0,0.0,0.0,0.0
DPM3,0.0,1.0,0.0,0.0,0.0,0.0
DSC2,0.0,1.0,0.0,0.0,0.0,0.0
DSG2,0.0,1.0,0.0,0.0,0.0,0.0
DSP,0.0,1.0,0.0,0.0,0.0,0.0
DYNC1I1,1.0,0.0,0.0,0.0,0.0,0.0
DYNC2LI1,0.0,1.0,0.0,0.0,0.0,0.0
EBF1,0.0,1.0,0.0,0.0,0.0,0.0
EDNRA,0.0,1.0,1.0,0.0,0.0,0.0
EIF2AK4,0.0,1.0,0.0,0.0,0.0,0.0
ELMO2,0.0,1.0,0.0,0.0,0.0,0.0
ELN,0.0,1.0,0.0,0.0,0.0,0.0
EMD,0.0,1.0,0.0,0.0,0.0,0.0
ENG,0.0,1.0,0.0,0.0,0.0,0.0
ENPEP,0.0,1.0,0.0,0.0,0.0,0.0
ENPP1,0.0,1.0,0.0,1.0,0.0,0.0
ENSG00000289490,0.0,1.0,0.0,0.0,0.0,0.0
EOMES,0.0,0.0,0.0,0.0,0.0,1.0
EPHB4,0.0,1.0,0.0,0.0,0.0,0.0
ERAP1,0.0,0.0,0.0,0.0,0.0,1.0
ESR2,0.0,1.0,0.0,0.0,0.0,0.0
ETFA,0.0,1.0,0.0,0.0,0.0,0.0
ETFB,0.0,1.0,0.0,0.0,0.0,0.0
ETFDH,0.0,1.0,0.0,0.0,0.0,0.0
ETS1,0.0,0.0,0.0,1.0,0.0,0.0
ETV1,0.0,0.0,0.0,1.0,0.0,0.0
ETV6,0.0,0.0,0.0,0.0,1.0,0.0
EVC,0.0,1.0,0.0,0.0,0.0,0.0
EVC2,0.0,1.0,0.0,0.0,0.0,0.0
EYA2,0.0,0.0,0.0,1.0,0.0,0.0
EYA4,0.0,1.0,0.0,0.0,0.0,0.0
F11,0.0,1.0,0.0,0.0,0.0,0.0
F12,0.0,1.0,0.0,0.0,0.0,0.0
F5,0.0,1.0,0.0,0.0,0.0,0.0
FAT4,0.0,1.0,0.0,0.0,0.0,0.0
FBN1,0.0,1.0,0.0,0.0,0.0,0.0
FBN2,0.0,1.0,0.0,0.0,0.0,0.0
FBRSL1,0.0,1.0,0.0,0.0,0.0,0.0
FBXW7,0.0,0.0,0.0,1.0,0.0,0.0
FES,0.0,0.0,1.0,0.0,0.0,0.0
FGD1,0.0,1.0,0.0,0.0,0.0,0.0
FGD5,0.0,0.0,1.0,0.0,0.0,0.0
FGF5,0.0,1.0,1.0,0.0,0.0,0.0
FGF9,0.0,1.0,0.0,0.0,0.0,0.0
FGG,0.0,1.0,0.0,0.0,0.0,0.0
FHL1,0.0,1.0,1.0,0.0,0.0,0.0
FHL5,0.0,1.0,0.0,0.0,0.0,0.0
FKTN,0.0,1.0,0.0,0.0,0.0,0.0
FLAD1,0.0,1.0,0.0,0.0,0.0,0.0
FLG,1.0,0.0,0.0,0.0,0.0,0.0
FLI1,0.0,0.0,0.0,1.0,0.0,0.0
FLNA,0.0,1.0,0.0,0.0,0.0,0.0
FLNC,0.0,1.0,0.0,0.0,0.0,0.0
FLT1,0.0,1.0,1.0,0.0,0.0,0.0
FN1,0.0,1.0,1.0,0.0,0.0,0.0
FOXC1,0.0,1.0,0.0,0.0,0.0,0.0
FOXC2,0.0,1.0,0.0,0.0,0.0,0.0
FOXF1,0.0,1.0,0.0,0.0,0.0,0.0
FOXP1,0.0,1.0,0.0,0.0,0.0,0.0
FOXP3,0.0,0.0,0.0,1.0,0.0,0.0
FTO,0.0,0.0,0.0,1.0,0.0,0.0
FZD4,0.0,1.0,0.0,0.0,0.0,0.0
GAA,0.0,1.0,0.0,0.0,0.0,0.0
GATA2,0.0,1.0,0.0,0.0,0.0,0.0
GATA3,1.0,0.0,0.0,0.0,1.0,1.0
GATA4,0.0,1.0,0.0,1.0,0.0,0.0
GATA5,0.0,1.0,0.0,0.0,0.0,0.0
GATA6,0.0,1.0,0.0,1.0,0.0,0.0
GBA1,0.0,1.0,0.0,0.0,0.0,0.0
GCK,0.0,0.0,0.0,1.0,0.0,0.0
GDF1,0.0,1.0,0.0,0.0,0.0,0.0
GDF2,0.0,1.0,0.0,0.0,0.0,0.0
GIMAP5,0.0,1.0,0.0,0.0,0.0,0.0
GJA1,1.0,1.0,0.0,0.0,0.0,0.0
GJA5,0.0,1.0,0.0,0.0,0.0,0.0
GLA,0.0,1.0,0.0,0.0,0.0,0.0
GLIS3,0.0,0.0,0.0,1.0,0.0,0.0
GLMN,0.0,1.0,0.0,0.0,0.0,0.0
GLP1R,0.0,0.0,0.0,1.0,0.0,0.0
GNB1,0.0,0.0,0.0,0.0,1.0,0.0
GNG7,0.0,1.0,0.0,0.0,0.0,0.0
GP2,0.0,0.0,0.0,1.0,0.0,0.0
GPR65,0.0,0.0,0.0,0.0,0.0,1.0
GPSM1,0.0,0.0,0.0,1.0,0.0,0.0
GRAMD1B,0.0,0.0,0.0,0.0,1.0,0.0
GRK5,0.0,1.0,0.0,0.0,0.0,0.0
GRK6,0.0,1.0,0.0,0.0,0.0,0.0
GSN,0.0,1.0,0.0,0.0,0.0,0.0
GUCY1A1,0.0,1.0,1.0,0.0,0.0,0.0
GUCY2D,0.0,1.0,0.0,0.0,0.0,0.0
HAAO,0.0,1.0,0.0,0.0,0.0,0.0
HADHA,0.0,1.0,0.0,0.0,0.0,0.0
HADHB,0.0,1.0,0.0,0.0,0.0,0.0
HAND2,0.0,1.0,0.0,0.0,0.0,0.0
HCN4,0.0,1.0,0.0,0.0,0.0,0.0
HDGFL1,0.0,1.0,1.0,0.0,0.0,0.0
HFE,0.0,1.0,0.0,0.0,0.0,0.0
HHEX,0.0,0.0,0.0,1.0,0.0,0.0
HHIPL1,0.0,1.0,1.0,0.0,0.0,0.0
HIPK2,0.0,1.0,0.0,0.0,0.0,0.0
HIVEP2,0.0,1.0,0.0,1.0,0.0,0.0
HLA-B,1.0,0.0,0.0,0.0,0.0,0.0
HMGA2,0.0,0.0,0.0,1.0,0.0,0.0
HMGCL,0.0,1.0,0.0,0.0,0.0,0.0
HNF1A,0.0,0.0,0.0,1.0,0.0,0.0
HNF1B,0.0,0.0,0.0,1.0,0.0,0.0
HNF4A,0.0,0.0,0.0,1.0,0.0,0.0
HRAS,0.0,1.0,0.0,0.0,0.0,0.0
HTRA1,0.0,1.0,0.0,0.0,0.0,0.0
IDH1,0.0,1.0,0.0,0.0,0.0,0.0
IDUA,0.0,1.0,0.0,0.0,0.0,0.0
IFIH1,0.0,0.0,0.0,1.0,0.0,0.0
IGF1R,0.0,1.0,0.0,1.0,0.0,0.0
IGF2,0.0,1.0,0.0,1.0,0.0,0.0
IGF2BP2,0.0,0.0,0.0,1.0,0.0,0.0
IGHG1,0.0,1.0,0.0,0.0,0.0,0.0
IKBKG,0.0,1.0,0.0,0.0,0.0,0.0
IKZF1,0.0,0.0,0.0,0.0,1.0,0.0
IL12B,0.0,0.0,0.0,0.0,0.0,1.0
IL13,1.0,0.0,0.0,0.0,0.0,0.0
IL18R1,1.0,1.0,0.0,0.0,0.0,0.0
IL1RL1,1.0,0.0,0.0,0.0,0.0,0.0
IL2RA,1.0,0.0,0.0,1.0,0.0,1.0
IL33,1.0,0.0,0.0,0.0,0.0,0.0
IL4R,1.0,0.0,0.0,0.0,0.0,0.0
IL6,1.0,0.0,0.0,0.0,0.0,0.0
IL7R,1.0,0.0,0.0,0.0,0.0,0.0
INPP5A,0.0,1.0,0.0,0.0,0.0,0.0
INS,0.0,1.0,0.0,1.0,0.0,0.0
INS-IGF2,0.0,0.0,0.0,1.0,0.0,0.0
INSR,0.0,1.0,0.0,1.0,0.0,0.0
IRAG1,0.0,1.0,0.0,0.0,0.0,0.0
IRF8,0.0,0.0,0.0,0.0,1.0,1.0
ITGA1,0.0,0.0,0.0,1.0,0.0,0.0
ITGB5,0.0,1.0,0.0,0.0,0.0,0.0
ITGB8,1.0,0.0,0.0,0.0,0.0,0.0
ITM2B,0.0,1.0,0.0,0.0,0.0,0.0
ITPR3,0.0,0.0,0.0,1.0,0.0,0.0
JAG1,0.0,1.0,0.0,0.0,0.0,0.0
JAZF1,1.0,0.0,0.0,1.0,0.0,1.0
JCAD,0.0,1.0,1.0,0.0,0.0,0.0
JPH2,0.0,1.0,0.0,0.0,0.0,0.0
JUP,0.0,1.0,0.0,0.0,0.0,0.0
KAT6A,0.0,1.0,0.0,0.0,0.0,0.0
KAT6B,0.0,1.0,0.0,0.0,0.0,0.0
KCNA5,0.0,1.0,0.0,0.0,0.0,0.0
KCND3,0.0,1.0,0.0,0.0,0.0,0.0
KCNE1,0.0,1.0,0.0,0.0,0.0,0.0
KCNE2,0.0,1.0,0.0,0.0,0.0,0.0
KCNH2,0.0,1.0,0.0,0.0,0.0,0.0
KCNJ11,0.0,0.0,0.0,1.0,0.0,0.0
KCNJ2,0.0,1.0,0.0,0.0,0.0,0.0
KCNJ5,0.0,1.0,0.0,0.0,0.0,0.0
KCNK3,0.0,1.0,0.0,0.0,0.0,0.0
KCNK5,0.0,1.0,1.0,0.0,0.0,0.0
KCNN2,0.0,1.0,0.0,0.0,0.0,0.0
KCNN3,0.0,1.0,0.0,0.0,0.0,0.0
KCNQ1,0.0,1.0,0.0,1.0,0.0,0.0
KDR,0.0,1.0,0.0,0.0,0.0,0.0
KIF11,0.0,1.0,0.0,0.0,0.0,0.0
KIF1A,0.0,1.0,0.0,0.0,0.0,0.0
KLF14,0.0,0.0,0.0,1.0,0.0,0.0
KLHL42,0.0,0.0,0.0,1.0,0.0,0.0
KRAS,0.0,1.0,0.0,0.0,0.0,0.0
KRIT1,0.0,1.0,0.0,0.0,0.0,0.0
KYNU,0.0,1.0,0.0,0.0,0.0,0.0
LAMA1,0.0,0.0,0.0,1.0,0.0,0.0
LAMP2,0.0,1.0,0.0,0.0,0.0,0.0
LCORL,0.0,1.0,0.0,0.0,0.0,0.0
LDB3,0.0,1.0,0.0,0.0,0.0,0.0
LDLR,0.0,1.0,1.0,1.0,0.0,0.0
LIG4,0.0,0.0,0.0,0.0,1.0,0.0
LIMS2,0.0,1.0,0.0,0.0,0.0,0.0
LIPC,0.0,1.0,0.0,0.0,0.0,0.0
LMCD1,0.0,0.0,0.0,1.0,0.0,0.0
LMNA,0.0,1.0,0.0,1.0,0.0,0.0
LNX1,0.0,0.0,0.0,1.0,0.0,0.0
LOX,0.0,1.0,0.0,0.0,0.0,0.0
LPA,0.0,1.0,1.0,0.0,0.0,0.0
LPL,0.0,1.0,0.0,1.0,0.0,0.0
LRFN2,0.0,0.0,0.0,1.0,0.0,0.0
LRMDA,0.0,0.0,0.0,1.0,0.0,0.0
LRP5,0.0,1.0,0.0,0.0,0.0,0.0
LRP6,0.0,1.0,1.0,0.0,0.0,0.0
LZTR1,0.0,1.0,0.0,0.0,0.0,0.0
MAP2K1,0.0,1.0,0.0,0.0,0.0,0.0
MAP2K2,0.0,1.0,0.0,0.0,0.0,0.0
MAP3K1,0.0,1.0,0.0,0.0,0.0,0.0
MAPK1,0.0,1.0,0.0,0.0,0.0,0.0
MC4R,0.0,0.0,0.0,1.0,0.0,0.0
MCF2L,0.0,1.0,1.0,0.0,0.0,0.0
MECOM,0.0,1.0,0.0,0.0,0.0,0.0
MED12,0.0,1.0,0.0,0.0,0.0,0.0
MED13L,0.0,1.0,0.0,0.0,0.0,0.0
MEF2A,0.0,1.0,1.0,0.0,0.0,0.0
MEFV,0.0,1.0,0.0,0.0,0.0,0.0
MFAP5,0.0,1.0,0.0,0.0,0.0,0.0
MGAT2,0.0,1.0,0.0,0.0,0.0,0.0
MIPEP,0.0,1.0,0.0,0.0,0.0,0.0
MKRN2,0.0,1.0,0.0,0.0,0.0,0.0
MMP21,0.0,1.0,0.0,0.0,0.0,0.0
MNS1,0.0,1.0,0.0,0.0,0.0,0.0
MNX1,0.0,0.0,0.0,1.0,0.0,0.0
MPI,0.0,1.0,0.0,0.0,0.0,0.0
MPPED2,0.0,1.0,0.0,0.0,0.0,0.0
MRAS,0.0,1.0,1.0,0.0,0.0,0.0
MT-ATP6,0.0,1.0,0.0,0.0,0.0,0.0
MT-ATP8,0.0,1.0,0.0,0.0,0.0,0.0
MT-CO1,0.0,1.0,0.0,0.0,0.0,0.0
MT-CO2,0.0,1.0,0.0,0.0,0.0,0.0
MT-CO3,0.0,1.0,0.0,0.0,0.0,0.0
MT-CYB,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND1,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND2,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND3,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND4,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND4L,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND5,0.0,1.0,0.0,0.0,0.0,0.0
MT-ND6,0.0,1.0,0.0,0.0,0.0,0.0
MT-TE,0.0,0.0,0.0,1.0,0.0,0.0
MT-TF,0.0,1.0,0.0,0.0,0.0,0.0
MT-TI,0.0,1.0,0.0,0.0,0.0,0.0
MT-TL1,0.0,1.0,0.0,1.0,0.0,0.0
MT-TS1,0.0,1.0,0.0,0.0,0.0,0.0
MTNR1B,0.0,0.0,0.0,1.0,0.0,0.0
MX1,0.0,1.0,0.0,0.0,0.0,0.0
MYBPC3,0.0,1.0,0.0,0.0,0.0,0.0
MYC,1.0,0.0,0.0,1.0,0.0,0.0
MYD88,0.0,0.0,0.0,0.0,1.0,0.0
MYEOV,0.0,1.0,0.0,0.0,0.0,0.0
MYH11,0.0,1.0,0.0,0.0,0.0,0.0
MYH6,0.0,1.0,0.0,0.0,0.0,0.0
MYH7,0.0,1.0,0.0,0.0,0.0,0.0
MYH7B,0.0,1.0,0.0,0.0,0.0,0.0
MYL2,0.0,1.0,0.0,0.0,0.0,0.0
MYL3,0.0,1.0,0.0,0.0,0.0,0.0
MYL4,0.0,1.0,0.0,0.0,0.0,0.0
MYLK,0.0,1.0,0.0,0.0,0.0,0.0
MYO6,0.0,1.0,0.0,0.0,0.0,0.0
MYOZ2,0.0,1.0,0.0,0.0,0.0,0.0
MYPN,0.0,1.0,0.0,0.0,0.0,0.0
NADSYN1,0.0,1.0,0.0,0.0,0.0,0.0
NBN,0.0,0.0,0.0,0.0,1.0,0.0
NCAPH2,0.0,1.0,0.0,0.0,0.0,0.0
NDE1,0.0,1.0,0.0,0.0,0.0,0.0
NDUFB11,0.0,1.0,0.0,0.0,0.0,0.0
NEURL1,0.0,1.0,0.0,0.0,0.0,0.0
NEUROD1,0.0,0.0,0.0,1.0,0.0,0.0
NEUROG3,0.0,0.0,0.0,1.0,0.0,0.0
NEXN,0.0,1.0,0.0,0.0,0.0,0.0
NFATC2,0.0,1.0,0.0,1.0,0.0,0.0
NGF,0.0,1.0,0.0,0.0,0.0,0.0
NIFK,0.0,1.0,0.0,0.0,0.0,0.0
NKX2-5,0.0,1.0,0.0,0.0,0.0,0.0
NKX2-6,0.0,1.0,0.0,0.0,0.0,0.0
NKX6-1,0.0,0.0,0.0,1.0,0.0,0.0
NKX6-3,0.0,0.0,0.0,1.0,0.0,0.0
NOD2,1.0,1.0,0.0,0.0,0.0,0.0
NODAL,0.0,1.0,0.0,0.0,0.0,0.0
NOS2,0.0,0.0,0.0,0.0,0.0,1.0
NOTCH1,0.0,1.0,0.0,0.0,1.0,0.0
NOTCH2,0.0,1.0,0.0,1.0,0.0,0.0
NOTCH3,0.0,1.0,0.0,0.0,0.0,0.0
NPNT,0.0,1.0,0.0,0.0,0.0,0.0
NPPA,0.0,1.0,0.0,0.0,0.0,0.0
NPR3,0.0,1.0,0.0,0.0,0.0,0.0
NR0B1,0.0,1.0,0.0,0.0,0.0,0.0
NR2F2,0.0,1.0,0.0,0.0,0.0,0.0
NR3C1,0.0,1.0,0.0,0.0,0.0,0.0
NRAS,0.0,1.0,0.0,0.0,0.0,0.0
NRXN3,0.0,0.0,0.0,1.0,0.0,0.0
NSD1,0.0,1.0,0.0,0.0,0.0,0.0
NSD2,0.0,1.0,0.0,0.0,0.0,0.0
NT5E,0.0,1.0,0.0,0.0,0.0,0.0
NUS1,0.0,0.0,0.0,1.0,0.0,0.0
OAT,0.0,1.0,0.0,0.0,0.0,0.0
OR4A47,0.0,1.0,0.0,0.0,0.0,0.0
OTULINL,1.0,0.0,0.0,0.0,0.0,0.0
PADI2,0.0,0.0,0.0,0.0,0.0,1.0
PADI4,0.0,0.0,0.0,0.0,0.0,1.0
PARP8,0.0,0.0,0.0,1.0,0.0,0.0
PAX4,0.0,0.0,0.0,1.0,0.0,0.0
PAX6,0.0,0.0,0.0,1.0,0.0,0.0
PCDH18,0.0,1.0,0.0,0.0,0.0,0.0
PCSK9,0.0,1.0,1.0,0.0,0.0,0.0
PDCD10,0.0,1.0,0.0,0.0,0.0,0.0
PDE10A,0.0,1.0,0.0,0.0,0.0,0.0
PDE3A,0.0,1.0,0.0,0.0,0.0,0.0
PDILT,0.0,1.0,0.0,0.0,0.0,0.0
PDX1,0.0,0.0,0.0,1.0,0.0,0.0
PGM1,0.0,1.0,0.0,1.0,0.0,0.0
PHACTR1,0.0,1.0,1.0,0.0,0.0,0.0
PIGL,0.0,1.0,0.0,0.0,0.0,0.0
PIK3CA,0.0,1.0,0.0,0.0,0.0,0.0
PIK3CG,0.0,1.0,0.0,0.0,0.0,0.0
PITX2,0.0,1.0,0.0,0.0,0.0,0.0
PKD1,0.0,1.0,0.0,0.0,0.0,0.0
PKD1L1,0.0,1.0,0.0,0.0,0.0,0.0
PKHD1,0.0,1.0,0.0,0.0,0.0,0.0
PKP2,0.0,1.0,0.0,0.0,0.0,0.0
PLCE1,0.0,1.0,0.0,0.0,0.0,0.0
PLCG2,0.0,1.0,1.0,0.0,0.0,0.0
PLEKHA1,0.0,0.0,0.0,1.0,0.0,0.0
PLEKHG1,0.0,1.0,0.0,0.0,0.0,0.0
PLG,0.0,1.0,0.0,0.0,0.0,0.0
PLN,0.0,1.0,0.0,0.0,0.0,0.0
PLOD1,0.0,1.0,0.0,0.0,0.0,0.0
PLPP3,0.0,1.0,1.0,0.0,0.0,0.0
PLXNC1,1.0,0.0,0.0,0.0,0.0,0.0
PNPLA3,0.0,0.0,0.0,1.0,0.0,0.0
POLG,0.0,1.0,0.0,0.0,0.0,0.0
POLR3H,0.0,1.0,0.0,0.0,0.0,0.0
PPA2,0.0,1.0,0.0,0.0,0.0,0.0
