genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
CFL2,0.0,1.0,0.0,0.0,0.0,0.0
CHD2,0.0,0.0,0.0,0.0,1.0,0.0
CHD7,0.0,1.0,0.0,0.0,0.0,0.0
CHDH,0.0,1.0,0.0,0.0,0.0,0.0
CHM,0.0,1.0,0.0,0.0,0.0,0.0
CHRNB4,0.0,1.0,1.0,0.0,0.0,0.0
CHST14,0.0,1.0,0.0,0.0,0.0,0.0
CITED2,0.0,1.0,0.0,0.0,0.0,0.0
CLCN1,0.0,1.0,0.0,0.0,0.0,0.0
CLEC14A,0.0,0.0,0.0,1.0,0.0,0.0
CLIC4,0.0,1.0,0.0,0.0,0.0,0.0
CLMP,0.0,1.0,0.0,0.0,0.0,0.0
CLNK,0.0,0.0,0.0,0.0,0.0,1.0
CMIP,0.0,1.0,0.0,1.0,0.0,0.0
COA6,0.0,1.0,0.0,0.0,0.0,0.0
COBLL1,0.0,0.0,0.0,1.0,0.0,0.0
COG1,0.0,1.0,0.0,0.0,0.0,0.0
COG6,1.0,0.0,0.0,0.0,0.0,1.0
COL16A1,1.0,0.0,0.0,0.0,0.0,0.0
COL1A2,0.0,1.0,0.0,0.0,0.0,0.0
COL27A1,0.0,0.0,0.0,1.0,0.0,0.0
COL2A1,0.0,1.0,0.0,0.0,0.0,0.0
COL3A1,0.0,1.0,0.0,0.0,0.0,0.0
COL4A1,0.0,1.0,1.0,0.0,0.0,0.0
COL4A2,0.0,1.0,1.0,0.0,0.0,0.0
COL5A1,0.0,1.0,0.0,0.0,0.0,0.0
COL5A2,0.0,1.0,0.0,0.0,0.0,0.0
COL6A3,0.0,1.0,1.0,0.0,0.0,0.0
COLGALT1,0.0,1.0,0.0,0.0,0.0,0.0
COQ9,0.0,1.0,0.0,0.0,0.0,0.0
CORIN,0.0,1.0,0.0,0.0,0.0,0.0
COX15,0.0,1.0,0.0,0.0,0.0,0.0
CPS1,0.0,1.0,0.0,0.0,0.0,0.0
CREB5,0.0,1.0,0.0,0.0,0.0,0.0
CRELD1,0.0,1.0,0.0,0.0,0.0,0.0
CRHR2,0.0,0.0,0.0,1.0,0.0,0.0
CRY2,0.0,0.0,0.0,1.0,0.0,0.0
CRYAB,0.0,1.0,0.0,0.0,0.0,0.0
CSRP3,0.0,1.0,0.0,0.0,0.0,0.0
CST3,0.0,1.0,0.0,0.0,0.0,0.0
CTAGE1,0.0,1.0,0.0,0.0,0.0,0.0
CTBP1,0.0,0.0,0.0,1.0,0.0,0.0
CTLA4,0.0,0.0,0.0,1.0,0.0,1.0
CTNNA1,0.0,1.0,0.0,0.0,0.0,0.0
CTNNA3,0.0,1.0,0.0,0.0,0.0,0.0
CTSH,0.0,0.0,0.0,1.0,0.0,0.0
CTTNBP2,0.0,0.0,0.0,1.0,0.0,0.0
CUL5,0.0,0.0,0.0,0.0,0.0,1.0
CXCL12,0.0,1.0,1.0,0.0,0.0,0.0
CYB561,0.0,1.0,0.0,0.0,0.0,0.0
CYP2C9,0.0,1.0,0.0,0.0,0.0,0.0
CYTIP,0.0,0.0,0.0,1.0,0.0,0.0
D2HGDH,1.0,0.0,0.0,0.0,0.0,0.0
DAB2IP,0.0,1.0,1.0,0.0,0.0,0.0
DARS2,0.0,1.0,0.0,0.0,0.0,0.0
DAW1,1.0,0.0,0.0,0.0,0.0,0.0
DBH,0.0,1.0,0.0,0.0,0.0,0.0
DCHS1,0.0,1.0,0.0,0.0,0.0,0.0
DENND2B,0.0,1.0,0.0,0.0,0.0,0.0
DES,0.0,1.0,0.0,0.0,0.0,0.0
DGKB,0.0,0.0,0.0,1.0,0.0,0.0
DGKH,0.0,1.0,0.0,0.0,0.0,0.0
DGUOK,0.0,1.0,0.0,0.0,0.0,0.0
DHH,0.0,1.0,0.0,0.0,0.0,0.0
DHX37,0.0,1.0,0.0,0.0,0.0,0.0
DIPK1A,0.0,1.0,0.0,0.0,0.0,0.0
DLEU7,0.0,1.0,0.0,1.0,0.0,0.0
DM1-AS,0.0,1.0,0.0,0.0,0.0,0.0
DMD,0.0,1.0,0.0,0.0,0.0,0.0
DMPK,0.0,1.0,0.0,0.0,0.0,0.0
DMRT2,0.0,0.0,0.0,1.0,0.0,0.0
DNAH5,0.0,1.0,0.0,0.0,0.0,0.0
DNAH9,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC19,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC30,0.0,1.0,0.0,0.0,0.0,0.0
DNASE1L1,0.0,1.0,0.0,0.0,0.0,0.0
DOLK,0.0,1.0,0.0,0.0,0.0,0.0
DPF3,0.0,1.0,0.0,0.0,0.0,0.0
DPM3,0.0,1.0,0.0,0.0,0.0,0.0
DPP4,1.0,0.0,0.0,0.0,0.0,1.0
DSC2,0.0,1.0,0.0,0.0,0.0,0.0
DSE,0.0,1.0,0.0,0.0,0.0,0.0
DSG2,0.0,1.0,0.0,0.0,0.0,0.0
DSP,0.0,1.0,0.0,0.0,0.0,0.0
DTNA,0.0,1.0,0.0,0.0,0.0,0.0
DYNC1I1,1.0,0.0,0.0,0.0,0.0,0.0
DYNC2LI1,0.0,1.0,0.0,0.0,0.0,0.0
EBF1,0.0,1.0,0.0,0.0,0.0,0.0
EBF2,0.0,1.0,0.0,1.0,0.0,0.0
EDNRA,0.0,1.0,1.0,0.0,0.0,0.0
EEFSEC,1.0,0.0,0.0,0.0,0.0,0.0
EFEMP2,0.0,1.0,0.0,0.0,0.0,0.0
EIF2AK4,0.0,1.0,0.0,0.0,0.0,0.0
EIF2S3,0.0,0.0,0.0,1.0,0.0,0.0
ELAVL2,1.0,0.0,0.0,0.0,0.0,0.0
ELL2,0.0,1.0,0.0,0.0,0.0,0.0
ELMO2,0.0,1.0,0.0,0.0,0.0,0.0
ELN,0.0,1.0,0.0,0.0,0.0,0.0
EMD,0.0,1.0,0.0,0.0,0.0,0.0
EMSY,1.0,0.0,0.0,0.0,0.0,0.0
ENG,0.0,1.0,0.0,0.0,0.0,0.0
ENPEP,0.0,1.0,0.0,0.0,0.0,0.0
ENPP1,0.0,1.0,0.0,1.0,0.0,0.0
ENSG00000289490,0.0,1.0,0.0,0.0,0.0,0.0
EOMES,0.0,0.0,0.0,0.0,1.0,1.0
EPHA3,0.0,1.0,0.0,0.0,0.0,0.0
EPHB4,0.0,1.0,0.0,0.0,0.0,0.0
ERAP1,0.0,1.0,0.0,0.0,0.0,1.0
ERBB4,0.0,1.0,0.0,0.0,0.0,0.0
ESR1,0.0,1.0,0.0,0.0,0.0,0.0
ESR2,0.0,1.0,0.0,0.0,0.0,0.0
ETFA,0.0,1.0,0.0,0.0,0.0,0.0
ETFB,0.0,1.0,0.0,0.0,0.0,0.0
ETFDH,0.0,1.0,0.0,0.0,0.0,0.0
ETS1,0.0,0.0,0.0,1.0,0.0,1.0
ETV1,0.0,0.0,0.0,1.0,0.0,0.0
ETV2,0.0,1.0,0.0,0.0,0.0,0.0
ETV6,0.0,0.0,0.0,0.0,1.0,0.0
EVC,0.0,1.0,0.0,0.0,0.0,0.0
EVC2,0.0,1.0,0.0,0.0,0.0,0.0
EVX1,0.0,1.0,0.0,0.0,0.0,0.0
EXOC6,0.0,0.0,0.0,1.0,0.0,0.0
EYA2,0.0,0.0,0.0,1.0,0.0,0.0
EYA4,0.0,1.0,0.0,0.0,0.0,0.0
F11,0.0,1.0,0.0,0.0,0.0,0.0
F12,0.0,1.0,0.0,0.0,0.0,0.0
F5,0.0,1.0,0.0,0.0,0.0,0.0
F7,0.0,1.0,0.0,0.0,0.0,0.0
FAIM2,0.0,0.0,0.0,1.0,0.0,0.0
FARP1,0.0,1.0,1.0,0.0,0.0,0.0
FAT4,0.0,1.0,0.0,0.0,0.0,0.0
FBN1,0.0,1.0,0.0,0.0,0.0,0.0
FBN2,0.0,1.0,0.0,0.0,0.0,0.0
FBRSL1,0.0,1.0,0.0,0.0,0.0,0.0
FBXO32,0.0,1.0,0.0,0.0,0.0,0.0
FBXW7,0.0,0.0,0.0,1.0,0.0,0.0
FCRL3,0.0,0.0,0.0,0.0,0.0,1.0
FDX1,0.0,1.0,0.0,0.0,0.0,0.0
FES,0.0,1.0,1.0,0.0,0.0,0.0
FGA,0.0,1.0,0.0,0.0,0.0,0.0
FGD1,0.0,1.0,0.0,0.0,0.0,0.0
FGD4,0.0,1.0,0.0,0.0,0.0,0.0
FGD5,0.0,1.0,1.0,0.0,0.0,0.0
FGF5,0.0,1.0,1.0,0.0,0.0,0.0
FGF9,0.0,1.0,0.0,0.0,0.0,0.0
FGFR2,0.0,1.0,0.0,0.0,0.0,0.0
FGFR4,0.0,0.0,0.0,1.0,0.0,0.0
FGG,0.0,1.0,0.0,0.0,0.0,0.0
FHL1,0.0,1.0,1.0,0.0,0.0,0.0
FHL5,0.0,1.0,0.0,0.0,0.0,0.0
FHOD3,0.0,1.0,0.0,0.0,0.0,0.0
FIGN,0.0,1.0,0.0,0.0,0.0,0.0
FKTN,0.0,1.0,0.0,0.0,0.0,0.0
FLAD1,0.0,1.0,0.0,0.0,0.0,0.0
FLG,1.0,0.0,0.0,1.0,0.0,0.0
FLI1,0.0,0.0,0.0,1.0,0.0,0.0
FLNA,0.0,1.0,0.0,0.0,0.0,0.0
FLNC,0.0,1.0,0.0,0.0,0.0,0.0
FLT1,0.0,1.0,1.0,0.0,0.0,0.0
FLT4,0.0,1.0,0.0,0.0,0.0,0.0
FN1,0.0,1.0,1.0,0.0,0.0,0.0
FNDC3B,0.0,1.0,0.0,0.0,0.0,0.0
FOCAD,0.0,0.0,0.0,1.0,0.0,0.0
FOSL2,0.0,0.0,0.0,1.0,0.0,0.0
FOXC1,0.0,1.0,0.0,0.0,0.0,0.0
FOXC2,0.0,1.0,0.0,0.0,0.0,0.0
FOXE3,0.0,1.0,0.0,0.0,0.0,0.0
FOXF1,0.0,1.0,0.0,0.0,0.0,0.0
FOXK1,0.0,0.0,0.0,1.0,0.0,0.0
FOXP1,0.0,1.0,0.0,0.0,0.0,0.0
FOXP3,0.0,0.0,0.0,1.0,0.0,0.0
FOXP4,0.0,1.0,0.0,0.0,0.0,0.0
FRMD1,0.0,1.0,0.0,0.0,0.0,0.0
FRMD3,0.0,1.0,0.0,0.0,0.0,0.0
FTO,0.0,1.0,0.0,1.0,0.0,0.0
FZD4,0.0,1.0,0.0,0.0,0.0,0.0
G6PD,0.0,1.0,0.0,0.0,0.0,0.0
GAA,0.0,1.0,0.0,0.0,0.0,0.0
GADD45G,1.0,0.0,0.0,0.0,0.0,0.0
GATA2,0.0,1.0,0.0,0.0,0.0,0.0
GATA3,1.0,0.0,0.0,0.0,1.0,1.0
GATA4,0.0,1.0,0.0,1.0,0.0,0.0
GATA5,0.0,1.0,0.0,0.0,0.0,0.0
GATA6,0.0,1.0,0.0,1.0,0.0,0.0
GATAD1,0.0,1.0,0.0,0.0,0.0,0.0
GBA1,0.0,1.0,0.0,0.0,0.0,0.0
GCK,0.0,0.0,0.0,1.0,0.0,0.0
GCOM1,0.0,1.0,0.0,0.0,0.0,0.0
GDF1,0.0,1.0,0.0,0.0,0.0,0.0
GDF2,0.0,1.0,0.0,0.0,0.0,0.0
GDF7,0.0,1.0,0.0,0.0,0.0,0.0
GIMAP5,0.0,1.0,0.0,0.0,0.0,0.0
GJA1,1.0,1.0,0.0,0.0,0.0,0.0
GJA5,0.0,1.0,0.0,0.0,0.0,0.0
GLA,0.0,1.0,0.0,0.0,0.0,0.0
GLI1,0.0,1.0,0.0,0.0,0.0,0.0
GLIS3,1.0,0.0,0.0,1.0,0.0,0.0
GLMN,0.0,1.0,0.0,0.0,0.0,0.0
GLP1R,0.0,0.0,0.0,1.0,0.0,0.0
GLYATL2,0.0,1.0,0.0,0.0,0.0,0.0
GNB1,0.0,0.0,0.0,0.0,1.0,0.0
GNB4,0.0,1.0,0.0,0.0,0.0,0.0
GNG7,0.0,1.0,0.0,0.0,0.0,0.0
GP2,0.0,0.0,0.0,1.0,0.0,0.0
GPR65,0.0,0.0,0.0,0.0,0.0,1.0
GPSM1,0.0,0.0,0.0,1.0,0.0,0.0
GRAMD1B,0.0,0.0,0.0,0.0,1.0,0.0
GRK5,0.0,1.0,0.0,0.0,0.0,0.0
GRK6,0.0,1.0,0.0,0.0,0.0,0.0
GSAP,1.0,0.0,0.0,0.0,0.0,0.0
GSN,0.0,1.0,0.0,0.0,0.0,0.0
GTF2I,0.0,0.0,0.0,1.0,0.0,0.0
GUCA1A,0.0,1.0,0.0,0.0,0.0,0.0
GUCY1A1,0.0,1.0,1.0,0.0,0.0,0.0
GUCY1B1,0.0,1.0,1.0,0.0,0.0,0.0
GUCY2D,0.0,1.0,0.0,0.0,0.0,0.0
H19,0.0,1.0,0.0,0.0,0.0,0.0
HAAO,0.0,1.0,0.0,0.0,0.0,0.0
HADHA,0.0,1.0,0.0,0.0,0.0,0.0
HADHB,0.0,1.0,0.0,0.0,0.0,0.0
HAND2,0.0,1.0,0.0,0.0,0.0,0.0
HCN4,0.0,1.0,0.0,0.0,0.0,0.0
HDAC7,1.0,1.0,0.0,0.0,0.0,0.0
HDGFL1,0.0,1.0,1.0,0.0,0.0,0.0
HEY2,0.0,1.0,0.0,0.0,0.0,0.0
HFE,0.0,1.0,0.0,0.0,0.0,0.0
HGFAC,0.0,1.0,0.0,0.0,0.0,0.0
HHEX,1.0,0.0,0.0,1.0,0.0,0.0
HHIPL1,0.0,1.0,1.0,0.0,0.0,0.0
HIPK2,0.0,1.0,0.0,0.0,0.0,0.0
HIVEP2,0.0,1.0,0.0,1.0,0.0,0.0
HIVEP3,0.0,1.0,0.0,0.0,0.0,0.0
HLA-B,1.0,1.0,0.0,0.0,0.0,0.0
HLA-DMA,0.0,0.0,0.0,1.0,0.0,0.0
HLA-DQA1,1.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.0,0.0,1.0,0.0,0.0
HMG20A,0.0,0.0,0.0,1.0,0.0,0.0
HMGA2,0.0,0.0,0.0,1.0,0.0,0.0
HMGCL,0.0,1.0,0.0,0.0,0.0,0.0
HNF1A,0.0,1.0,1.0,1.0,0.0,0.0
HNF1B,0.0,0.0,0.0,1.0,0.0,0.0
HNF4A,0.0,0.0,0.0,1.0,0.0,0.0
HNRNPA1L3,0.0,1.0,0.0,0.0,0.0,0.0
HOXA13,0.0,1.0,0.0,0.0,0.0,0.0
HRAS,0.0,1.0,0.0,0.0,0.0,0.0
HRCT1,0.0,1.0,0.0,0.0,0.0,0.0
HSD17B12,0.0,1.0,0.0,0.0,0.0,0.0
HSP90B1,0.0,1.0,0.0,0.0,0.0,0.0
HSPA4,0.0,1.0,0.0,0.0,0.0,0.0
HTRA1,0.0,1.0,1.0,0.0,0.0,0.0
HYMAI,0.0,0.0,0.0,1.0,0.0,0.0
ID4,0.0,0.0,0.0,1.0,0.0,0.0
IDH1,0.0,1.0,0.0,0.0,0.0,0.0
IDH2,0.0,1.0,0.0,0.0,0.0,0.0
IDUA,0.0,1.0,0.0,0.0,0.0,0.0
IFIH1,0.0,0.0,0.0,1.0,0.0,0.0
IGF1R,0.0,1.0,0.0,1.0,0.0,0.0
IGF2,0.0,1.0,0.0,1.0,0.0,0.0
IGF2BP1,0.0,1.0,0.0,1.0,0.0,0.0
IGF2BP2,0.0,0.0,0.0,1.0,0.0,0.0
IGHG1,0.0,1.0,0.0,0.0,0.0,0.0
IGLL5,0.0,0.0,0.0,0.0,1.0,0.0
IKBKG,0.0,1.0,0.0,0.0,0.0,0.0
IKZF1,0.0,0.0,0.0,1.0,1.0,1.0
IL12B,0.0,0.0,0.0,0.0,0.0,1.0
IL12RB2,0.0,0.0,0.0,0.0,0.0,1.0
IL13,1.0,0.0,0.0,0.0,0.0,0.0
IL18R1,1.0,1.0,0.0,0.0,0.0,0.0
IL1RL1,1.0,0.0,0.0,0.0,0.0,0.0
IL2RA,1.0,0.0,0.0,1.0,0.0,1.0
IL33,1.0,0.0,0.0,0.0,0.0,0.0
IL4,0.0,1.0,0.0,0.0,0.0,0.0
IL4R,1.0,0.0,0.0,0.0,0.0,0.0
IL6,1.0,1.0,0.0,0.0,0.0,1.0
IL6R,0.0,1.0,1.0,0.0,0.0,1.0
IL7R,1.0,0.0,0.0,0.0,0.0,0.0
INAVA,0.0,0.0,0.0,0.0,0.0,1.0
INPP5A,0.0,1.0,0.0,0.0,0.0,0.0
INPPL1,0.0,0.0,0.0,1.0,0.0,0.0
INS,0.0,1.0,0.0,1.0,0.0,0.0
INS-IGF2,0.0,0.0,0.0,1.0,0.0,0.0
INSR,0.0,1.0,0.0,1.0,0.0,0.0
IPCEF1,1.0,0.0,0.0,0.0,0.0,0.0
IPO8,0.0,1.0,0.0,0.0,0.0,0.0
