symbol	overallAssociationScore	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	targetName
ASTN1	0.4081173968978164	0.6713221282770803	No data	No data	No data	No data	No data	No data	astrotactin 1
NAA11	0.4076599291389119	0.6705696285506283	No data	No data	No data	No data	No data	No data	N-alpha-acetyltransferase 11, NatA catalytic subunit
RTN1	0.40296039015388874	0.6628392437708371	No data	No data	No data	No data	No data	No data	reticulon 1
LINGO1	0.3972248076599827	0.6534046460889308	No data	No data	No data	No data	No data	No data	leucine rich repeat and Ig domain containing 1
GSDME	0.39543668557296374	0.6504633210334411	No data	No data	No data	No data	No data	No data	gasdermin E
KCNB1	0.39383230972032063	0.647824244581078	No data	No data	No data	No data	No data	No data	potassium voltage-gated channel subfamily B member 1
PCLO	0.3927405871420026	0.6460284438376265	No data	No data	No data	No data	No data	No data	piccolo presynaptic cytomatrix protein
AGBL4	0.38448230353252455	0.6324441943771247	No data	No data	No data	No data	No data	No data	AGBL carboxypeptidase 4
ZNF536	0.38086030457471365	0.6264862811211412	No data	No data	No data	No data	No data	No data	zinc finger protein 536
AREL1	0.38051185593839365	0.6259131095731806	No data	No data	No data	No data	No data	No data	apoptosis resistant E3 ubiquitin protein ligase 1
CACNB2	0.37858138297551813	0.6227376281360503	No data	No data	No data	No data	No data	No data	calcium voltage-gated channel auxiliary subunit beta 2
SOX6	0.3753050604484178	0.6173483263603021	No data	No data	No data	No data	No data	No data	SRY-box transcription factor 6
TPH2	0.3695798546847018	0.607930797611621	No data	No data	No data	No data	No data	No data	tryptophan hydroxylase 2
CHRM2	0.3695798546847018	0.607930797611621	No data	No data	No data	No data	No data	No data	cholinergic receptor muscarinic 2
RAB27B	0.3681939892782868	0.6056511542511274	No data	No data	No data	No data	No data	No data	RAB27B, member RAS oncogene family
NR4A2	0.3658603953863643	0.6018125694959373	No data	No data	No data	No data	No data	No data	nuclear receptor subfamily 4 group A member 2
ERBB4	0.36537251525659364	0.6010100437287161	No data	No data	No data	No data	No data	No data	erb-b2 receptor tyrosine kinase 4
BAIAP2	0.3651993368205764	0.6007251783514436	No data	No data	No data	No data	No data	No data	BAR/IMD domain containing adaptor protein 2
BEND4	0.3606486608599557	0.5932396619431634	No data	No data	No data	No data	No data	No data	BEN domain containing 4
PMFBP1	0.3603714200280375	0.5927836218264142	No data	No data	No data	No data	No data	No data	polyamine modulated factor 1 binding protein 1
FAM120A	0.3565191861070774	0.586446989538505	No data	No data	No data	No data	No data	No data	family with sequence similarity 120A
CACNA1I	0.3561433205997863	0.5858287193196451	No data	No data	No data	No data	No data	No data	calcium voltage-gated channel subunit alpha1 I
PAX6	0.35595512926619954	0.5855191588658465	No data	No data	No data	No data	No data	No data	paired box 6
STK24	0.352189966298266	0.5793257516840986	No data	No data	No data	No data	No data	No data	serine/threonine kinase 24
ZNF608	0.34738298917725846	0.571418639328724	No data	No data	No data	No data	No data	No data	zinc finger protein 608
RASGRP1	0.34582902640846813	0.5688624885712771	No data	No data	No data	No data	No data	No data	RAS guanyl releasing protein 1
CCDC68	0.3410204899857449	0.5609528112829828	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 68
SPPL3	0.34005886207017566	0.5593710063812618	No data	No data	No data	No data	No data	No data	signal peptide peptidase like 3
ANK3	0.3346236612604476	0.5504305137609153	No data	No data	No data	No data	No data	No data	ankyrin 3
SNX19	0.3341104371680569	0.5495862990996297	No data	No data	No data	No data	No data	No data	sorting nexin 19
IMMP2L	0.3327240817219442	0.5473058496610436	No data	No data	No data	No data	No data	No data	inner mitochondrial membrane peptidase subunit 2
EP300	0.3322655977726004	0.5465516783784814	No data	No data	No data	No data	No data	No data	E1A binding protein p300
KCNQ5	0.3307029314280161	0.5439812108997428	No data	No data	No data	No data	No data	No data	potassium voltage-gated channel subfamily Q member 5
NPAS3	0.32903524087732566	0.5412379865767734	No data	No data	No data	No data	No data	No data	neuronal PAS domain protein 3
TSNARE1	0.328497111989976	0.5403528054188786	No data	No data	No data	No data	No data	No data	t-SNARE domain containing 1
RGS6	0.32767016650897746	0.5389925428951714	No data	No data	No data	No data	No data	No data	regulator of G protein signaling 6
B3GLCT	0.3245971331702937	0.5339376363979899	No data	No data	No data	No data	No data	No data	beta 3-glucosyltransferase
SNAP91	0.324507179072033	0.5337896687368447	No data	No data	No data	No data	No data	No data	synaptosome associated protein 91
PTCH1	0.3244140858874488	0.533636537517058	No data	No data	No data	No data	No data	No data	patched 1
BCL11B	0.3238530815969124	0.5327137280579215	No data	No data	No data	No data	No data	No data	BAF chromatin remodeling complex subunit BCL11B
MYO10	0.32323215930777954	0.5316923580408532	No data	No data	No data	No data	No data	No data	myosin X
ZCCHC14	0.32320803790760916	0.5316526801691858	No data	No data	No data	No data	No data	No data	zinc finger CCHC-type containing 14
DENND1B	0.3225501188396528	0.530570453260233	No data	No data	No data	No data	No data	No data	DENN domain containing 1B
CYP7B1	0.3218131931605005	0.5293582664750801	No data	No data	No data	No data	No data	No data	cytochrome P450 family 7 subfamily B member 1
CDH8	0.32154289029219935	0.5289136387816599	No data	No data	No data	No data	No data	No data	cadherin 8
DPYD	0.3211730728802731	0.5283053172204244	No data	No data	No data	No data	No data	No data	dihydropyrimidine dehydrogenase
PDE4B	0.3201970703634276	0.526699867191112	No data	No data	No data	No data	No data	No data	phosphodiesterase 4B
MAML3	0.31998484609928074	0.5263507743914371	No data	No data	No data	No data	No data	No data	mastermind like transcriptional coactivator 3
ADCY2	0.3197662335191071	0.5259911732969828	No data	No data	No data	No data	No data	No data	adenylate cyclase 2
DENND1A	0.31884472095917954	0.5244753551092088	No data	No data	No data	No data	No data	No data	DENN domain containing 1A
ENTREP2	0.318725510752307	0.5242792633709042	No data	No data	No data	No data	No data	No data	endosomal transmembrane epsin interactor 2
SLC30A9	0.3185323261114317	0.5239614893057734	No data	No data	No data	No data	No data	No data	solute carrier family 30 member 9
CNTLN	0.3175899503286569	0.5224113527006251	No data	No data	No data	No data	No data	No data	centlein
KSR2	0.316182189969966	0.5200956938061891	No data	No data	No data	No data	No data	No data	kinase suppressor of ras 2
MAD1L1	0.31495892748549126	0.5180835199053428	No data	No data	No data	No data	No data	No data	mitotic arrest deficient 1 like 1
LSAMP	0.3147057620214594	0.5176670819406494	No data	No data	No data	No data	No data	No data	limbic system associated membrane protein
KIF2A	0.31465185785139843	0.5175784136740099	No data	No data	No data	No data	No data	No data	kinesin family member 2A
CC2D2A	0.3145820710059742	0.5174636196124187	No data	No data	No data	No data	No data	No data	coiled-coil and C2 domain containing 2A
ASTN2	0.31291944200251515	0.5147287211503059	No data	No data	No data	No data	No data	No data	astrotactin 2
SAMD5	0.3128207682200224	0.5145664102707117	No data	No data	No data	No data	No data	No data	sterile alpha motif domain containing 5
BBX	0.31262984568552366	0.5142523571988015	No data	No data	No data	No data	No data	No data	BBX high mobility group box domain containing
PRR16	0.3092328476239133	0.508664553332052	No data	No data	No data	No data	No data	No data	proline rich 16
PPP2R2B	0.308876687991079	0.5080786977803451	No data	No data	No data	No data	No data	No data	protein phosphatase 2 regulatory subunit Bbeta
CADM1	0.30857493918785256	0.5075823439117603	No data	No data	No data	No data	No data	No data	cell adhesion molecule 1
IGSF9B	0.3085637486204676	0.5075639362781464	No data	No data	No data	No data	No data	No data	immunoglobulin superfamily member 9B
TANK	0.30852173993542215	0.5074948351810965	No data	No data	No data	No data	No data	No data	TRAF family member associated NFKB activator
SETBP1	0.3038664418746078	0.49983722336227826	No data	No data	No data	No data	No data	No data	SET binding protein 1
CHMP3	0.3031217239337789	0.49861221889835783	No data	No data	No data	No data	No data	No data	charged multivesicular body protein 3
MYH15	0.3029250243790111	0.4982886630667721	No data	No data	No data	No data	No data	No data	myosin heavy chain 15
OTX2	0.30254298105193006	0.49766023080345867	No data	No data	No data	No data	No data	No data	orthodenticle homeobox 2
RSRC1	0.3025346168654778	0.49764647235186327	No data	No data	No data	No data	No data	No data	arginine and serine rich coiled-coil 1
ZNF184	0.3016597408573697	0.4962073677505744	No data	No data	No data	No data	No data	No data	zinc finger protein 184
BLTP1	0.301657818813324	0.496204206134066	No data	No data	No data	No data	No data	No data	bridge-like lipid transfer protein family member 1
CNTNAP5	0.3012173614190088	0.4954796871657136	No data	No data	No data	No data	No data	No data	contactin associated protein family member 5
KIRREL3	0.3010490898705604	0.49520289324589667	No data	No data	No data	No data	No data	No data	kirre like nephrin family adhesion molecule 3
GRM3	0.3007401542118038	0.49469471754568484	No data	No data	No data	No data	No data	No data	glutamate metabotropic receptor 3
CCSER1	0.30055106005740934	0.4943836720202116	No data	No data	No data	No data	No data	No data	coiled-coil serine rich protein 1
ZSWIM6	0.2998636111668934	0.4932528707954395	No data	No data	No data	No data	No data	No data	zinc finger SWIM-type containing 6
MANBA	0.2995901251549168	0.4928030070723791	No data	No data	No data	No data	No data	No data	mannosidase beta
CYP2C19	0.3010558764650485	0.4921744026904443	No data	No data	No data	0.06079307976116211	No data	No data	cytochrome P450 family 2 subfamily C member 19
NRXN1	0.29880259998953906	0.4915075879745613	No data	No data	No data	No data	No data	No data	neurexin 1
ARPP21	0.29840892552155396	0.4908600233676493	No data	No data	No data	No data	No data	No data	cAMP regulated phosphoprotein 21
TFAP2B	0.2975688619640245	0.48947818260414483	No data	No data	No data	No data	No data	No data	transcription factor AP-2 beta
DCDC2	0.29622484838668106	0.48726738232453465	No data	No data	No data	No data	No data	No data	doublecortin domain containing 2
VWC2L	0.2959958740680553	0.4868907369571254	No data	No data	No data	No data	No data	No data	von Willebrand factor C domain containing 2 like
EYS	0.29579258518559254	0.48655634218182964	No data	No data	No data	No data	No data	No data	eyes shut homolog
MOCS2	0.29555455983473383	0.4861648085536703	No data	No data	No data	No data	No data	No data	molybdenum cofactor synthesis 2
STUM	0.2952016163885889	0.48558424338485245	No data	No data	No data	No data	No data	No data	stum, mechanosensory transduction mediator homolog
CNTN5	0.29487215551101154	0.48504230525822406	No data	No data	No data	No data	No data	No data	contactin 5
SDK1	0.294427264371432	0.4843104931155799	No data	No data	No data	No data	No data	No data	sidekick cell adhesion molecule 1
FAM172A	0.2939630993642075	0.4835469769241843	No data	No data	No data	No data	No data	No data	family with sequence similarity 172 member A
DCLK3	0.2938366357950903	0.4833389539557576	No data	No data	No data	No data	No data	No data	doublecortin like kinase 3
SAMD3	0.29353347287324916	0.4828402739694299	No data	No data	No data	No data	No data	No data	sterile alpha motif domain containing 3
NFAM1	0.291801468226317	0.4799912578417116	No data	No data	No data	No data	No data	No data	NFAT activating protein with ITAM motif 1
NLGN1	0.290749995465651	0.4782616649920041	No data	No data	No data	No data	No data	No data	neuroligin 1
BRINP2	0.29063020731351813	0.47806462257763155	No data	No data	No data	No data	No data	No data	BMP/retinoic acid inducible neural specific 2
ADARB2	0.28962421998099	0.47640984980336126	No data	No data	No data	No data	No data	No data	adenosine deaminase RNA specific B2 (inactive)
CNTN4	0.28807952516569996	0.47386894412567776	No data	No data	No data	No data	No data	No data	contactin 4
MSRA	0.287271420933627	0.47253967402577857	No data	No data	No data	No data	No data	No data	methionine sulfoxide reductase A
EMILIN3	0.28560165157962025	0.46979303022920377	No data	No data	No data	No data	No data	No data	elastin microfibril interfacer 3
KLF7	0.28381730679861994	0.4668579185552921	No data	No data	No data	No data	No data	No data	Kruppel like factor 7
TYR	0.28248093341625335	0.46465968581627504	No data	No data	No data	No data	No data	No data	tyrosinase
SGIP1	0.2822940183491888	0.46435222472399473	No data	No data	No data	No data	No data	No data	SH3GL interacting endocytic adaptor 1
DUSP6	0.28201214491884247	0.4638885643345988	No data	No data	No data	No data	No data	No data	dual specificity phosphatase 6
CIBAR1	0.2805515115309953	0.4614859333220139	No data	No data	No data	No data	No data	No data	CBY1 interacting BAR domain containing 1
CNOT4	0.28018079094335496	0.46087612610530965	No data	No data	No data	No data	No data	No data	CCR4-NOT transcription complex subunit 4
ASXL3	0.279993392997009	0.46056787071327787	No data	No data	No data	No data	No data	No data	ASXL transcriptional regulator 3
NGEF	0.2782236972855185	0.4576568556463605	No data	No data	No data	No data	No data	No data	neuronal guanine nucleotide exchange factor
SLC25A37	0.27693372005029177	0.4555349410463852	No data	No data	No data	No data	No data	No data	solute carrier family 25 member 37
EMCN	0.27595522829306335	0.4539253964056587	No data	No data	No data	No data	No data	No data	endomucin
KIZ	0.27554595752250244	0.45325217706528503	No data	No data	No data	No data	No data	No data	kizuna centrosomal protein
LMAN2L	0.27462499915969857	0.45173727048969775	No data	No data	No data	No data	No data	No data	lectin, mannose binding 2 like
NCAM1	0.2740637140035438	0.450813999027946	No data	No data	No data	No data	No data	No data	neural cell adhesion molecule 1
STARD9	0.2726584166496946	0.4485023915894511	No data	No data	No data	No data	No data	No data	StAR related lipid transfer domain containing 9
FSTL5	0.2726272681018948	0.44845115459352625	No data	No data	No data	No data	No data	No data	follistatin like 5
KCNG2	0.2724316534594177	0.448129383360278	No data	No data	No data	No data	No data	No data	potassium voltage-gated channel modifier subfamily G member 2
INSYN1	0.2722585080664144	0.4478445723362543	No data	No data	No data	No data	No data	No data	inhibitory synaptic factor 1
SEMA3A	0.2714943332975486	0.44658756286763046	No data	No data	No data	No data	No data	No data	semaphorin 3A
RALGPS1	0.2696772979614316	0.4435986777128471	No data	No data	No data	No data	No data	No data	Ral GEF with PH domain and SH3 binding motif 1
ROBO2	0.2694014328524518	0.4431449005558688	No data	No data	No data	No data	No data	No data	roundabout guidance receptor 2
NCOA2	0.2693948462783414	0.4431340661415962	No data	No data	No data	No data	No data	No data	nuclear receptor coactivator 2
PLCL2	0.2679901877560949	0.4408235095325792	No data	No data	No data	No data	No data	No data	phospholipase C like 2
PLCL1	0.2670401845840449	0.4392608264512444	No data	No data	No data	No data	No data	No data	phospholipase C like 1 (inactive)
PPP1R16B	0.26689020785097683	0.439014126113546	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 16B
SGCZ	0.2666937340901375	0.43869094169582745	No data	No data	No data	No data	No data	No data	sarcoglycan zeta
GRIK2	0.2665696610912922	0.4384868510339745	No data	No data	No data	No data	No data	No data	glutamate ionotropic receptor kainate type subunit 2
YLPM1	0.2656885066321971	0.4370374188575543	No data	No data	No data	No data	No data	No data	YLP motif containing 1
TAL1	0.2642142303820372	0.43461234637240975	No data	No data	No data	No data	No data	No data	TAL bHLH transcription factor 1, erythroid differentiation factor
LHX2	0.2638796091341406	0.4340619198284491	No data	No data	No data	No data	No data	No data	LIM homeobox 2
HIGD1C	0.26376092428824294	0.433866692269056	No data	No data	No data	No data	No data	No data	HIG1 hypoxia inducible domain family member 1C
HCN1	0.2624264931849398	0.4316716544316151	No data	No data	No data	No data	No data	No data	hyperpolarization activated cyclic nucleotide gated potassium channel 1
CIR1	0.2614014768640953	0.42998558041649443	No data	No data	No data	No data	No data	No data	corepressor interacting with RBPJ, CIR1
VPS41	0.2612622556320621	0.4297565720612998	No data	No data	No data	No data	No data	No data	VPS41 subunit of HOPS complex
SCAMP1	0.25945541957291207	0.42678446394266434	No data	No data	No data	No data	No data	No data	secretory carrier membrane protein 1
GPM6A	0.25944528638197295	0.4267677956130141	No data	No data	No data	No data	No data	No data	glycoprotein M6A
C3orf70	0.2584867966625114	0.4251911528055972	No data	No data	No data	No data	No data	No data	chromosome 3 open reading frame 70
CNNM2	0.2580462957309657	0.4244665622218067	No data	No data	No data	No data	No data	No data	cyclin and CBS domain divalent metal cation transport mediator 2
GRIN2A	0.6501450295209329	0.42253201069389473	No data	0.9638062033597771	No data	No data	No data	No data	glutamate ionotropic receptor NMDA type subunit 2A
SRPK2	0.25663046216849134	0.42213762352017026	No data	No data	No data	No data	No data	No data	SRSF protein kinase 2
MEIS2	0.2561931925836475	0.42141834825633806	No data	No data	No data	No data	No data	No data	Meis homeobox 2
COA8	0.2548837794919893	0.4192644631483579	No data	No data	No data	No data	No data	No data	cytochrome c oxidase assembly factor 8
CYP2D6	0.254076189462755	0.4179360388730833	No data	No data	No data	No data	No data	No data	cytochrome P450 family 2 subfamily D member 6
FAM120AOS	0.2540228399869927	0.4178482830364455	No data	No data	No data	No data	No data	No data	family with sequence similarity 120A opposite strand
CACNA1E	0.2532856940975694	0.41663573402211795	No data	No data	No data	No data	No data	No data	calcium voltage-gated channel subunit alpha1 E
ELAVL4	0.25293395672143293	0.4160571527468835	No data	No data	No data	No data	No data	No data	ELAV like RNA binding protein 4
SYNE1	0.25218820343283416	0.4148304452144988	No data	No data	No data	No data	No data	No data	spectrin repeat containing nuclear envelope protein 1
SAMD8	0.2506711325771912	0.41233497885286186	No data	No data	No data	No data	No data	No data	sterile alpha motif domain containing 8
MFHAS1	0.2505612315128536	0.4121541999471552	No data	No data	No data	No data	No data	No data	multifunctional ROCO family signaling regulator 1
AMPD3	0.24958824692461393	0.41055371418123865	No data	No data	No data	No data	No data	No data	adenosine monophosphate deaminase 3
ESR1	0.5381241861075027	0.4102082449314877	No data	0.7810222052649298	No data	0.07196211947061562	No data	No data	estrogen receptor 1
PUM3	0.2492883560260366	0.41006041642472507	No data	No data	No data	No data	No data	No data	pumilio RNA binding family member 3
STMND1	0.24715176522065294	0.406545886787836	No data	No data	No data	No data	No data	No data	stathmin domain containing 1
QSER1	0.24701840361642366	0.4063265170754391	No data	No data	No data	No data	No data	No data	glutamine and serine rich 1
GRIK3	0.2468492703673627	0.40604830572354605	No data	No data	No data	No data	No data	No data	glutamate ionotropic receptor kainate type subunit 3
TDRD9	0.24639911144931134	0.4053078284853145	No data	No data	No data	No data	No data	No data	tudor domain containing 9
TRIML2	0.24589095395239013	0.404471947988854	No data	No data	No data	No data	No data	No data	tripartite motif family like 2
RPTOR	0.24572040794314945	0.40419141275374054	No data	No data	No data	No data	No data	No data	regulatory associated protein of MTOR complex 1
NBAS	0.24565524711967568	0.40408422814698963	No data	No data	No data	No data	No data	No data	NBAS subunit of NRZ tethering complex
DCDC1	0.24541636265045474	0.40369128133435994	No data	No data	No data	No data	No data	No data	doublecortin domain containing 1
MRPS33	0.24336210601015143	0.40031218514713945	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein S33
COP1	0.2431643530563376	0.3999868965541109	No data	No data	No data	No data	No data	No data	COP1 E3 ubiquitin ligase
SPRY2	0.24266412741252918	0.3991640633537308	No data	No data	No data	No data	No data	No data	sprouty RTK signaling antagonist 2
TRANK1	0.24181582696591566	0.39776867353313566	No data	No data	No data	No data	No data	No data	tetratricopeptide repeat and ankyrin repeat containing 1
TRIML1	0.23828885788045	0.3919670772012471	No data	No data	No data	No data	No data	No data	tripartite motif family like 1
CHORDC1	0.2382217365048163	0.3918566676350639	No data	No data	No data	No data	No data	No data	cysteine and histidine rich domain containing 1
WNT7B	0.23737761967091112	0.3904681595396993	No data	No data	No data	No data	No data	No data	Wnt family member 7B
STAG1	0.23667186219709244	0.3893072420856217	No data	No data	No data	No data	No data	No data	stromal antigen 1
PTBP2	0.23662980325912997	0.389238058326339	No data	No data	No data	No data	No data	No data	polypyrimidine tract binding protein 2
ASCC3	0.23331412933250972	0.3837840264864544	No data	No data	No data	No data	No data	No data	activating signal cointegrator 1 complex subunit 3
HIVEP2	0.23313268746591342	0.3834855683933472	No data	No data	No data	No data	No data	No data	HIVEP zinc finger 2
ZMYND8	0.23143511998804034	0.38069319879381003	No data	No data	No data	No data	No data	No data	zinc finger MYND-type containing 8
NR2F2	0.22977521519750768	0.37796278145510315	No data	No data	No data	No data	No data	No data	nuclear receptor subfamily 2 group F member 2
NRDC	0.22894095894967667	0.3765904932750857	No data	No data	No data	No data	No data	No data	nardilysin convertase
PPP1R13B	0.22846395826130877	0.3758058633628623	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 13B
ERCC4	0.22597524687261322	0.37171212210403326	No data	No data	No data	No data	No data	No data	ERCC excision repair 4, endonuclease catalytic subunit
EXD3	0.2253494999974924	0.37068281600936065	No data	No data	No data	No data	No data	No data	exonuclease 3'-5' domain containing 3
ADARB1	0.22512619530934042	0.37031549675356823	No data	No data	No data	No data	No data	No data	adenosine deaminase RNA specific B1
KCNV1	0.22474014276323565	0.36968046962939316	No data	No data	No data	No data	No data	No data	potassium voltage-gated channel modifier subfamily V member 1
SLC39A8	0.22451562649790613	0.3693111574211425	No data	No data	No data	No data	No data	No data	solute carrier family 39 member 8
EFNA5	0.22287197887022794	0.3666074818808745	No data	No data	No data	No data	No data	No data	ephrin A5
ZCCHC7	0.2225820245872522	0.3661305291025075	No data	No data	No data	No data	No data	No data	zinc finger CCHC-type containing 7
SLC12A5	0.222047420746986	0.3652511463793974	No data	No data	No data	No data	No data	No data	solute carrier family 12 member 5
DPY19L3	0.2216978944991985	0.36467620224239905	No data	No data	No data	No data	No data	No data	dpy-19 like C-mannosyltransferase 3
WBP2NL	0.2204585565050734	0.3626375853488413	No data	No data	No data	No data	No data	No data	WBP2 N-terminal like
ROBO1	0.21973553598780884	0.3614482714991316	No data	No data	No data	No data	No data	No data	roundabout guidance receptor 1
PSORS1C2	0.21778712162829847	0.35824327782688287	No data	No data	No data	No data	No data	No data	psoriasis susceptibility 1 candidate 2
ATP23	0.21768482045716522	0.3580750001684139	No data	No data	No data	No data	No data	No data	ATP23 metallopeptidase and ATP synthase assembly factor homolog
HTT	0.21728396464081895	0.3574156227887498	No data	No data	No data	No data	No data	No data	huntingtin
CNNM4	0.21382134315353976	0.3517198733697653	No data	No data	No data	No data	No data	No data	cyclin and CBS domain divalent metal cation transport mediator 4
MUC22	0.21351106925271893	0.35120949636297466	No data	No data	No data	No data	No data	No data	mucin 22
CYP2C18	0.21050275341040536	0.34626104523312184	No data	No data	No data	No data	No data	No data	cytochrome P450 family 2 subfamily C member 18
PXDNL	0.20918635553195558	0.344095670681246	No data	No data	No data	No data	No data	No data	peroxidasin like
ASB3	0.20670625704960444	0.3400160969993488	No data	No data	No data	No data	No data	No data	ankyrin repeat and SOCS box containing 3
B4GALNT4	0.20620547915912804	0.33919235539513365	No data	No data	No data	No data	No data	No data	beta-1,4-N-acetyl-galactosaminyltransferase 4
PCDHA1	0.20167985565290508	0.3317480483720271	No data	No data	No data	No data	No data	No data	protocadherin alpha 1
PRMT6	0.20081512823905984	0.3303256374376864	No data	No data	No data	No data	No data	No data	protein arginine methyltransferase 6
CDH6	0.20055287685182008	0.32989425381923826	No data	No data	No data	No data	No data	No data	cadherin 6
PTP4A3	0.2000857147208504	0.3291258075868628	No data	No data	No data	No data	No data	No data	protein tyrosine phosphatase 4A3
DUSP13	0.20000218198163047	0.32898840257374595	No data	No data	No data	No data	No data	No data	dual specificity phosphatase 13
PIPOX	0.1985563739049389	0.32661015807228017	No data	No data	No data	No data	No data	No data	pipecolic acid and sarcosine oxidase
MMP16	0.19849392259636942	0.3265074304118049	No data	No data	No data	No data	No data	No data	matrix metallopeptidase 16
RERE	0.1983197795921917	0.326220978393151	No data	No data	No data	No data	No data	No data	arginine-glutamic acid dipeptide repeats
NOX4	0.19793440317627162	0.32558706345178906	No data	No data	No data	No data	No data	No data	NADPH oxidase 4
ARHGAP15	0.1966267940511316	0.3234361457317505	No data	No data	No data	No data	No data	No data	Rho GTPase activating protein 15
MYO1H	0.194377512035433	0.3197362476108865	No data	No data	No data	No data	No data	No data	myosin IH
MYO1G	0.194342067895822	0.31967794469260985	No data	No data	No data	No data	No data	No data	myosin IG
BLK	0.1941844967767186	0.3194187521665486	No data	No data	No data	No data	No data	No data	BLK proto-oncogene, Src family tyrosine kinase
KBTBD2	0.19299186426053536	0.31745696223771336	No data	No data	No data	No data	No data	No data	kelch repeat and BTB domain containing 2
ACVR2A	0.19201235918421306	0.3158457507640218	No data	No data	No data	No data	No data	No data	activin A receptor type 2A
MICB	0.19161364841018788	0.3151899018160962	No data	No data	No data	No data	No data	No data	MHC class I polypeptide-related sequence B
DYNLT5	0.19153929887525656	0.31506760247672494	No data	No data	No data	No data	No data	No data	dynein light chain Tctex-type family member 5
AATK	0.19147915508273147	0.3149686705049259	No data	No data	No data	No data	No data	No data	apoptosis associated tyrosine kinase
