symbol	overallAssociationScore	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	targetName
NRDC	0.18564653443552234	0.305374452429244	No data	No data	No data	No data	No data	No data	nardilysin convertase
CNNM2	0.18249824226711647	0.30019575087180594	No data	No data	No data	No data	No data	No data	cyclin and CBS domain divalent metal cation transport mediator 2
RSRC1	0.17928174494648677	0.293157055974855	No data	No data	No data	0.03495602086266821	No data	No data	arginine and serine rich coiled-coil 1
DAGLA	0.1746941741380096	0.2873586513865245	No data	No data	No data	No data	No data	No data	diacylglycerol lipase alpha
TUSC1	0.16988469737418882	0.27944742730852784	No data	No data	No data	No data	No data	No data	tumor suppressor candidate 1
SLC12A5	0.1682272955919615	0.27672112722842207	No data	No data	No data	No data	No data	No data	solute carrier family 12 member 5
ZCCHC7	0.16485266489719858	0.271170115981713	No data	No data	No data	No data	No data	No data	zinc finger CCHC-type containing 7
MARK3	0.16465081613942636	0.27083809010217996	No data	No data	No data	No data	No data	No data	microtubule affinity regulating kinase 3
GRIK3	0.15815785857575718	0.2571538987563191	No data	No data	No data	0.06007538368064839	No data	No data	glutamate ionotropic receptor kainate type subunit 3
HIVEP2	0.158004687503551	0.259905713157327	No data	No data	No data	No data	No data	No data	HIVEP zinc finger 2
ANKK1	0.15040340072845101	0.24626230335604793	No data	No data	No data	0.02279740491043579	No data	No data	ankyrin repeat and kinase domain containing 1
MRPL46	0.1463340932408758	0.24070847177964802	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein L46
OR12D3	0.14465436570152226	0.23794544752433364	No data	No data	No data	No data	No data	No data	olfactory receptor family 12 subfamily D member 3
FURIN	0.14333081921177138	0.2357683140496837	No data	No data	No data	No data	No data	No data	furin, paired basic amino acid cleaving enzyme
BAG5	0.13577975457228966	0.22273945529588432	No data	No data	No data	0.012158615952232422	No data	No data	BAG cochaperone 5
ZSCAN26	0.13446912932611912	0.22119150708338556	No data	No data	No data	No data	No data	No data	zinc finger and SCAN domain containing 26
OR2B2	0.13311068927291733	0.2189569763464354	No data	No data	No data	No data	No data	No data	olfactory receptor family 2 subfamily B member 2
NCOA5	0.12945279535252296	0.21294001860261796	No data	No data	No data	No data	No data	No data	nuclear receptor coactivator 5
METTL15	0.12845461202417954	0.21129808282264928	No data	No data	No data	No data	No data	No data	methyltransferase like 15
PIK3C3	0.12538311518564366	0.20624570375153975	No data	No data	No data	No data	No data	No data	phosphatidylinositol 3-kinase catalytic subunit type 3
SHOX2	0.11907014824490604	0.19586135249718745	No data	No data	No data	No data	No data	No data	short stature homeobox 2
ADGRG6	0.1178917792964034	0.19392302505410988	No data	No data	No data	No data	No data	No data	adhesion G protein-coupled receptor G6
COP1	0.11481304053064743	0.1888587335626253	No data	No data	No data	No data	No data	No data	COP1 E3 ubiquitin ligase
H2BC13	0.11470798302143534	0.18868592193731396	No data	No data	No data	No data	No data	No data	H2B clustered histone 13
CTNND1	0.11195859300117703	0.1841633841237012	No data	No data	No data	No data	No data	No data	catenin delta 1
MRPS11	0.10901769240315354	0.17932582595165694	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein S11
PGBD1	0.1060288508267156	0.1744094085104281	No data	No data	No data	No data	No data	No data	piggyBac transposable element derived 1
BTN3A1	0.10386647928207975	0.17085247151508065	No data	No data	No data	No data	No data	No data	butyrophilin subfamily 3 member A1
DET1	0.10274624951659037	0.16900977861337138	No data	No data	No data	No data	No data	No data	DET1 partner of COP1 E3 ubiquitin ligase
ZSCAN12	0.10152082135014893	0.1669940423301369	No data	No data	No data	No data	No data	No data	zinc finger and SCAN domain containing 12
BTN2A1	0.09828371338471695	0.16166924553064982	No data	No data	No data	No data	No data	No data	butyrophilin subfamily 2 member A1
MRTFB	0.09739242902521618	0.16020315043725702	No data	No data	No data	No data	No data	No data	myocardin related transcription factor B
ZKSCAN4	0.096465771982234	0.15807093916788323	No data	No data	No data	0.012158615952232422	No data	No data	zinc finger with KRAB and SCAN domains 4
FAM120AOS	0.09606180199889196	0.15801437001759105	No data	No data	No data	No data	No data	No data	family with sequence similarity 120A opposite strand
CKB	0.09565607662134439	0.15734698257951168	No data	No data	No data	No data	No data	No data	creatine kinase B
CNTLN	0.09417262274902358	0.1549068136027978	No data	No data	No data	No data	No data	No data	centlein
NKAPL	0.0913833807122865	0.1503187222481647	No data	No data	No data	No data	No data	No data	NFKB activating protein like
ZDHHC5	0.0886105188477543	0.14514964423539972	No data	No data	No data	0.012158615952232422	No data	No data	zinc finger DHHC-type palmitoyltransferase 5
BTN3A3	0.08739148930737195	0.14375236400377653	No data	No data	No data	No data	No data	No data	butyrophilin subfamily 3 member A3
BORCS7	0.08732597197119461	0.14364459296069937	No data	No data	No data	No data	No data	No data	BLOC-1 related complex subunit 7
COA8	0.08443105348064192	0.1388826718638805	No data	No data	No data	No data	No data	No data	cytochrome c oxidase assembly factor 8
GSE1	0.08236172784919336	0.13547878833046137	No data	No data	No data	No data	No data	No data	Gse1 coiled-coil protein
CSF3R	0.08033483082442566	0.13214469663329653	No data	No data	No data	No data	No data	No data	colony stimulating factor 3 receptor
H2AC14	0.07677885957355904	0.12477556694751875	No data	No data	No data	0.030396539880581056	No data	No data	H2A clustered histone 14
ITIH3	0.07627123370568897	0.12409254363988206	No data	No data	No data	0.02735688589252295	No data	No data	inter-alpha-trypsin inhibitor heavy chain 3
SLC17A2	0.07439346011119756	0.12237159295674326	No data	No data	No data	No data	No data	No data	solute carrier family 17 member 2
BORCS7-ASMT	0.07284030398968722	0.11981676907282057	No data	No data	No data	No data	No data	No data	BORCS7-ASMT readthrough (NMD candidate)
ZKSCAN7	0.07169544845913431	0.11793356865749254	No data	No data	No data	No data	No data	No data	zinc finger with KRAB and SCAN domains 7
ZNF322	0.07110794367142453	0.11696716789277078	No data	No data	No data	No data	No data	No data	zinc finger protein 322
BTN2A2	0.07078660586810548	0.11643859160648705	No data	No data	No data	No data	No data	No data	butyrophilin subfamily 2 member A2
TRIM10	0.07040493978210019	0.11581077987609809	No data	No data	No data	No data	No data	No data	tripartite motif containing 10
AMN	0.0697854025459679	0.11479168816604447	No data	No data	No data	No data	No data	No data	amnion associated transmembrane protein
MYRF	0.06909788056430519	0.11244490511666266	No data	No data	No data	0.024317231904464845	No data	No data	myelin regulatory factor
SHISA9	0.06718949449535046	0.11052161653812893	No data	No data	No data	No data	No data	No data	shisa family member 9
ITIH4	0.06601186425340776	0.10642719422805895	No data	No data	No data	0.043146199663824776	No data	No data	inter-alpha-trypsin inhibitor heavy chain 4
BSN	0.06560996614781106	0.10792341234491339	No data	No data	No data	No data	No data	No data	bassoon presynaptic cytomatrix protein
KLC1	0.06515293445419604	0.10717162991275075	No data	No data	No data	No data	No data	No data	kinesin light chain 1
TRIM27	0.06391323216466675	0.10513241378091519	No data	No data	No data	No data	No data	No data	tripartite motif containing 27
FCF1	0.06106583029303274	0.1004486539141333	No data	No data	No data	No data	No data	No data	FCF1 rRNA-processing protein
POU5F2	0.06007057471340291	0.09881153405848543	No data	No data	No data	No data	No data	No data	POU domain class 5, transcription factor 2
RBM14-RBM4	0.05979645537699259	0.09836062856482192	No data	No data	No data	No data	No data	No data	RBM14-RBM4 readthrough
RAB3B	0.05974684679874277	0.0982790262205342	No data	No data	No data	No data	No data	No data	RAB3B, member RAS oncogene family
STAB1	0.059313702450616027	0.09756653665785955	No data	No data	No data	No data	No data	No data	stabilin 1
PPP1R18	0.05858485066364342	0.09636763081226653	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 18
APEH	0.058479762865001894	0.09619476936314372	No data	No data	No data	No data	No data	No data	acylaminoacyl-peptide hydrolase
CD40	0.058436212120015554	0.09415580008564674	No data	No data	No data	0.039346632178752144	No data	No data	CD40 molecule
NT5DC2	0.05737696879653059	0.09438075685908265	No data	No data	No data	No data	No data	No data	5'-nucleotidase domain containing 2
IGSF6	0.05484240992005065	0.09021159996419022	No data	No data	No data	No data	No data	No data	immunoglobulin superfamily member 6
YLPM1	0.0534468602553114	0.08791602673410887	No data	No data	No data	No data	No data	No data	YLP motif containing 1
UBA7	0.05340340318482192	0.08784454315298382	No data	No data	No data	No data	No data	No data	ubiquitin like modifier activating enzyme 7
ZNF660	0.0528159204257881	0.0868781786237613	No data	No data	No data	No data	No data	No data	zinc finger protein 660
TRIM32	0.052604759045256085	0.08653083418692474	No data	No data	No data	No data	No data	No data	tripartite motif containing 32
MED19	0.05238010341795578	0.08616129273881434	No data	No data	No data	No data	No data	No data	mediator complex subunit 19
ZNF197	0.05228809682840839	0.08600994888535461	No data	No data	No data	No data	No data	No data	zinc finger protein 197
RBM14	0.05111415564377264	0.08407890477762424	No data	No data	No data	No data	No data	No data	RNA binding motif protein 14
H1-5	0.05024928160155311	0.08265625265074177	No data	No data	No data	No data	No data	No data	H1.5 linker histone, cluster member
TMX2	0.05009584713124476	0.08240386459783977	No data	No data	No data	No data	No data	No data	thioredoxin related transmembrane protein 2
BNC2	0.048355653247538	0.07954137779746141	No data	No data	No data	No data	No data	No data	basonuclin 2
ZSCAN9	0.04833403280004573	0.07950581380304426	No data	No data	No data	No data	No data	No data	zinc finger and SCAN domain containing 9
GMPPB	0.04796003474889996	0.07889061540774155	No data	No data	No data	No data	No data	No data	GDP-mannose pyrophosphorylase B
ABCF1	0.04750099018501956	0.07813552195683587	No data	No data	No data	No data	No data	No data	ATP binding cassette subfamily F member 1
IER3	0.04669009259445397	0.07680165699432473	No data	No data	No data	No data	No data	No data	immediate early response 3
BTN1A1	0.046181983285261394	0.07596585576301883	No data	No data	No data	No data	No data	No data	butyrophilin subfamily 1 member A1
ZNF35	0.04543876742477414	0.07474332210720284	No data	No data	No data	No data	No data	No data	zinc finger protein 35
H4C13	0.04496528375220161	0.07396447741890493	No data	No data	No data	No data	No data	No data	H4 clustered histone 13
PBRM1	0.04473669975417786	0.07358847409924783	No data	No data	No data	No data	No data	No data	polybromo 1
ZKSCAN8P1	0.043851243356259346	0.07213196556012265	No data	No data	No data	No data	No data	No data	ZKSCAN8 pseudogene 1
CTSF	0.042911871773941894	0.0705867706366084	No data	No data	No data	No data	No data	No data	cathepsin F
PPP1R3A	0.04132236787817569	0.06797215742403405	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 3A
ZKSCAN3	0.04037552800257596	0.06489485073113206	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger with KRAB and SCAN domains 3
RBM4	0.039653026553580946	0.06522621770334036	No data	No data	No data	No data	No data	No data	RNA binding motif protein 4
STIMATE	0.039568970633307096	0.06508795209711662	No data	No data	No data	No data	No data	No data	STIM activating enhancer
MST1	0.03906359425672514	0.06425664633243514	No data	No data	No data	No data	No data	No data	macrophage stimulating 1
CFAP58	0.03905025795862299	0.06423470913472358	No data	No data	No data	No data	No data	No data	cilia and flagella associated protein 58
PPP1R10	0.038156458888082785	0.06276447753262072	No data	No data	No data	No data	No data	No data	protein phosphatase 1 regulatory subunit 10
ZNF165	0.03814028777474373	0.06273787727910077	No data	No data	No data	No data	No data	No data	zinc finger protein 165
SELENOH	0.03724166488310021	0.061259710857570655	No data	No data	No data	No data	No data	No data	selenoprotein H
RAB27B	0.036620264388126766	0.060237554228206355	No data	No data	No data	No data	No data	No data	RAB27B, member RAS oncogene family
TRAIP	0.03619167722233813	0.05953256088443692	No data	No data	No data	No data	No data	No data	TRAF interacting protein
TRIM38	0.035675685777530546	0.05868379413855933	No data	No data	No data	No data	No data	No data	tripartite motif containing 38
NT5C2	0.03547087722238077	0.05834689961708681	No data	No data	No data	No data	No data	No data	5'-nucleotidase, cytosolic II
STIMATE-MUSTN1	0.034997632117309295	0.05756844735421295	No data	No data	No data	No data	No data	No data	STIMATE-MUSTN1 readthrough
TRIM39-RPP21	0.03434929927132758	0.056501989052496995	No data	No data	No data	No data	No data	No data	TRIM39-RPP21 readthrough
OR10C1	0.03429332302893463	0.05640991238421031	No data	No data	No data	No data	No data	No data	olfactory receptor family 10 subfamily C member 1
VPS41	0.034291208276043	0.05640643377628331	No data	No data	No data	No data	No data	No data	VPS41 subunit of HOPS complex
CACNA2D1	0.034223533683255675	0.05538321801347247	No data	No data	No data	0.01823792392834863	No data	No data	calcium voltage-gated channel auxiliary subunit alpha2delta 1
GPX6	0.0340623316236172	0.05602994906235702	No data	No data	No data	No data	No data	No data	glutathione peroxidase 6
RNF123	0.034011158445578185	0.05374202392887885	No data	No data	No data	0.044074982826842524	No data	No data	ring finger protein 123
ZKSCAN8	0.03396018473926513	0.05586192519392763	No data	No data	No data	No data	No data	No data	zinc finger with KRAB and SCAN domains 8
FADS1	0.0333447214313922	0.054849534786514643	No data	No data	No data	No data	No data	No data	fatty acid desaturase 1
OTOA	0.033199161447853044	0.054610099666413774	No data	No data	No data	No data	No data	No data	otoancorin
NEK4	0.03274972414027336	0.053870809422614005	No data	No data	No data	No data	No data	No data	NIMA related kinase 4
ZNF852	0.03271153743050603	0.05380799518468206	No data	No data	No data	No data	No data	No data	zinc finger protein 852
IP6K1	0.031958908441424905	0.05256997764709722	No data	No data	No data	No data	No data	No data	inositol hexakisphosphate kinase 1
H2BC15	0.031832547825772446	0.05236212402930242	No data	No data	No data	No data	No data	No data	H2B clustered histone 15
H4C1	0.031832163700735494	0.05236149217278443	No data	No data	No data	No data	No data	No data	H4 clustered histone 1
NTRK3	0.03173269517746218	0.05102845156788098	No data	No data	No data	0.023388448741447087	No data	No data	neurotrophic receptor tyrosine kinase 3
TRIM26	0.03172124966150203	0.05217904700029241	No data	No data	No data	No data	No data	No data	tripartite motif containing 26
OR11A1	0.03136752109957813	0.05159719037563448	No data	No data	No data	No data	No data	No data	olfactory receptor family 11 subfamily A member 1
ABT1	0.030997406988922668	0.05098838076751867	No data	No data	No data	No data	No data	No data	activator of basal transcription 1
KIAA0825	0.030803226275571045	0.05066896823879912	No data	No data	No data	No data	No data	No data	KIAA0825
H4C12	0.030615362285049408	0.05035994623948654	No data	No data	No data	No data	No data	No data	H4 clustered histone 12
ZBED9	0.030382756447406314	0.04997732729904639	No data	No data	No data	No data	No data	No data	zinc finger BED-type containing 9
TRMT61A	0.030217813028035632	0.04818618090481801	No data	No data	No data	0.030396539880581056	No data	No data	tRNA methyltransferase 61A
H3C11	0.030035560649962517	0.04940621657590516	No data	No data	No data	No data	No data	No data	H3 clustered histone 11
TMEM42	0.029749057755685072	0.04893494106987219	No data	No data	No data	No data	No data	No data	transmembrane protein 42
MUSTN1	0.029677949189703554	0.048817972878326565	No data	No data	No data	No data	No data	No data	musculoskeletal, embryonic nuclear protein 1
CDPF1	0.029647895880136336	0.048768537466129504	No data	No data	No data	No data	No data	No data	cysteine rich DPF motif domain containing 1
AMIGO3	0.029486575067347774	0.04850317697868201	No data	No data	No data	No data	No data	No data	adhesion molecule with Ig like domain 3
CYP17A1	0.029157555483504863	0.04674610315151472	No data	No data	No data	0.024317231904464845	No data	No data	cytochrome P450 family 17 subfamily A member 1
GNL1	0.029138026342055763	0.04792984079196248	No data	No data	No data	No data	No data	No data	G protein nucleolar 1 (putative)
HSPH1	0.02909854646089519	0.04421731459961344	No data	No data	No data	0.07295169571339452	No data	No data	heat shock protein family H (Hsp110) member 1
TRIM39	0.029039583631195177	0.0477679100076572	No data	No data	No data	No data	No data	No data	tripartite motif containing 39
AS3MT	0.028834304519050707	0.04743024145565926	No data	No data	No data	No data	No data	No data	arsenite methyltransferase
HFE	0.02881625897955559	0.047400557913443574	No data	No data	No data	No data	No data	No data	homeostatic iron regulator
MRPS15	0.028669247856987923	0.04715873577983029	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein S15
ZSCAN16	0.028502213356373627	0.04688397670976751	No data	No data	No data	No data	No data	No data	zinc finger and SCAN domain containing 16
OR14J1	0.02845638476123841	0.04680859215067745	No data	No data	No data	No data	No data	No data	olfactory receptor family 14 subfamily J member 1
OSCP1	0.027743980134450424	0.045636740634704236	No data	No data	No data	No data	No data	No data	organic solute carrier partner 1
SMIM4	0.027154886528487424	0.04466772638459983	No data	No data	No data	No data	No data	No data	small integral membrane protein 4
GINS2	0.02709566794035241	0.04457031630376881	No data	No data	No data	No data	No data	No data	GINS complex subunit 2
PKDREJ	0.02703728609770561	0.04447428260572922	No data	No data	No data	No data	No data	No data	polycystin family receptor for egg jelly
POM121L2	0.02701810221873169	0.04444272658150856	No data	No data	No data	No data	No data	No data	POM121 transmembrane nucleoporin like 2
HLA-E	0.026897341017148454	0.04424408357467674	No data	No data	No data	No data	No data	No data	major histocompatibility complex, class I, E
MRPS18B	0.026843759016473328	0.04415594525221367	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein S18B
CCS	0.026357558602309875	0.04335618248962031	No data	No data	No data	No data	No data	No data	copper chaperone for superoxide dismutase
ITIH1	0.02623787054970444	0.04255137393375783	No data	No data	No data	0.012158615952232422	No data	No data	inter-alpha-trypsin inhibitor heavy chain 1
TYR	0.02617528961736868	0.04199248495382109	No data	No data	No data	0.021277577916406734	No data	No data	tyrosinase
CLP1	0.025960640411790508	0.0427032822054453	No data	No data	No data	No data	No data	No data	cleavage factor polyribonucleotide kinase subunit 1
CDHR4	0.025928910857662368	0.042651089498227976	No data	No data	No data	No data	No data	No data	cadherin related family member 4
AIG1	0.02588171717301408	0.0425734594705444	No data	No data	No data	No data	No data	No data	androgen induced 1
H4C2	0.02569963089115767	0.04227394136326677	No data	No data	No data	No data	No data	No data	H4 clustered histone 2
H2AC4	0.02553887938196331	0.042009517337002755	No data	No data	No data	No data	No data	No data	H2A clustered histone 4
H2AC6	0.025277602763634523	0.04157973713939595	No data	No data	No data	No data	No data	No data	H2A clustered histone 6
GNL3	0.024823459580154035	0.04083270608707111	No data	No data	No data	No data	No data	No data	G protein nucleolar 3
SPTBN2	0.024256333322311804	0.03929189565896486	No data	No data	No data	0.012158615952232422	No data	No data	spectrin beta, non-erythrocytic 2
TRIM40	0.024167379179999466	0.03975350364703663	No data	No data	No data	No data	No data	No data	tripartite motif containing 40
ZFP57	0.02416230466797448	0.039745156460078965	No data	No data	No data	No data	No data	No data	ZFP57 zinc finger protein
SLC17A1	0.023867428811645906	0.03926010806725687	No data	No data	No data	No data	No data	No data	solute carrier family 17 member 1
STK40	0.023648931882020996	0.03890069720917348	No data	No data	No data	No data	No data	No data	serine/threonine kinase 40
LSM10	0.02329662176030974	0.038321173810958786	No data	No data	No data	No data	No data	No data	LSM10, U7 small nuclear RNA associated
MUC22	0.023279907502429167	0.03829368012591069	No data	No data	No data	No data	No data	No data	mucin 22
ZNF445	0.02322663114963291	0.03820604457099957	No data	No data	No data	No data	No data	No data	zinc finger protein 445
MAS1L	0.022993670268476568	0.037214910813328055	No data	No data	No data	0.012158615952232422	No data	No data	MAS1 proto-oncogene like, G protein-coupled receptor
CCDC87	0.022554215453663803	0.03709997180973985	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 87
C6orf136	0.022104502787634688	0.036360228622199585	No data	No data	No data	No data	No data	No data	chromosome 6 open reading frame 136
HLA-G	0.02207864387564846	0.03631769267552963	No data	No data	No data	No data	No data	No data	major histocompatibility complex, class I, G
PROX2	0.021129430982348284	0.03475630954273006	No data	No data	No data	No data	No data	No data	prospero homeobox 2
FANCL	0.021027858134313765	0.034589229920454684	No data	No data	No data	No data	No data	No data	FA complementation group L
ACTN3	0.020936724125097245	0.03443932139538151	No data	No data	No data	No data	No data	No data	actinin alpha 3
GLT8D1	0.020879252972696674	0.03290095006931783	No data	No data	No data	0.028876712886552	No data	No data	glycosyltransferase 8 domain containing 1
GABBR1	0.02081537641001672	0.034239713618382434	No data	No data	No data	No data	No data	No data	gamma-aminobutyric acid type B receptor subunit 1
DIS3L	0.020703125161313198	0.03405506883785064	No data	No data	No data	No data	No data	No data	DIS3 like exosome 3'-5' exoribonuclease
H2BC3	0.02069208466428319	0.034036908058575455	No data	No data	No data	No data	No data	No data	H2B clustered histone 3
ANKRD7	0.020459704161637882	0.03365465977709628	No data	No data	No data	No data	No data	No data	ankyrin repeat domain 7
LSM8	0.020124350613242692	0.03310302865442131	No data	No data	No data	No data	No data	No data	LSM8 homolog, U6 small nuclear RNA associated
EMC8	0.0201058492790253	0.033072595364497394	No data	No data	No data	No data	No data	No data	ER membrane protein complex subunit 8
NOX4	0.01990039332556553	0.03273463592196389	No data	No data	No data	No data	No data	No data	NADPH oxidase 4
H2BC10	0.01973395291080589	0.03246085407802123	No data	No data	No data	No data	No data	No data	H2B clustered histone 10
H3C8	0.01973068991318011	0.032455486694696355	No data	No data	No data	No data	No data	No data	H3 clustered histone 8
PAX5	0.019575287495195756	0.03128796532088228	No data	No data	No data	0.01823792392834863	No data	No data	paired box 5
DMRTA2	0.018870596782038857	0.03104069880350824	No data	No data	No data	No data	No data	No data	DMRT like family A2
DDR1	0.018700858949847257	0.030761492958273143	No data	No data	No data	No data	No data	No data	discoidin domain receptor tyrosine kinase 1
