symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
NOD2	0.5067409510522829	0.8095263955974228	No data	No data	No data	0.4804798094276299	No data	No data	nucleotide binding oligomerization domain containing 2
GATA3	0.49667739208457357	0.788512731903509	No data	No data	No data	0.5696772764132123	No data	No data	GATA binding protein 3
CD247	0.4950512658696286	0.8058107104108299	No data	No data	No data	0.17022062333125393	No data	No data	CD247 molecule
TNFSF4	0.4939419418489001	0.755759196935687	No data	0.1587374860430344	No data	0.7674038708067997	No data	No data	TNF superfamily member 4
TESPA1	0.49071333006822215	0.7883403118510393	No data	No data	No data	0.3769170945192051	No data	No data	thymocyte expressed, positive selection associated 1
PTPRC	0.4892858731745514	0.795643698228348	No data	No data	No data	0.18388820299585518	No data	No data	protein tyrosine phosphatase receptor type C
ADAMTSL3	0.4827173178789077	0.7934254028899729	No data	No data	No data	0.012158615952232422	No data	No data	ADAMTS like 3
TNFAIP8	0.48172007261598604	0.7908731139599753	No data	No data	No data	0.030396539880581056	No data	No data	TNF alpha induced protein 8
RORA	0.4736555050019465	0.7535906525695991	No data	No data	No data	0.5107337405388697	No data	No data	RAR related orphan receptor A
SERPINB7	0.47093071787641	0.7746452716765732	No data	No data	No data	No data	No data	No data	serpin family B member 7
PRKCQ	0.46844507706912475	0.7688087802478718	No data	No data	No data	0.03495602086266821	No data	No data	protein kinase C theta
IL6	0.468119905845225	0.7075579104443481	No data	0.15198269940290526	No data	0.9115364454855758	No data	No data	interleukin 6
ITGB8	0.46748486225598007	0.7689771008354713	No data	No data	No data	No data	No data	No data	integrin subunit beta 8
ZBTB10	0.4646096790580357	0.7620475243529081	No data	No data	No data	0.04400236887046114	No data	No data	zinc finger and BTB domain containing 10
TBL1XR1	0.46200193900863074	0.7599581084289506	No data	No data	No data	No data	No data	No data	TBL1X/Y related 1
AHI1	0.45895966109214886	0.7534339652719074	No data	No data	No data	0.030396539880581056	No data	No data	Abelson helper integration site 1
RUNX3	0.4546667789434526	0.7351839809839522	No data	No data	No data	0.2541669223847205	No data	No data	RUNX family transcription factor 3
BCL2L11	0.45450545506064893	0.7442917856622352	No data	No data	No data	0.0667035180712751	No data	No data	BCL2 like 11
ZNF217	0.45412140474189266	0.7463872971559653	No data	No data	No data	0.012158615952232422	No data	No data	zinc finger protein 217
ZDHHC12	0.4519343525574815	0.7433976931798765	No data	No data	No data	No data	No data	No data	zinc finger DHHC-type palmitoyltransferase 12
RAD51B	0.4515343174802902	0.7418277696573837	No data	No data	No data	0.01823792392834863	No data	No data	RAD51 paralog B
PLXNC1	0.449249443145529	0.7389812210707143	No data	No data	No data	No data	No data	No data	plexin C1
TNFRSF8	0.4487676427026315	0.7228353381801609	No data	No data	No data	0.30706715493177983	No data	No data	TNF receptor superfamily member 8
ZNF652	0.4463355408963888	0.7262089814138621	No data	No data	No data	0.15958183437305054	No data	No data	zinc finger protein 652
GJA1	0.4461220682898772	0.7223267760082188	No data	No data	No data	0.23020301792442902	No data	No data	gap junction protein alpha 1
MYC	0.44598202142262944	0.7241696569343499	No data	No data	No data	0.1887380701532149	No data	No data	MYC proto-oncogene, bHLH transcription factor
ABCB5	0.4428988093227984	0.7285349106556467	No data	No data	No data	No data	No data	No data	ATP binding cassette subfamily B member 5
ZBTB7C	0.44274242275293657	0.7282776666231413	No data	No data	No data	No data	No data	No data	zinc finger and BTB domain containing 7C
HLA-B	0.4427314943469805	0.7212554365491939	No data	No data	No data	0.14008507351954883	No data	No data	major histocompatibility complex, class I, B
IL7R	0.4425771589338441	0.7118682251625232	No data	No data	No data	0.3227519005441066	No data	No data	interleukin 7 receptor
ZBTB38	0.4404675491983061	0.722635888621443	No data	No data	No data	0.037995674850726316	No data	No data	zinc finger and BTB domain containing 38
NFATC2	0.43781434288765686	0.6952961806404092	No data	No data	No data	0.4975033761747376	No data	No data	nuclear factor of activated T cells 2
TLR1	0.4368783604912641	0.7117442334792174	No data	No data	No data	0.13774991999818256	No data	No data	toll like receptor 1
D2HGDH	0.4299560248843954	0.7037578544372749	No data	No data	No data	0.0697431720593332	No data	No data	D-2-hydroxyglutarate dehydrogenase
DYNC1I1	0.4291574765828535	0.7059314617204546	No data	No data	No data	No data	No data	No data	dynein cytoplasmic 1 intermediate chain 1
STEAP1B	0.4255862630113227	0.7000570865686099	No data	No data	No data	No data	No data	No data	STEAP family member 1B
HDAC7	0.4253568354532427	0.6996796956567145	No data	No data	No data	No data	No data	No data	histone deacetylase 7
IQCH	0.4226236791176721	0.695183861021739	No data	No data	No data	No data	No data	No data	IQ motif containing H
ZNF366	0.4217166591491899	0.692476020451202	No data	No data	No data	0.024317231904464845	No data	No data	zinc finger protein 366
NRROS	0.41790326525265586	0.6874191386494536	No data	No data	No data	No data	No data	No data	negative regulator of reactive oxygen species
TMEM232	0.41546481896336246	0.6813352045121666	No data	No data	No data	0.041457503003792494	No data	No data	transmembrane protein 232
SPPL3	0.41477705928955694	0.6822767672226714	No data	No data	No data	No data	No data	No data	signal peptide peptidase like 3
NPNT	0.41421546928125447	0.681352994302285	No data	No data	No data	No data	No data	No data	nephronectin
TNFSF15	0.4117320006057601	0.6455114914465551	No data	No data	No data	0.6351277092404292	No data	No data	TNF superfamily member 15
AP1S3	0.4117009392135017	0.6772167832768993	No data	No data	No data	No data	No data	No data	adaptor related protein complex 1 subunit sigma 3
PEX14	0.4112188159459432	0.6764237271108806	No data	No data	No data	No data	No data	No data	peroxisomal biogenesis factor 14
SPSB1	0.41055623926047263	0.6753338387747845	No data	No data	No data	No data	No data	No data	splA/ryanodine receptor domain and SOCS box containing 1
GADD45G	0.41001599417245777	0.6727733669340533	No data	No data	No data	0.03343619386863916	No data	No data	growth arrest and DNA damage inducible gamma
HLA-DQA1	0.4048156628533055	0.6470254539519581	No data	No data	No data	0.3773114506561781	No data	No data	major histocompatibility complex, class II, DQ alpha 1
STAT6	0.40091904585986377	0.6379584443572993	No data	No data	No data	0.43045886110941495	No data	No data	signal transducer and activator of transcription 6
CD28	0.40055135857299967	0.6410536040544711	No data	No data	No data	0.35645931382087453	No data	No data	CD28 molecule
RIN3	0.3994534873564948	0.657070654959131	No data	No data	No data	No data	No data	No data	Ras and Rab interactor 3
IRF1	0.3975957063095197	0.6437961489574002	No data	No data	No data	0.20437194493068067	No data	No data	interferon regulatory factor 1
NFKBIA	0.39756909212036073	0.6446796241222242	No data	No data	No data	0.18582687522882915	No data	No data	NFKB inhibitor alpha
TBX21	0.39612551095914467	0.638853988020922	No data	No data	No data	0.25484796936277077	No data	No data	T-box transcription factor 21
IRAG1	0.39345022727490664	0.6465878171734656	No data	No data	No data	0.012158615952232422	No data	No data	inositol 1,4,5-triphosphate receptor associated 1
GSAP	0.39285205490413133	0.6462117998422353	No data	No data	No data	No data	No data	No data	gamma-secretase activating protein
TLR6	0.3913832025604019	0.6154286886701418	No data	No data	No data	0.5673392120234618	No data	No data	toll like receptor 6
TFRC	0.3887850267845675	0.6071481636714808	No data	No data	No data	0.6474736747226408	No data	No data	transferrin receptor
UHRF2	0.3873533243725653	0.6371668056534742	No data	No data	No data	No data	No data	No data	ubiquitin like with PHD and ring finger domains 2
ITPKB	0.3870266321267904	0.63662942171593	No data	No data	No data	No data	No data	No data	inositol-trisphosphate 3-kinase B
DPP4	0.3855003793087463	0.6016958549050756	No data	No data	No data	0.648459936365649	No data	No data	dipeptidyl peptidase 4
PLCL1	0.3852988133872204	0.6337872910879735	No data	No data	No data	No data	No data	No data	phospholipase C like 1 (inactive)
CD200R1	0.384470720663205	0.6194759621429907	No data	No data	No data	0.2589835858725307	No data	No data	CD200 receptor 1
SPATA32	0.3836114229100273	0.6310116618817837	No data	No data	No data	No data	No data	No data	spermatogenesis associated 32
ATG5	0.3829529576885511	0.5878042272133246	No data	No data	No data	0.8424861875687473	No data	No data	autophagy related 5
GLIS3	0.38238810461936185	0.6289993961839913	No data	No data	No data	No data	No data	No data	GLIS family zinc finger 3
HHEX	0.38150407535944275	0.6254174773868675	No data	No data	No data	0.04255515583281348	No data	No data	hematopoietically expressed homeobox
LPP	0.3813758947835873	0.6254852650216393	No data	No data	No data	0.03698245685470695	No data	No data	LIM domain containing preferred translocation partner in lipoma
COL16A1	0.38008846333708945	0.6252166608935487	No data	No data	No data	No data	No data	No data	collagen type XVI alpha 1 chain
CRP	0.3793808394398057	0.594617721190098	No data	No data	No data	0.5886990424899262	No data	No data	C-reactive protein
ZPBP2	0.37923709919607235	0.6051935266718489	No data	No data	No data	0.37245409712893107	No data	No data	zona pellucida binding protein 2
DAW1	0.379059546104878	0.6235241701754377	No data	No data	No data	No data	No data	No data	dynein assembly factor with WD repeats 1
EEFSEC	0.37872928783063375	0.622980920391841	No data	No data	No data	No data	No data	No data	eukaryotic elongation factor, selenocysteine-tRNA specific
MECOM	0.3774406714366523	0.6208612442723813	No data	No data	No data	No data	No data	No data	MDS1 and EVI1 complex locus
ELAVL2	0.37672178477070506	0.6196787302941925	No data	No data	No data	No data	No data	No data	ELAV like RNA binding protein 2
IPCEF1	0.37601129184472337	0.6185100233808842	No data	No data	No data	No data	No data	No data	interaction protein for cytohesin exchange factors 1
ARHGAP15	0.372083156852583	0.608628928857722	No data	No data	No data	0.06839221473130737	No data	No data	Rho GTPase activating protein 15
TRAF1	0.37117798286829495	0.6067600296377292	No data	No data	No data	0.07599134970145263	No data	No data	TNF receptor associated factor 1
OTULIN	0.37096749576948007	0.6102133618281896	No data	No data	No data	No data	No data	No data	OTU deubiquitinase with linear linkage specificity
EMSY	0.37031422757918675	0.602244325595314	No data	No data	No data	0.13788919329046184	No data	No data	EMSY transcriptional repressor, BRCA2 interacting
ZFP36L1	0.36912079165348527	0.5941516007928508	No data	No data	No data	0.26048145980997933	No data	No data	ZFP36 ring finger protein like 1
ZC3H12D	0.36871052603116655	0.6065008179873768	No data	No data	No data	No data	No data	No data	zinc finger CCCH-type containing 12D
TLR10	0.36823543546660964	0.589299815827555	No data	No data	No data	0.32839028512451535	No data	No data	toll like receptor 10
LACC1	0.3678303041973718	0.6050529199087584	No data	No data	No data	No data	No data	No data	laccase domain containing 1
PLCL2	0.36718974885079425	0.6039992550029927	No data	No data	No data	No data	No data	No data	phospholipase C like 2
LBH	0.3661600899864923	0.6023055443564073	No data	No data	No data	No data	No data	No data	LBH regulator of WNT signaling pathway
COG6	0.366076525048691	0.602168086379069	No data	No data	No data	No data	No data	No data	component of oligomeric golgi complex 6
ETS1	0.36568538062049266	0.596019675823	No data	No data	No data	0.11010015344985065	No data	No data	ETS proto-oncogene 1, transcription factor
FASLG	0.3648657676917198	0.5899830087451633	No data	No data	No data	0.20386947436499556	No data	No data	Fas ligand
WDR36	0.3635729774434411	0.5959382306666773	No data	No data	No data	0.04223420007781591	No data	No data	WD repeat domain 36
KIF11	0.36143586902125224	0.5945345595933387	No data	No data	No data	No data	No data	No data	kinesin family member 11
ALOX15	0.360689708186113	0.5860429697612327	No data	No data	No data	0.14528423833217044	No data	No data	arachidonate 15-lipoxygenase
TGFBR1	0.3605422235755875	0.5905132607305771	No data	No data	No data	0.051026399238273984	No data	No data	transforming growth factor beta receptor 1
TRAF3	0.359497019130819	0.589306197529473	No data	No data	No data	0.04078202433977958	No data	No data	TNF receptor associated factor 3
IL6R	0.35740623940921923	0.5592065050740579	No data	No data	No data	0.5739923957952386	No data	No data	interleukin 6 receptor
SLC15A2	0.3554383367684778	0.5846690744487516	No data	No data	No data	No data	No data	No data	solute carrier family 15 member 2
CYLD	0.35530656073355	0.5820205896870119	No data	No data	No data	0.04863446380892969	No data	No data	CYLD lysine 63 deubiquitinase
IL2RB	0.3545588852169008	0.5771279961842147	No data	No data	No data	0.121888944833536	No data	No data	interleukin 2 receptor subunit beta
GSDMA	0.3543634799912104	0.569230054105163	No data	No data	No data	0.2734192512438543	No data	No data	gasdermin A
CD70	0.3541154628799839	0.5824930473520967	No data	No data	No data	No data	No data	No data	CD70 molecule
TPD52	0.3504789956287417	0.5746115511095048	No data	No data	No data	0.037995674850726316	No data	No data	tumor protein D52
GSDMB	0.35005181254390816	0.5426642535599489	No data	No data	No data	0.6628879510975539	No data	No data	gasdermin B
ID4	0.3471270826606012	0.5709976925405985	No data	No data	No data	No data	No data	No data	inhibitor of DNA binding 4
SMAD4	0.34623506251272823	0.5665751679761476	No data	No data	No data	0.05910438310112983	No data	No data	SMAD family member 4
RTEL1-TNFRSF6B	0.34432784815020107	0.5663931643255492	No data	No data	No data	No data	No data	No data	RTEL1-TNFRSF6B readthrough (NMD candidate)
BRCA2	0.34102981091030854	0.5592963338026914	No data	No data	No data	0.03343619386863916	No data	No data	BRCA2 DNA repair associated
RORC	0.33961664790540763	0.5485809278732908	No data	No data	No data	0.20125339571241618	No data	No data	RAR related orphan receptor C
LRRC32	0.3381776339633595	0.5490097303733181	No data	No data	No data	0.1453359723943278	No data	No data	leucine rich repeat containing 32
IRF4	0.33750206435979047	0.5474704982336095	No data	No data	No data	0.1538954011929864	No data	No data	interferon regulatory factor 4
RYBP	0.337274035900759	0.5547901787930603	No data	No data	No data	No data	No data	No data	RING1 and YY1 binding protein
ADAM19	0.33553316916926523	0.5460963599904023	No data	No data	No data	0.11660450437522898	No data	No data	ADAM metallopeptidase domain 19
SMAD7	0.33551050276971295	0.5420139312927728	No data	No data	No data	0.19750738820515018	No data	No data	SMAD family member 7
ID2	0.33519582038627965	0.5513716720770919	No data	No data	No data	No data	No data	No data	inhibitor of DNA binding 2
BATF3	0.3345705277529432	0.539007145801365	No data	No data	No data	0.22671934748595388	No data	No data	basic leucine zipper ATF-like transcription factor 3
KLHL1	0.333197232150214	0.5474762153901562	No data	No data	No data	0.012158615952232422	No data	No data	kelch like family member 1
TSPAN8	0.33258369882616656	0.5470749304571981	No data	No data	No data	No data	No data	No data	tetraspanin 8
TNFRSF14	0.3324866411950552	0.5158170898505621	No data	No data	No data	0.6219637634668979	No data	No data	TNF receptor superfamily member 14
SBNO2	0.33128603767045	0.544940376391481	No data	No data	No data	No data	No data	No data	strawberry notch homolog 2
IL18RAP	0.33066840596454	0.5420710745495647	No data	No data	No data	0.03706689168770857	No data	No data	interleukin 18 receptor accessory protein
UBAC2	0.3304255136274931	0.5420050526890475	No data	No data	No data	0.030396539880581056	No data	No data	UBA domain containing 2
POLI	0.32982652370426935	0.5425395867425362	No data	No data	No data	No data	No data	No data	DNA polymerase iota
OVOL1	0.3278974459203183	0.5358454677326292	No data	No data	No data	0.0704186507233461	No data	No data	ovo like transcriptional repressor 1
GLB1	0.3266788510514762	0.5340235198140216	No data	No data	No data	0.06676768854435633	No data	No data	galactosidase beta 1
NDFIP1	0.3261762741433336	0.5328084187305431	No data	No data	No data	0.0745356931805048	No data	No data	Nedd4 family interacting protein 1
MANBA	0.32595563473245404	0.5361722683125063	No data	No data	No data	No data	No data	No data	mannosidase beta
CCL20	0.3243798472545356	0.5212760138545741	No data	No data	No data	0.2460840742237455	No data	No data	C-C motif chemokine ligand 20
IL21R	0.32415775676576924	0.5292334606298819	No data	No data	No data	0.07962869891757074	No data	No data	interleukin 21 receptor
FBXL7	0.32362544658017495	0.5298780103584242	No data	No data	No data	0.04922550763994099	No data	No data	F-box and leucine rich repeat protein 7
ARRDC1	0.32267292696228556	0.5307724632967623	No data	No data	No data	No data	No data	No data	arrestin domain containing 1
EGR2	0.3203349632984665	0.5071816049011854	No data	No data	No data	0.39490171394854884	No data	No data	early growth response 2
PLAGL1	0.3140415093267237	0.5165744366965767	No data	No data	No data	No data	No data	No data	PLAG1 like zinc finger 1
PTGES	0.3123969070447633	0.5070384128326737	No data	No data	No data	0.1366155597966115	No data	No data	prostaglandin E synthase
CDHR3	0.31194611426277474	0.4944133488940889	No data	No data	No data	0.3742864406427661	No data	No data	cadherin related family member 3
HIVEP2	0.31148657485019016	0.5069763776579754	No data	No data	No data	0.10790771657606275	No data	No data	HIVEP zinc finger 2
SCAF8	0.3109943791103551	0.5115621388686991	No data	No data	No data	No data	No data	No data	SR-related CTD associated factor 8
PTTG1	0.3108474116657566	0.5113203885820284	No data	No data	No data	No data	No data	No data	PTTG1 regulator of sister chromatid separation, securin
MUC16	0.31029698763018304	0.5083758816219253	No data	No data	No data	0.04078202433977958	No data	No data	mucin 16, cell surface associated
DOCK3	0.30678825473261234	0.504035452853771	No data	No data	No data	0.012158615952232422	No data	No data	dedicator of cytokinesis 3
HRNR	0.3058153996954931	0.4849276175667257	No data	No data	No data	0.3623098684099258	No data	No data	hornerin
SESN1	0.30546651678124775	0.5024692250850502	No data	No data	No data	No data	No data	No data	sestrin 1
PRDM1	0.30541184075873523	0.49662184821949734	No data	No data	No data	0.11514877920479502	No data	No data	PR/SET domain 1
STARD6	0.30412449112386447	0.5002616947828256	No data	No data	No data	No data	No data	No data	StAR related lipid transfer domain containing 6
HLA-DQB1	0.30411774313336715	0.39938658951569495	No data	No data	No data	0.037995674850726316	0.013840770097474583	No data	major histocompatibility complex, class II, DQ beta 1
RUNX1	0.30351965269478054	0.49386725872769927	No data	No data	No data	0.10799045533082421	No data	No data	RUNX family transcription factor 1
CYBRD1	0.30344998200159173	0.4973283861014219	No data	No data	No data	0.03647584785669726	No data	No data	cytochrome b reductase 1
BLTP1	0.3029948986230171	0.48715688113657896	No data	No data	No data	0.22493439511629978	No data	No data	bridge-like lipid transfer protein family member 1
FOXO1	0.3023119961973223	0.48034299583283097	No data	No data	No data	0.3387456484838881	No data	No data	forkhead box O1
CDH17	0.3009370543088561	0.4937955698675519	No data	No data	No data	0.024460667730976153	No data	No data	cadherin 17
CAPSL	0.29945762889864264	0.49258506079165987	No data	No data	No data	No data	No data	No data	calcyphosine like
SLC25A46	0.29883202094017197	0.4915559832043284	No data	No data	No data	No data	No data	No data	solute carrier family 25 member 46
ITPR3	0.2984016268582552	0.4890326687111982	No data	No data	No data	0.03630697819069404	No data	No data	inositol 1,4,5-trisphosphate receptor type 3
POU2F1	0.2978440947618896	0.4862833348716832	No data	No data	No data	0.07295169571339452	No data	No data	POU class 2 homeobox 1
CLEC16A	0.2978129150206956	0.4882078216572313	No data	No data	No data	0.03343619386863916	No data	No data	C-type lectin domain containing 16A
ZNF365	0.29696665471314687	0.4869677704098866	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 365
TIPARP	0.29492522047663333	0.48117804291280897	No data	No data	No data	0.07903100368951074	No data	No data	TCDD inducible poly(ADP-ribose) polymerase
DOCK4	0.2948027468245245	0.48492813323936973	No data	No data	No data	No data	No data	No data	dedicator of cytokinesis 4
SLC7A10	0.29322667084743687	0.48233560793339814	No data	No data	No data	No data	No data	No data	solute carrier family 7 member 10
GPR18	0.2929289196939015	0.48123789909738945	No data	No data	No data	0.012158615952232422	No data	No data	G protein-coupled receptor 18
FADS2	0.29261541633106636	0.4731230749006632	No data	No data	No data	0.1641413153551377	No data	No data	fatty acid desaturase 2
NEK6	0.29155952727830736	0.4795932833535624	No data	No data	No data	No data	No data	No data	NIMA related kinase 6
MAP3K8	0.28969660045334955	0.4731599603475546	No data	No data	No data	0.06737899673528801	No data	No data	mitogen-activated protein kinase kinase kinase 8
IQGAP1	0.28965298167769277	0.47463336821763763	No data	No data	No data	0.03647584785669726	No data	No data	IQ motif containing GTPase activating protein 1
IKZF3	0.2882799255011864	0.46988242347503545	No data	No data	No data	0.08632327970996811	No data	No data	IKAROS family zinc finger 3
SLC7A5	0.28655616380135146	0.46414395213323995	No data	No data	No data	0.14438356443276001	No data	No data	solute carrier family 7 member 5
MUC5AC	0.2865370596366239	0.43355568128185074	No data	No data	No data	0.7555204834537762	No data	No data	mucin 5AC, oligomeric mucus/gel-forming
IL1B	0.28645739444980867	0.43170633180438744	No data	No data	No data	0.7898866093413175	No data	No data	interleukin 1 beta
PYHIN1	0.28491566571181765	0.4636857904808537	No data	No data	No data	0.09957690169698942	No data	No data	pyrin and HIN domain family member 1
ERBB4	0.2848892820901369	0.46416670802676246	No data	No data	No data	0.08909056969332303	No data	No data	erb-b2 receptor tyrosine kinase 4
NFKB1	0.2844360093582903	0.4433941260549205	No data	No data	No data	0.4896302246204979	No data	No data	nuclear factor kappa B subunit 1
PRDM11	0.28438696835880645	0.4677949685656297	No data	No data	No data	No data	No data	No data	PR/SET domain 11
COL15A1	0.2841387467011806	0.46495493959662904	No data	No data	No data	0.04863446380892969	No data	No data	collagen type XV alpha 1 chain
FOXP1	0.28359739064951794	0.4655842769925172	No data	No data	No data	0.01823792392834863	No data	No data	forkhead box P1
PTP4A1	0.283283755745492	0.46598026758708305	No data	No data	No data	No data	No data	No data	protein tyrosine phosphatase 4A1
AAGAB	0.28326711676035554	0.4659528977199833	No data	No data	No data	No data	No data	No data	alpha and gamma adaptin binding protein
B3GNTL1	0.282829871398954	0.46523366230187424	No data	No data	No data	No data	No data	No data	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1
SLC30A8	0.28271405852332676	0.46322781000596364	No data	No data	No data	0.03630697819069404	No data	No data	solute carrier family 30 member 8
MICB	0.2814233009388003	0.45808707972883295	No data	No data	No data	0.0966576194269277	No data	No data	MHC class I polypeptide-related sequence B
KCND3	0.2812690658674472	0.460842463326516	No data	No data	No data	0.03647584785669727	No data	No data	potassium voltage-gated channel subfamily D member 3
OLIG3	0.27965080876519705	0.4600043456654305	No data	No data	No data	No data	No data	No data	oligodendrocyte transcription factor 3
PRKCH	0.2779043177874344	0.4553077082306533	No data	No data	No data	0.03647584785669727	No data	No data	protein kinase C eta
PIGX	0.2742364206714729	0.4510980883825364	No data	No data	No data	No data	No data	No data	phosphatidylinositol glycan anchor biosynthesis class X
HIVEP1	0.2733963772941745	0.44971628081397974	No data	No data	No data	No data	No data	No data	HIVEP zinc finger 1
TM9SF2	0.27323853773404205	0.4445932003419163	No data	No data	No data	0.09726892761785938	No data	No data	transmembrane 9 superfamily member 2
IL21	0.27313745934519235	0.4434046815443036	No data	No data	No data	0.1177139780808702	No data	No data	interleukin 21
TRAP1	0.2720929185092635	0.44757219008846977	No data	No data	No data	No data	No data	No data	TNF receptor associated protein 1
ERBB3	0.27193032499168013	0.44537962190583846	No data	No data	No data	0.038502283848736	No data	No data	erb-b2 receptor tyrosine kinase 3
ADO	0.2718480986200737	0.44565809644995724	No data	No data	No data	0.030227670214577826	No data	No data	2-aminoethanethiol dioxygenase
TNFSF11	0.27171671317966084	0.43675165401202004	No data	No data	No data	0.20403413751381885	No data	No data	TNF superfamily member 11
IKZF1	0.27101240878155997	0.43986750835613925	No data	No data	No data	0.11854650553426611	No data	No data	IKAROS family zinc finger 1
GAL3ST2	0.2698086150650078	0.443814684376915	No data	No data	No data	No data	No data	No data	galactose-3-O-sulfotransferase 2
RASGEF1A	0.2695841231826316	0.43979782749110136	No data	No data	No data	0.07295169571339452	No data	No data	RasGEF domain family member 1A
HAUS8	0.26938544691767	0.4431186049070143	No data	No data	No data	No data	No data	No data	HAUS augmin like complex subunit 8
CADM3	0.2690218340964941	0.44252048942642935	No data	No data	No data	No data	No data	No data	cell adhesion molecule 3
THEMIS	0.2677803371635897	0.4404783212425145	No data	No data	No data	No data	No data	No data	thymocyte selection associated
MAP2K4	0.267037384653664	0.43317691280225906	No data	No data	No data	0.12158615952232422	No data	No data	mitogen-activated protein kinase kinase 4
EFHC1	0.2667235168600282	0.4387399320907995	No data	No data	No data	No data	No data	No data	EF-hand domain containing 1
EYA2	0.2647232249686447	0.43544960381784137	No data	No data	No data	No data	No data	No data	EYA transcriptional coactivator and phosphatase 2
UBASH3A	0.2634694628766874	0.4333872603786161	No data	No data	No data	No data	No data	No data	ubiquitin associated and SH3 domain containing A
IDE	0.2633715275800208	0.43322616425213045	No data	No data	No data	No data	No data	No data	insulin degrading enzyme
PHACTR2	0.26294473981544825	0.43252413078672736	No data	No data	No data	No data	No data	No data	phosphatase and actin regulator 2
PTCH1	0.2623620037564741	0.4272194652290588	No data	No data	No data	0.08692217979225016	No data	No data	patched 1
RTEL1	0.2617560581424107	0.430568839694867	No data	No data	No data	No data	No data	No data	regulator of telomere elongation helicase 1
KIF3A	0.26053389524114934	0.3941798288228839	No data	No data	No data	0.6875729140405613	No data	No data	kinesin family member 3A
APOE	0.25849121226330285	0.4095348081781186	No data	No data	No data	0.3132721591098066	No data	No data	apolipoprotein E
TNFAIP3	0.2584467475678082	0.4102290646817625	No data	No data	No data	0.2979242080820003	No data	No data	TNF alpha induced protein 3
KRT222	0.25809992604454174	0.4245547800153232	No data	No data	No data	No data	No data	No data	keratin 222
MAP4K4	0.25770448701563126	0.42390431283967744	No data	No data	No data	No data	No data	No data	mitogen-activated protein kinase kinase kinase kinase 4
ZPLD1	0.2565292404024799	0.42197112140116405	No data	No data	No data	No data	No data	No data	zona pellucida like domain containing 1
ADAD1	0.25643364200037216	0.4218138692887801	No data	No data	No data	No data	No data	No data	adenosine deaminase domain containing 1
CCDC54	0.25564461283349416	0.42051597622269776	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 54
SLC9A4	0.2552920039341667	0.4147685495782928	No data	No data	No data	0.10334823559397559	No data	No data	solute carrier family 9 member A4
CCDC122	0.2547027382428714	0.4189666640405824	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 122
TACR1	0.25470222940728343	0.41187725202646647	No data	No data	No data	0.1417715003642266	No data	No data	tachykinin receptor 1
