symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
IRS1	0.5570584969371392	0.6371133688239122	No data	No data	No data	0.7082777983957771	No data	0.6571862999535807	insulin receptor substrate 1
MT-TL1	0.5553787304003768	0.7295169571339454	No data	No data	No data	0.07468395576923828	No data	No data	mitochondrially encoded tRNA-Leu (UUA/G) 1
PDE8B	0.5539695297573998	0.3283510070015962	No data	0.8274613634158176	No data	0.07599134970145263	No data	No data	phosphodiesterase 8B
BLK	0.5504061545395966	0.631738904375885	No data	No data	No data	0.4930072807910921	No data	No data	BLK proto-oncogene, Src family tyrosine kinase
FOXP3	0.5468408426144705	0.7120517807972274	No data	No data	No data	0.42511215523149964	No data	No data	forkhead box P3
GATA4	0.5430934877156384	0.7108737460071889	No data	No data	No data	0.21399147045775496	No data	No data	GATA binding protein 4
SCN7A	0.5429094911917942	0.07713232404263626	No data	0.8732214242669922	No data	0.024317231904464845	No data	No data	sodium voltage-gated channel alpha subunit 7
PDE2A	0.5402860079531363	0.2393983555209776	No data	0.8274613634158176	No data	0.06383273374922022	No data	No data	phosphodiesterase 2A
PDE7B	0.5369660428987544	0.22060865846915792	No data	0.8274613634158176	No data	0.029467756717563298	No data	No data	phosphodiesterase 7B
JAZF1	0.5348456856060021	0.847748115722818	No data	No data	No data	0.6406484921437139	No data	No data	JAZF zinc finger 1
PAM	0.5343053591273049	0.6867902180748603	No data	No data	No data	No data	No data	0.9181787268436656	peptidylglycine alpha-amidating monooxygenase
BCL2	0.5329688352592808	0.856667382951827	No data	No data	No data	0.4005176214577732	No data	No data	BCL2 apoptosis regulator
PTPN22	0.5291520988940125	0.6360779918917536	No data	No data	No data	0.37137601786967617	No data	No data	protein tyrosine phosphatase non-receptor type 22
BACH2	0.5286787018899263	0.8536012913815137	No data	No data	No data	0.3207005802749437	No data	No data	BTB domain and CNC homolog 2
KCNJ8	0.5279738647983965	0.041943432845264424	No data	0.8433013380869203	No data	0.41030394771978407	No data	No data	potassium inwardly rectifying channel subfamily J member 8
RASGRP1	0.5265625677030406	0.8605581788716679	No data	No data	No data	0.11194522941597469	No data	No data	RAS guanyl releasing protein 1
IGF2BP2	0.5260337069967562	0.823127112652184	No data	No data	No data	0.6745210816854711	No data	0.3794552055992336	insulin like growth factor 2 mRNA binding protein 2
CCND2	0.5254435460458441	0.8331504186093036	No data	No data	No data	0.19183096229978677	No data	0.5380281160906288	cyclin D2
ADCY5	0.5250262478803771	0.8401876781399455	No data	No data	No data	0.46881265503538216	No data	No data	adenylate cyclase 5
HTR3B	0.5226161933994226	0.3871134045490931	No data	0.7599134970145264	No data	0.13374477547455663	No data	No data	5-hydroxytryptamine receptor 3B
LIPC	0.5207056401537579	0.6269703855030192	No data	No data	No data	0.2515904970236661	No data	No data	lipase C, hepatic type
PDE3B	0.5196175654018961	0.04748564974888984	No data	0.8274613634158176	No data	0.10824974283935163	No data	0.4128154081181713	phosphodiesterase 3B
IGF1R	0.5192865814672366	0.7312670902777051	No data	0.42555155832813474	No data	0.7439407025865096	No data	No data	insulin like growth factor 1 receptor
DGKB	0.5182344426300751	0.8470303932853585	No data	No data	No data	0.10851827384897218	No data	No data	diacylglycerol kinase beta
TLE1	0.5181361454775748	0.8480355170212392	No data	No data	No data	0.0851819720942488	No data	No data	TLE family member 1, transcriptional corepressor
PDE4D	0.5175492368436221	0.049418694043596466	No data	0.8374922215764093	No data	0.0667035180712751	No data	No data	phosphodiesterase 4D
CMIP	0.5175471325481426	0.8457328723152878	No data	No data	No data	0.11185723534652887	No data	No data	c-Maf inducing protein
CERKL	0.5168211724527497	0.8362586040485976	No data	No data	No data	No data	No data	0.2774596160299439	ceramide kinase like
CDKN2B	0.5150774485860662	0.8343433197973601	No data	No data	No data	0.2583994339680437	No data	No data	cyclin dependent kinase inhibitor 2B
ETS1	0.5145683761598502	0.8415628397797016	No data	No data	No data	0.09726132460767317	No data	No data	ETS proto-oncogene 1, transcription factor
LAMA1	0.514499485436108	0.8237206954737061	No data	No data	No data	0.33495298251740285	No data	0.26299086304678726	laminin subunit alpha 1
TFAP2B	0.5138756501562545	0.8241255698148497	No data	No data	No data	0.16808751540516484	No data	0.34851152800080215	transcription factor AP-2 beta
CD226	0.5126710335831941	0.8096047924575493	No data	No data	No data	0.6740025817008749	No data	No data	CD226 molecule
KSR2	0.5100573150672949	0.6602684128497114	No data	No data	No data	0.030396539880581056	No data	0.5980536108470923	kinase suppressor of ras 2
RREB1	0.5083633518255664	0.8178344603994783	No data	No data	No data	0.1916720849226749	No data	0.2825054416501203	ras responsive element binding protein 1
NFATC2	0.5080145521220788	0.8282494351267399	No data	No data	No data	0.14791855986798394	No data	No data	nuclear factor of activated T cells 2
ANKH	0.5038961259941802	0.8269710811220797	No data	No data	No data	0.037995674850726316	No data	No data	ANKH inorganic pyrophosphate transport regulator
HMGA2	0.502490635022243	0.8211027497977913	No data	No data	No data	0.10912378282554244	No data	No data	high mobility group AT-hook 2
SH2B3	0.5017802192861957	0.6579301338040915	No data	No data	No data	0.13399612840018776	No data	No data	SH2B adaptor protein 3
HIVEP2	0.5008525131215517	0.8223445258060789	No data	No data	No data	0.030396539880581056	No data	No data	HIVEP zinc finger 2
PROX1	0.5005240769157506	0.8082458793473064	No data	No data	No data	0.3015644166687759	No data	No data	prospero homeobox 1
NUS1	0.4988545949863309	0.7987400140412967	No data	No data	No data	0.43675830268988536	No data	No data	NUS1 dehydrodolichyl diphosphate synthase subunit
LRFN2	0.49637959029548506	0.7943707497480149	No data	No data	No data	No data	No data	0.442719692922353	leucine rich repeat and fibronectin type III domain containing 2
WSCD2	0.4963652382686394	0.8139754118596174	No data	No data	No data	0.05015429080295874	No data	No data	WSC domain containing 2
ARL15	0.4927971940773467	0.8058946627190157	No data	No data	No data	0.09438603837471599	No data	No data	ADP ribosylation factor like GTPase 15
HHEX	0.4926729481853933	0.7981883374956391	No data	No data	No data	0.24442504168450127	No data	No data	hematopoietically expressed homeobox
PNPLA3	0.4885491331930355	0.7744533801232625	No data	No data	No data	0.4287115314260111	No data	0.34817716606211563	patatin like phospholipase domain containing 3
UBE2E2	0.4884896791921512	0.790856303174056	No data	No data	No data	0.2534425312103013	No data	No data	ubiquitin conjugating enzyme E2 E2
LRMDA	0.4869055545154578	0.8003147341312992	No data	No data	No data	0.012158615952232422	No data	No data	leucine rich melanocyte differentiation associated
SLC1A2	0.48390580361046304	0.7873246975607885	No data	No data	No data	0.17327209819593226	No data	No data	solute carrier family 1 member 2
FBXW7	0.48314256135591166	0.7869756168746785	No data	No data	No data	0.15514420085042546	No data	No data	F-box and WD repeat domain containing 7
NOS2	0.48199730999262574	0.6282457863754711	No data	0.607930797611621	No data	0.5679220323917888	No data	No data	nitric oxide synthase 2
GP2	0.48086300664255294	0.7721217985406964	No data	No data	No data	0.37722667933376725	No data	No data	glycoprotein 2
CCND1	0.48080942488757794	0.7833279337145218	No data	No data	No data	0.15134121749115595	No data	No data	cyclin D1
UBE3C	0.47855723013271767	0.7852905214909317	No data	No data	No data	0.037995674850726316	No data	No data	ubiquitin protein ligase E3C
IFIH1	0.4781024415329132	0.7680589434943055	No data	No data	No data	0.3676653805198641	No data	No data	interferon induced with helicase C domain 1
ACSL1	0.47741526335517837	0.7763338845985304	No data	No data	No data	0.17955943997930096	No data	No data	acyl-CoA synthetase long chain family member 1
ANKRD55	0.4762555982119979	0.7809316265789622	No data	No data	No data	0.049453378299453905	No data	No data	ankyrin repeat domain 55
ST6GAL1	0.4756000904506163	0.7784206903909833	No data	No data	No data	0.078106892204328	No data	No data	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
PAX6	0.47429063438634345	0.7599134970145264	No data	No data	No data	0.2895026774145301	No data	0.260255174457535	paired box 6
MNX1	0.4741297876599952	0.7599134970145264	No data	No data	No data	0.16601838969642066	No data	0.32609407983887356	motor neuron and pancreas homeobox 1
RNF6	0.47412900833153176	0.7759715534012587	No data	No data	No data	0.07869326435750429	No data	No data	ring finger protein 6
FTO	0.47407976767170884	0.7265557496731936	No data	No data	No data	0.8976954381286325	No data	0.3773114051893226	FTO alpha-ketoglutarate dependent dioxygenase
UBASH3A	0.47246308389882163	0.7665222166561136	No data	No data	No data	0.21287361540042987	No data	No data	ubiquitin associated and SH3 domain containing A
CTSH	0.4719300224974655	0.7705389990392143	No data	No data	No data	0.11500105717391446	No data	No data	cathepsin H
LNX1	0.47108369865667404	0.7748969134438023	No data	No data	No data	No data	No data	No data	ligand of numb-protein X 1
SLC12A8	0.47018421286201934	0.7703776736242837	No data	No data	No data	0.06079307976116211	No data	No data	solute carrier family 12 member 8
C2CD4A	0.4697914772331661	0.7710994976310807	No data	No data	No data	0.03343619386863916	No data	No data	C2 calcium dependent domain containing 4A
LIPF	0.4691248402677433	0.04704497248671292	No data	0.7599134970145264	No data	No data	No data	No data	lipase F, gastric type
PLEKHA1	0.4689695901319937	0.751979652400116	No data	No data	No data	0.050387330942043194	No data	0.366399891720524	pleckstrin homology domain containing A1
HTR3D	0.4677752344556329	0.03816497616204882	No data	0.7599134970145264	No data	No data	No data	No data	5-hydroxytryptamine receptor 3D
GPSM1	0.4641500514318465	0.759814453275081	No data	No data	No data	0.07354273954440584	No data	No data	G protein signaling modulator 1
EYA2	0.46413658128644075	0.7593743434853605	No data	No data	No data	0.08190178801156561	No data	No data	EYA transcriptional coactivator and phosphatase 2
MT-TE	0.46271397806524667	0.7599134970145264	No data	No data	No data	0.024317231904464845	No data	No data	mitochondrially encoded tRNA-Glu (GAA/G)
TSPAN8	0.4620452859029824	0.752107594727282	No data	No data	No data	0.15843632102825975	No data	No data	tetraspanin 8
KLHL42	0.46200323431189655	0.7566166197176025	No data	No data	No data	0.06687238773727831	No data	No data	kelch like family member 42
ETV1	0.46168550175715867	0.7573858267364018	No data	No data	No data	0.04103532883878443	No data	No data	ETS variant transcription factor 1
ZBTB20	0.46153313151864256	0.5983159272641287	No data	No data	No data	0.06383273374922022	No data	0.47223618542552476	zinc finger and BTB domain containing 20
ITGA1	0.46131270701626864	0.7443450719692357	No data	No data	No data	0.2895860433560442	No data	No data	integrin subunit alpha 1
SLC22A3	0.46119435351911175	0.7478852709989017	No data	No data	No data	0.21488841244522747	No data	No data	solute carrier family 22 member 3
WT1	0.46078229434712376	0.7343291326407347	No data	No data	No data	0.06266984089032206	No data	0.44460179601085875	WT1 transcription factor
NRXN3	0.4607745695033068	0.7561153863978315	No data	No data	No data	0.03647584785669727	No data	No data	neurexin 3
ZMIZ1	0.4598753991704471	0.7413884097442833	No data	No data	No data	0.3014340425124221	No data	No data	zinc finger MIZ-type containing 1
ITPR3	0.45852819160003505	0.7454999948397693	No data	No data	No data	0.1748812574891359	No data	No data	inositol 1,4,5-trisphosphate receptor type 3
PARP8	0.4583869518713749	0.7534037982877393	No data	No data	No data	0.012158615952232422	No data	No data	poly(ADP-ribose) polymerase family member 8
CLEC16A	0.4566622668647399	0.5985972311424123	No data	No data	No data	0.13176964269463734	No data	No data	C-type lectin domain containing 16A
INS-IGF2	0.4558843261276234	0.7498950997690149	No data	No data	No data	No data	No data	No data	INS-IGF2 readthrough
SLC16A11	0.4552227025165664	0.5947487758324038	No data	No data	No data	0.2416864219854482	No data	No data	solute carrier family 16 member 11
SPHKAP	0.45401217715345477	0.7179898316406388	No data	No data	No data	0.01823792392834863	No data	0.5684087605107914	SPHK1 interactor, AKAP domain containing
LMNA	0.4537645185524693	0.7037600079372115	No data	No data	No data	0.15910211116423706	0.022229217670487227	0.7766940328608349	lamin A/C
BAK1	0.4526081031909178	0.7237061540762917	No data	No data	No data	0.415996154712243	No data	No data	BCL2 antagonist/killer 1
RICTOR	0.45222475903945974	0.7404082422437205	No data	No data	No data	0.06934295095090555	No data	No data	RPTOR independent companion of MTOR complex 2
ADAMTS9	0.45094738825301384	0.729201694486766	No data	No data	No data	0.25145034711044506	No data	No data	ADAM metallopeptidase with thrombospondin type 1 motif 9
RGS17	0.4503806383575734	0.7408419512993661	No data	No data	No data	No data	No data	No data	regulator of G protein signaling 17
AIRE	0.4499680835990175	0.7256285098229963	No data	No data	No data	0.2906964045021571	No data	No data	autoimmune regulator
ZNF236	0.4497387576838548	0.7380383052879561	No data	No data	No data	0.03495602086266821	No data	No data	zinc finger protein 236
LMCD1	0.44966622575578136	0.739666796816983	No data	No data	No data	No data	No data	No data	LIM and cysteine rich domains 1
CASR	0.4495793603971493	0.7156298116175389	No data	No data	No data	0.33174891143645713	No data	0.3287993718882452	calcium sensing receptor
PGM1	0.44821336068773077	0.7318279072302877	No data	No data	No data	0.10898073740606311	No data	No data	phosphoglucomutase 1
NOTCH2	0.4479318212112652	0.7249713876000221	No data	No data	No data	0.236848908798972	No data	No data	notch receptor 2
KLF14	0.4474106974506617	0.7291203051362447	No data	No data	No data	0.13672637776153515	No data	No data	KLF transcription factor 14
STAT4	0.44735889774050075	0.697773709423381	No data	No data	No data	0.2945132716426001	No data	0.6310593728240559	signal transducer and activator of transcription 4
PTPN2	0.446050067313341	0.7172287509734004	No data	No data	No data	0.32979479583790366	No data	No data	protein tyrosine phosphatase non-receptor type 2
RTL1	0.4452546753194242	0.7293704773438257	No data	No data	No data	0.06079307976116211	No data	No data	retrotransposon Gag like 1
GIGYF1	0.44421249870749485	0.5750388189610823	No data	No data	No data	0.535378780782437	No data	No data	GRB10 interacting GYF protein 1
AFF3	0.44391378956771305	0.7279749040899158	No data	No data	No data	0.04459143996034413	No data	No data	ALF transcription elongation factor 3
SIRPG	0.4434721575283879	0.7219398736996097	No data	No data	No data	0.14184938407182793	0.02005569065397326	No data	signal regulatory protein gamma
LEPR	0.4429307676407119	0.5606866484840018	No data	0.06079307976116211	No data	0.5487418090396564	No data	0.8297177964064041	leptin receptor
TCF4	0.4427604232502889	0.7262691880754594	No data	No data	No data	0.040761759979859195	No data	No data	transcription factor 4
BDNF	0.44249789219602215	0.6720173363928756	No data	No data	No data	0.9017382651151044	No data	0.48470322493574547	brain derived neurotrophic factor
BCL2L11	0.4423803285920299	0.7100646580630232	No data	No data	No data	0.22923075283020045	No data	0.2504674886159879	BCL2 like 11
STEAP2	0.44200759439248993	0.7270689297680033	No data	No data	No data	No data	No data	No data	STEAP2 metalloreductase
LPL	0.44136803928564544	0.7014319974749731	No data	No data	No data	0.3186821308022264	No data	0.3500617515347117	lipoprotein lipase
NKX6-3	0.44039676805913586	0.7244192427646757	No data	No data	No data	No data	No data	No data	NK6 homeobox 3
NOS1	0.4402280696687399	0.4041296312275369	No data	0.607930797611621	No data	0.6830343586692467	No data	No data	nitric oxide synthase 1
AUTS2	0.4399487866072543	0.7236823472929517	No data	No data	No data	No data	No data	No data	activator of transcription and developmental regulator AUTS2
QSER1	0.43963792206255936	0.7231709987218377	No data	No data	No data	No data	No data	No data	glutamine and serine rich 1
PPIP5K2	0.4390031037627839	0.7209839790783883	No data	No data	No data	0.012158615952232422	0.017452005568724033	No data	diphosphoinositol pentakisphosphate kinase 2
BEND7	0.43803359378573714	0.7205320005280874	No data	No data	No data	No data	No data	No data	BEN domain containing 7
NKX6-1	0.4365454403849122	0.7001346066450189	No data	No data	No data	0.1383042564566438	No data	0.2975213323511274	NK6 homeobox 1
TET2	0.4361967548262737	0.7028071383349298	No data	No data	No data	0.2940680316343954	No data	No data	tet methylcytosine dioxygenase 2
NKX2-2	0.436076450883618	0.5682246187721868	No data	No data	No data	0.08560807297769357	No data	0.26827986098600837	NK2 homeobox 2
MYC	0.4354709099505482	0.705620319414256	No data	No data	No data	0.21392521594956126	No data	No data	MYC proto-oncogene, bHLH transcription factor
KL	0.43405283947871054	0.6678653638498665	No data	No data	No data	0.7774817888529088	No data	0.3260028902192318	klotho
SSPN	0.4337186944091858	0.7134343186973539	No data	No data	No data	No data	No data	No data	sarcospan
MLKL	0.4332704220785365	0.6991204172533643	No data	No data	No data	0.2715305499756015	No data	No data	mixed lineage kinase domain like pseudokinase
FLI1	0.43306751010706246	0.7123631699668048	No data	No data	No data	No data	No data	No data	Fli-1 proto-oncogene, ETS transcription factor
CENPW	0.43193823491325367	0.7060436392723873	No data	No data	No data	0.08923917499940588	No data	No data	centromere protein W
PURG	0.4308697914974531	0.7087480897335883	No data	No data	No data	No data	No data	No data	purine rich element binding protein G
TNS1	0.4286053911632747	0.6891323873431624	No data	No data	No data	0.0697431720593332	No data	0.2868217503131628	tensin 1
APOE	0.4274310912542622	0.6541921156687437	No data	No data	No data	0.7606532032458714	No data	0.48901109011548777	apolipoprotein E
TRIM66	0.4270343919564376	0.7024391487224014	No data	No data	No data	No data	No data	No data	tripartite motif containing 66
UNC5C	0.42583199599452204	0.7004612986667053	No data	No data	No data	No data	No data	No data	unc-5 netrin receptor C
PPP1R3A	0.42523045367466955	0.54734608876442	No data	No data	No data	0.2295312044414185	No data	0.5589025297415718	protein phosphatase 1 regulatory subunit 3A
LRRC74A	0.42484569568357544	0.69883890954804	No data	No data	No data	No data	No data	No data	leucine rich repeat containing 74A
BEND3	0.4239042908850627	0.6972903701382729	No data	No data	No data	No data	No data	No data	BEN domain containing 3
BCL11A	0.4238356761143978	0.6812263728091003	No data	No data	No data	0.10746878160806722	No data	0.27125872189430533	BCL11 transcription factor A
RNLS	0.4233260376991476	0.6842925288107761	No data	No data	No data	0.24093317490449045	No data	No data	renalase, FAD dependent amine oxidase
KIF11	0.42236530441932035	0.679170195549724	No data	No data	No data	0.31177317424837075	No data	No data	kinesin family member 11
