symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
BACH2	0.46996146902041097	0.7550431182773449	No data	No data	No data	0.23312127598095198	No data	0.2565467965921041	BTB domain and CNC homolog 2
IRF8	0.46348444081089013	0.7404029032354095	No data	No data	No data	0.0756399974065745	0.025878332152501935	0.39978880208268225	interferon regulatory factor 8
CD226	0.46060764617716055	0.7287480104490636	No data	No data	No data	0.578331842901961	No data	No data	CD226 molecule
GPR65	0.4471411790860717	0.7046092253335744	No data	No data	No data	0.6036060454652783	0.032569162789411146	No data	G protein-coupled receptor 65
JAZF1	0.4469265871584935	0.7317807951628112	No data	No data	No data	0.06759008381779204	No data	No data	JAZF zinc finger 1
BLK	0.4445134030489126	0.6935756404331701	No data	No data	No data	0.7523030860164961	No data	No data	BLK proto-oncogene, Src family tyrosine kinase
MICA	0.44326156804969974	0.5725048365663612	No data	No data	No data	0.6075258978623613	No data	No data	MHC class I polypeptide-related sequence A
UBASH3A	0.4417196063044643	0.6904539680870967	No data	No data	No data	0.7228248628786643	No data	No data	ubiquitin associated and SH3 domain containing A
TRAF1	0.44046174773386376	0.6799999652857138	No data	No data	No data	0.8905232821956215	No data	No data	TNF receptor associated factor 1
B3GNT2	0.4373386896388193	0.7145288415546086	No data	No data	No data	0.09720188836052411	No data	No data	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
TNFSF4	0.43607279828611245	0.6835022903164208	No data	No data	No data	0.6760870100813637	No data	No data	TNF superfamily member 4
GATA3	0.43501937670485047	0.7051354120978487	No data	No data	No data	0.20876860422064789	No data	No data	GATA binding protein 3
SLC22A4	0.43349331807688996	0.5205025659581516	No data	No data	No data	0.3681412685413617	No data	No data	solute carrier family 22 member 4
ETS1	0.43348769493309547	0.6791292789185844	No data	No data	No data	0.6785012636221517	No data	No data	ETS proto-oncogene 1, transcription factor
EOMES	0.4292548861041425	0.7049602662241462	No data	No data	No data	0.02262853524443256	No data	No data	eomesodermin
TNFSF15	0.4290218656275146	0.6759101251350672	No data	No data	No data	0.47794570504797074	No data	0.2655441723967561	TNF superfamily member 15
HLA-DRB1	0.42797872061834885	0.545082770391676	No data	No data	No data	0.9839593867280475	0.06186164210671218	No data	major histocompatibility complex, class II, DR beta 1
NKX2-3	0.4253364983678814	0.6917262553600017	No data	No data	No data	0.15839974671102794	No data	No data	NK2 homeobox 3
RAD51B	0.42412431226086644	0.6804951305286365	No data	No data	No data	0.34314316131855943	No data	No data	RAD51 paralog B
TLR1	0.4232865601631124	0.6839221473130737	No data	No data	No data	0.24704205387601344	No data	No data	toll like receptor 1
TAGAP	0.42245906723331694	0.6839823976076884	No data	No data	No data	0.21861378727554515	No data	No data	T cell activation RhoGTPase activating protein
PRKCQ	0.4211484677713779	0.6887176488613854	No data	No data	No data	0.08079203026145612	No data	No data	protein kinase C theta
C1orf141	0.4204528258850265	0.6916129722936564	No data	No data	No data	No data	No data	No data	chromosome 1 open reading frame 141
RTKN2	0.4192978152199901	0.6824178978818743	No data	No data	No data	0.14590339142678907	No data	No data	rhotekin 2
NFKBIL1	0.4184415873304932	0.547137717850459	No data	No data	No data	0.19721206250807427	No data	No data	NFKB inhibitor like 1
LBH	0.41737542961709717	0.6865508891091566	No data	No data	No data	No data	No data	No data	LBH regulator of WNT signaling pathway
CUL5	0.4149376285600252	0.6674513736046844	No data	No data	No data	0.030396539880581056	No data	0.2882807842274307	cullin 5
SYNGR1	0.41429438019501863	0.668737358721883	No data	No data	No data	0.25490876083187275	No data	No data	synaptogyrin 1
SMAD3	0.4119887479611741	0.6503016644059165	No data	No data	No data	0.5355547834870911	0.027486145455222717	No data	SMAD family member 3
COG6	0.4103485401401119	0.6585715658570227	No data	No data	No data	0.11204502339314183	No data	0.27861468454540594	component of oligomeric golgi complex 6
IL12RB2	0.4102440987671377	0.6725490943573009	No data	No data	No data	0.04542594015486835	No data	No data	interleukin 12 receptor subunit beta 2
DPP4	0.40937383532393623	0.6226770967345704	No data	No data	No data	0.8624014528673782	No data	0.3416267117178505	dipeptidyl peptidase 4
LTA	0.4069554091299778	0.607930797611621	No data	0.17465293511588148	No data	0.5818769148679103	No data	0.3908893706843122	lymphotoxin alpha
CSF2	0.40686608596622387	0.11750323586852232	No data	0.609843754920734	No data	0.9272829358658872	No data	No data	colony stimulating factor 2
SH2B3	0.39857336540785765	0.6300373497453859	No data	No data	No data	0.1823964133974243	No data	0.43064635615145214	SH2B adaptor protein 3
IKZF1	0.39449054218874174	0.615572030984783	No data	No data	No data	0.4666178370325761	No data	0.4501828878113656	IKAROS family zinc finger 1
SWAP70	0.39301602817327014	0.6454176445231493	No data	No data	No data	0.021277577916406734	No data	No data	switching B cell complex subunit SWAP70
POU3F1	0.3928551243859579	0.6462168489067647	No data	No data	No data	No data	No data	No data	POU class 3 homeobox 1
TPD52	0.3913807550138372	0.640685886208187	No data	No data	No data	0.030396539880581056	0.04860516741731447	No data	tumor protein D52
PLCL2	0.38965323075762576	0.6389118890188801	No data	No data	No data	0.040761759979859195	No data	No data	phospholipase C like 2
FCGR2A	0.3867492984186214	0.5879267084247057	No data	No data	No data	0.7466952601689076	No data	0.4910290826242264	Fc gamma receptor IIa
CD83	0.3866869837334912	0.6272601355017783	No data	No data	No data	0.1762118079546117	No data	No data	CD83 molecule
RUNX3	0.3854286205882741	0.624050717827362	No data	No data	No data	0.1881991141016173	0.024306324507025343	No data	RUNX family transcription factor 3
ACOXL	0.38287326934308713	0.6282776283204279	No data	No data	No data	0.030396539880581056	No data	No data	acyl-CoA oxidase like
MICB	0.38042409023639623	0.49359983838308397	No data	No data	No data	0.27334682307645514	0.011194884991305625	No data	MHC class I polypeptide-related sequence B
INAVA	0.3775778672359557	0.6210869209445329	No data	No data	No data	No data	No data	No data	innate immunity activator
NAB1	0.37577105635680613	0.6116555895204627	No data	No data	No data	0.1291852944924695	No data	No data	NGFI-A binding protein 1
ZNF438	0.37575618719634724	0.6165705686111637	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 438
NFKBIA	0.3734229482535115	0.5961672598440836	No data	No data	No data	0.3480697941342824	0.030674032357513883	No data	NFKB inhibitor alpha
OLIG3	0.3730709557441095	0.6018717312379762	No data	No data	No data	0.2360332505247705	No data	No data	oligodendrocyte transcription factor 3
RBPJ	0.37203971650746326	0.5933117556416023	No data	No data	No data	0.37330655767046467	No data	No data	recombination signal binding protein for immunoglobulin kappa J region
TNRC18	0.3720045395811262	0.6119192201523943	No data	No data	No data	No data	No data	No data	trinucleotide repeat containing 18
HLA-B	0.36845301104513734	0.5833033017260418	No data	No data	No data	0.4554784732645693	No data	No data	major histocompatibility complex, class I, B
CLNK	0.3683216764551232	0.6058611899613399	No data	No data	No data	No data	No data	No data	cytokine dependent hematopoietic cell linker
PUS10	0.3680021543313508	0.6033682687211026	No data	No data	No data	0.039346632178752144	No data	No data	pseudouridine synthase 10
TLR4	0.36459574932652244	0.5439726049686734	No data	No data	No data	0.9243462649434008	0.043839466904256184	0.40474850417319713	toll like receptor 4
RNF19A	0.362458198528163	0.5962162140035564	No data	No data	No data	No data	No data	No data	ring finger protein 19A, RBR E3 ubiquitin protein ligase
NFKBIE	0.3604929589966165	0.5780667429458957	No data	No data	No data	0.2983360251000015	No data	No data	NFKB inhibitor epsilon
HLA-C	0.3601814716568309	0.5508616568159103	No data	No data	No data	0.8321902872647607	No data	No data	major histocompatibility complex, class I, C
TEC	0.35982996270718604	0.553897290797421	No data	0.15198269940290526	No data	No data	No data	No data	tec protein tyrosine kinase
GPR174	0.3595750548238388	0.5914736615359873	No data	No data	No data	No data	No data	No data	G protein-coupled receptor 174
PLCL1	0.3588445499218031	0.5832808322691081	No data	No data	No data	0.13982408345067285	No data	No data	phospholipase C like 1 (inactive)
GPR35	0.35741358217003366	0.5879182031478009	No data	No data	No data	No data	No data	No data	G protein-coupled receptor 35
ZNF366	0.35454465002123847	0.5831990276099496	No data	No data	No data	No data	No data	No data	zinc finger protein 366
IL23R	0.35390606701106464	0.5551925336234633	No data	No data	No data	0.5391214684867812	No data	No data	interleukin 23 receptor
CIITA	0.3527079090309517	0.5624366794330576	No data	No data	No data	0.35482097434621396	No data	No data	class II major histocompatibility complex transactivator
GRHL2	0.35255618752884255	0.5799281578000831	No data	No data	No data	No data	No data	No data	grainyhead like transcription factor 2
PRDX6	0.34829665263999565	0.572921546347626	No data	No data	No data	No data	No data	No data	peroxiredoxin 6
TNFRSF1A	0.34821016330753934	0.5395794190801068	No data	No data	No data	0.5390066056716897	No data	0.28122878697513587	TNF receptor superfamily member 1A
MACIR	0.34719923013871434	0.566156836442864	No data	No data	No data	0.09919066441697613	No data	No data	macrophage immunometabolism regulator
NELFE	0.34681630348785153	0.45617303434739737	No data	No data	No data	0.012158615952232422	No data	No data	negative elongation factor complex member E
MMEL1	0.34596568122676963	0.5639748030010552	No data	No data	No data	0.10224944739407091	No data	No data	membrane metalloendopeptidase like 1
WDFY4	0.34317941813110747	0.5415842487297056	No data	No data	No data	0.4583967083657626	No data	No data	WDFY family member 4
ANXA3	0.3418150302099064	0.5516454719326715	No data	No data	No data	0.21228595374306655	No data	No data	annexin A3
IFNGR2	0.3415094464553629	0.5593221758334225	No data	No data	No data	0.048698634282010905	No data	No data	interferon gamma receptor 2
CD2	0.3409051835118293	0.5181408248577087	No data	0.12158615952232422	No data	0.5122668806952192	0.067365415262893	No data	CD2 molecule
PRKCB	0.33949256663538047	0.5532784156470321	No data	No data	No data	0.08755892182267376	0.035240924404204864	No data	protein kinase C beta
FBXL18	0.33756911552234015	0.5552755623642504	No data	No data	No data	No data	No data	No data	F-box and leucine rich repeat protein 18
ELMO1	0.3372489244675558	0.520574038631652	No data	No data	No data	0.6834966752115612	No data	No data	engulfment and cell motility 1
OSMR	0.33425173570423256	0.5384200220071848	No data	No data	No data	0.2279740491043579	No data	No data	oncostatin M receptor
ICOSLG	0.3331980694329867	0.514029469371718	No data	No data	No data	0.6811210816526666	No data	No data	inducible T cell costimulator ligand
CHRNG	0.33317623899825866	0.547137717850459	No data	No data	No data	0.01823792392834863	No data	No data	cholinergic receptor nicotinic gamma subunit
NFATC1	0.3328650945935511	0.5206418352507294	No data	No data	No data	0.5379193975312574	No data	No data	nuclear factor of activated T cells 1
LEF1	0.33272860922122	0.5413643737334026	No data	No data	No data	0.10379236281556407	0.034168733072297904	No data	lymphoid enhancer binding factor 1
ETV7	0.32857008462251674	0.5359133588762828	No data	No data	No data	0.09118961964174316	No data	No data	ETS variant transcription factor 7
ATG5	0.32841202610096626	0.5302664812690827	No data	No data	No data	0.19892728646420865	No data	No data	autophagy related 5
LRRK2	0.3278907712983786	0.5335325416342401	No data	No data	No data	0.11645758776580617	No data	No data	leucine rich repeat kinase 2
NFKB1	0.3263095521883666	0.4868352739961017	No data	No data	No data	0.8813903285395757	No data	0.2632340353658319	nuclear factor kappa B subunit 1
CDKAL1	0.3247409055983723	0.5276388750507679	No data	No data	No data	0.13070512148649852	No data	No data	CDK5 regulatory subunit associated protein 1 like 1
CDK5RAP2	0.32433345080026393	0.5319840719274821	No data	No data	No data	0.030396539880581056	No data	No data	CDK5 regulatory subunit associated protein 2
ITPR3	0.3238548632688303	0.5302429344225533	No data	No data	No data	0.04947448700770431	No data	No data	inositol 1,4,5-trisphosphate receptor type 3
NOD2	0.32305833392272554	0.5073015187926528	No data	No data	No data	0.36805037614580444	No data	0.25660758967186525	nucleotide binding oligomerization domain containing 2
FLACC1	0.3223267862332135	0.5302030880809779	No data	No data	No data	No data	No data	No data	flagellum associated containing coiled-coil domains 1
PRKCH	0.32216376437345806	0.518751583256268	No data	No data	No data	0.22366692488335413	No data	No data	protein kinase C eta
CD6	0.3211521245360176	0.5191648763017208	No data	No data	No data	0.18211964966152006	No data	No data	CD6 molecule
TNFSF18	0.3199575178410199	0.5121894158738388	No data	No data	No data	0.28232811215757153	No data	No data	TNF superfamily member 18
BANK1	0.3195919051782033	0.4859343145430068	No data	No data	No data	0.7954020374096181	No data	No data	B cell scaffold protein with ankyrin repeats 1
CDC42EP3	0.31930125222705696	0.525226314379032	No data	No data	No data	No data	No data	No data	CDC42 effector protein 3
IRF1	0.3190399216631549	0.4875321636730829	No data	No data	No data	0.7452856354394107	No data	No data	interferon regulatory factor 1
P2RY10	0.31815369514007086	0.5227307393108973	No data	No data	No data	0.012158615952232422	No data	No data	P2Y receptor family member 10
TCF7	0.3179649617364769	0.5193774246813858	No data	No data	No data	0.07301586618647575	No data	No data	transcription factor 7
CFAP20DC	0.3154979132087876	0.5189701104933077	No data	No data	No data	No data	No data	No data	CFAP20 domain containing
HLA-DMB	0.3151228336955751	0.5075060228914867	No data	No data	No data	0.17598549101125474	0.09215260798384847	No data	major histocompatibility complex, class II, DM beta
NR5A2	0.3150777823009811	0.5182790270518088	No data	No data	No data	No data	No data	No data	nuclear receptor subfamily 5 group A member 2
KSR1	0.31507064976816573	0.5176593637793113	No data	No data	No data	0.012158615952232422	No data	No data	kinase suppressor of ras 1
CYRIB	0.3108072150657142	0.5112542682272112	No data	No data	No data	No data	No data	No data	CYFIP related Rac1 interactor B
SLC17A2	0.3104911338551948	0.5107343386369335	No data	No data	No data	No data	No data	No data	solute carrier family 17 member 2
ANKRD30A	0.3101516857266566	0.5101759722408374	No data	No data	No data	No data	No data	No data	ankyrin repeat domain 30A
DAP	0.3087218705886419	0.5056962771174611	No data	No data	No data	0.04255515583281348	No data	No data	death associated protein
IL18R1	0.3081147412578456	0.49617558992861127	No data	No data	No data	0.21299526665087518	No data	No data	interleukin 18 receptor 1
ADCY7	0.30544772866628245	0.4991241087372417	No data	No data	No data	No data	0.06628422650660883	No data	adenylate cyclase 7
PTPRC	0.302517330763531	0.4519484600381413	No data	No data	No data	0.7106298558762704	0.06428359724249183	0.42005431031679846	protein tyrosine phosphatase receptor type C
CARMIL1	0.3024041343073881	0.4974318384517511	No data	No data	No data	No data	No data	No data	capping protein regulator and myosin 1 linker 1
PFKFB3	0.3023196536579182	0.484382056056762	No data	No data	No data	0.2526454168300173	0.012534628499460316	No data	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
HLA-DQA1	0.30204910289168596	0.4770439284857495	No data	No data	No data	0.39607820491616397	No data	No data	major histocompatibility complex, class II, DQ alpha 1
SLC9A8	0.3017094207120012	0.49568115654148615	No data	No data	No data	0.012158615952232422	No data	No data	solute carrier family 9 member A8
AIRE	0.3016443520532823	0.4581200585625785	No data	No data	No data	0.6355468456763144	No data	0.28280940704892615	autoimmune regulator
EGR2	0.30005503406073775	0.4846978677136598	No data	No data	No data	0.1773975841363911	No data	No data	early growth response 2
TMEM179	0.2996397354954607	0.4898449583274487	No data	No data	No data	0.06079307976116211	No data	No data	transmembrane protein 179
CCL2	0.2964340415136112	0.43997625108935745	No data	No data	No data	0.952704760885885	No data	No data	C-C motif chemokine ligand 2
TNIP1	0.29589075038842105	0.4657600088467777	No data	No data	No data	0.2998936398762111	No data	0.26834065406576957	TNFAIP3 interacting protein 1
PLD4	0.2954939836058301	0.4676385453255734	No data	No data	No data	0.2262521318369013	No data	0.26797589558720253	phospholipase D family member 4
ZNF831	0.2949767476644441	0.48521435140861396	No data	No data	No data	No data	No data	No data	zinc finger protein 831
LACC1	0.29329866921624886	0.48245403978303436	No data	No data	No data	No data	No data	No data	laccase domain containing 1
ATG16L1	0.29326418402837207	0.4655282478518179	No data	No data	No data	0.3373813283145293	No data	No data	autophagy related 16 like 1
FUT2	0.29097838653102354	0.4768135585592651	No data	No data	No data	0.03647584785669727	No data	No data	fucosyltransferase 2
GALC	0.289744116557042	0.4766070705668479	No data	No data	No data	No data	No data	No data	galactosylceramidase
TXNDC11	0.28951141480287235	0.4762242938510048	No data	No data	No data	No data	No data	No data	thioredoxin domain containing 11
DPP6	0.28935665968284513	0.4759697334295963	No data	No data	No data	No data	No data	No data	dipeptidyl peptidase like 6
ZPBP2	0.28855929930606145	0.4701155421403469	No data	No data	No data	0.0908518803097367	No data	No data	zona pellucida binding protein 2
PRDM1	0.2876403898905468	0.4582299110079609	No data	No data	No data	0.29833377869986794	No data	No data	PR/SET domain 1
NECAB2	0.28620109590969744	0.4707790706345134	No data	No data	No data	No data	No data	No data	N-terminal EF-hand calcium binding protein 2
IQGAP1	0.2860305530725861	0.4669269471813436	No data	No data	No data	0.07143186871936548	No data	No data	IQ motif containing GTPase activating protein 1
BAK1	0.28468068605504904	0.46376507004911677	No data	No data	No data	0.0902608364787254	No data	No data	BCL2 antagonist/killer 1
ADGRL2	0.2844560723152761	0.4679086393267445	No data	No data	No data	No data	No data	No data	adhesion G protein-coupled receptor L2
ZNF679	0.28318937939053346	0.46582502564946554	No data	No data	No data	No data	No data	No data	zinc finger protein 679
CARD9	0.2806275943417273	0.4566981309091435	No data	No data	No data	0.09825905718641467	No data	No data	caspase recruitment domain family member 9
CFB	0.27968624679554893	0.36081116291612425	No data	No data	No data	0.2628490508273773	No data	0.25660758967186525	complement factor B
ASAP2	0.2793214302656892	0.45946254304447126	No data	No data	No data	No data	No data	No data	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
MAP3K8	0.2789882498665914	0.4555361368178601	No data	No data	No data	0.06756699539032794	No data	No data	mitogen-activated protein kinase kinase kinase 8
HECTD4	0.27885182813645476	0.4586900832002269	No data	No data	No data	No data	No data	No data	HECT domain E3 ubiquitin protein ligase 4
NXPE1	0.2784445127332876	0.4580200802907388	No data	No data	No data	No data	No data	No data	neurexophilin and PC-esterase domain family member 1
ADCY3	0.2783737786547973	0.45790372810268026	No data	No data	No data	No data	No data	No data	adenylate cyclase 3
CELF2	0.2774616152408683	0.45640328855016443	No data	No data	No data	No data	No data	No data	CUGBP Elav-like family member 2
IFNG	0.2771421911998851	0.39769442397556864	No data	0.06079307976116211	No data	0.9620653635794386	No data	0.26603051703484537	interferon gamma
TNPO3	0.276367410643229	0.45399547427578524	No data	No data	No data	0.012158615952232422	No data	No data	transportin 3
ZC3H12C	0.275671182416723	0.4513304047159226	No data	No data	No data	0.04255515583281348	No data	No data	zinc finger CCCH-type containing 12C
SFTPD	0.2753447625926129	0.41308461886113196	No data	No data	No data	0.659393834469693	No data	0.309011224425987	surfactant protein D
ADO	0.27509441457886796	0.45131568354108575	No data	No data	No data	0.023874793379536387	No data	No data	2-aminoethanethiol dioxygenase
HDAC7	0.2735836210397888	0.45002428255751686	No data	No data	No data	No data	No data	No data	histone deacetylase 7
C7orf33	0.27208809422922947	0.4475642545141363	No data	No data	No data	No data	No data	No data	chromosome 7 open reading frame 33
RIPK2	0.271058058699045	0.43854520251788554	No data	No data	No data	0.14649443525780037	No data	No data	receptor interacting serine/threonine kinase 2
SMC1B	0.2709976212673289	0.44425068230077525	No data	No data	No data	0.030396539880581056	No data	No data	structural maintenance of chromosomes 1B
TMEM17	0.270945533465812	0.4449249153194828	No data	No data	No data	0.015198269940290528	No data	No data	transmembrane protein 17
PARK7	0.27084256507955173	0.41511891375922705	No data	No data	No data	0.607930797611621	No data	No data	Parkinsonism associated deglycase
REV3L	0.26982233794729177	0.4401998241196662	No data	No data	No data	0.054376032453039444	0.0413384280269814	No data	REV3 like, DNA directed polymerase zeta catalytic subunit
RORC	0.2691680900854163	0.3997556441143175	No data	No data	No data	0.7320107323209503	No data	0.28821999114766955	RAR related orphan receptor C
ZSCAN23	0.2690010690098686	0.44248633243568775	No data	No data	No data	No data	No data	No data	zinc finger and SCAN domain containing 23
AIFM2	0.2681815288354368	0.4411382510789749	No data	No data	No data	No data	No data	No data	apoptosis inducing factor mitochondria associated 2
TNFRSF9	0.2669919495417549	0.4330245656784141	No data	No data	No data	0.12313835581799407	No data	No data	TNF receptor superfamily member 9
HORMAD2	0.2666763933917845	0.4386624175637697	No data	No data	No data	No data	No data	No data	HORMA domain containing 2
FAM118A	0.26645532156630497	0.436379551670328	No data	No data	No data	No data	0.0383843905439459	No data	family with sequence similarity 118 member A
TMEM235	0.26594894455611173	0.4374658194665345	No data	No data	No data	No data	No data	No data	transmembrane protein 235
IRGM	0.2657635599206047	0.4364009623209412	No data	No data	No data	0.015198269940290528	No data	No data	immunity related GTPase M
IRF4	0.26483831523181084	0.3934305670327025	No data	No data	No data	0.6539522387916927	No data	0.4279832815185813	interferon regulatory factor 4
DLD	0.2641531936791609	0.43390401483327284	No data	No data	No data	0.012158615952232422	No data	No data	dihydrolipoamide dehydrogenase
ZBTB40	0.26373257338228934	0.43382005718153455	No data	No data	No data	No data	No data	No data	zinc finger and BTB domain containing 40
STAT3	0.2635810658512484	0.3876737865448344	No data	No data	No data	0.91794104505149	No data	No data	signal transducer and activator of transcription 3
SLC17A1	0.2624001609623744	0.4316283399249823	No data	No data	No data	No data	No data	No data	solute carrier family 17 member 1
GNA12	0.2623134860772926	0.4314857663205156	No data	No data	No data	No data	No data	No data	G protein subunit alpha 12
KIF21B	0.2617085225410714	0.42394446202447045	No data	No data	No data	0.1309237043143813	No data	No data	kinesin family member 21B
RNF186	0.2607479961919014	0.4289106543315499	No data	No data	No data	No data	No data	No data	ring finger protein 186
TCTE1	0.26034750048218225	0.4282518692999433	No data	No data	No data	No data	No data	No data	t-complex-associated-testis-expressed 1
SLC39A11	0.2602271281489544	0.42805386595202816	No data	No data	No data	No data	No data	No data	solute carrier family 39 member 11
SOX5	0.25988598718936723	0.3884920203531652	No data	No data	No data	0.7800138924846652	No data	No data	SRY-box transcription factor 5
TNFRSF14	0.259770031753664	0.4144763247393044	No data	No data	No data	0.2565130470243629	No data	No data	TNF receptor superfamily member 14
IFNLR1	0.25958954326869615	0.4168129618488991	No data	No data	No data	0.20384250777803542	No data	No data	interferon lambda receptor 1
ANTXR2	0.25750992455126687	0.4120434642614788	No data	No data	No data	0.23081616196101146	No data	No data	ANTXR cell adhesion molecule 2
ZFP36L1	0.257367452121048	0.42243801983377555	No data	No data	No data	0.01823792392834863	No data	No data	ZFP36 ring finger protein like 1
CXCR2	0.2561566821772927	0.39692184689627985	No data	No data	No data	0.35809131665896116	No data	0.2939345406452188	C-X-C motif chemokine receptor 2
FOSL2	0.2549066636439258	0.4185421923436142	No data	No data	No data	0.015198269940290528	No data	No data	FOS like 2, AP-1 transcription factor subunit
RCAN1	0.2537019920157598	0.41732051248674906	No data	No data	No data	No data	No data	No data	regulator of calcineurin 1
ENSG00000244255	0.25318111550470723	0.4164637101778366	No data	No data	No data	No data	No data	No data	novel complement component 2 (C2) and complement factor B (CFB) protein
UBLCP1	0.2524466348967133	0.41434364915266	No data	No data	No data	0.01823792392834863	No data	No data	ubiquitin like domain containing CTD phosphatase 1
AHNAK2	0.2523970216307537	0.41213428130580493	No data	No data	No data	0.06079307976116211	No data	No data	AHNAK nucleoprotein 2
SOX4	0.25228476563032864	0.38841241096133566	No data	No data	No data	0.5315374347154893	No data	No data	SRY-box transcription factor 4
PXK	0.2522820720543478	0.41297952468536486	No data	No data	No data	0.04010654567576667	No data	No data	PX domain containing serine/threonine kinase like
PSMG1	0.251686970458822	0.41400595503242327	No data	No data	No data	No data	No data	No data	proteasome assembly chaperone 1
TRIB1	0.2511425652113356	0.41220525576558387	No data	No data	No data	No data	0.018103879462065396	No data	tribbles pseudokinase 1
LNPEP	0.2508928032662756	0.41178771410784526	No data	No data	No data	0.01823792392834863	No data	No data	leucyl and cystinyl aminopeptidase
SOX14	0.2503093556319885	0.4117398832488489	No data	No data	No data	No data	No data	No data	SRY-box transcription factor 14
