symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
TGFBR2	0.8772893250085292	0.9357559945233622	0.7746895927898088	No data	No data	0.4209488058753285	No data	0.714511871180147	transforming growth factor beta receptor 2
DSP	0.8699483960004395	0.9334482629007378	0.24317231904464845	No data	No data	0.3602060138630591	No data	0.8160415021616625	desmoplakin
FLNC	0.8650876399970722	0.9333373327390647	0.6058199267865807	No data	No data	0.49633898482012606	No data	0.566966593438975	filamin C
MT-ND3	0.7764612524716716	0.9330300460237047	0.6839221473130737	0.9673845908733459	No data	0.046907929910410984	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3
ZIC3	0.8324330076342523	0.9329199899886682	No data	No data	No data	0.2436674783109489	No data	0.5152435338646275	Zic family member 3
OAT	0.8472917312191676	0.9319713416536674	No data	No data	No data	0.3478931077709874	No data	0.664364221341053	ornithine aminotransferase
SERPING1	0.8603294167007434	0.9305692039713868	0.8523817701966884	No data	No data	0.9826130639386202	No data	No data	serpin family G member 1
NOTCH3	0.8468115987946323	0.9304318997377704	No data	No data	No data	0.6705374124378991	No data	0.40514534788830464	notch receptor 3
SLC22A5	0.871160284306669	0.9303795818615009	No data	No data	0.607930797611621	0.21050348408162242	No data	0.33544101585215225	solute carrier family 22 member 5
CACNA1A	0.845948257470768	0.9298533539848719	No data	0.7599134970145264	No data	0.6575970414443094	No data	0.48223763141934306	calcium voltage-gated channel subunit alpha1 A
PPA2	0.7696620952077908	0.9292625039339811	No data	No data	No data	0.09649476345176052	No data	No data	inorganic pyrophosphatase 2
MYPN	0.8352620025597509	0.9291510358100175	0.19453785523571876	No data	No data	0.3708384271774501	No data	0.8850381725352998	myopalladin
DMPK	0.8317070869647275	0.9290378009274181	No data	No data	No data	0.9171839138627904	No data	0.6664837912635652	DM1 protein kinase
ACTA2	0.8633577762507784	0.9282454237269662	No data	No data	No data	0.33645266019090103	No data	0.6733324124277513	actin alpha 2, smooth muscle
PKP2	0.863199782449339	0.927741859041495	No data	No data	No data	0.7371297966966673	No data	0.5123244568229843	plakophilin 2
EVC	0.8262902469230211	0.9265856601834543	No data	No data	No data	0.18009619886324627	No data	0.4119406632482746	EvC ciliary complex subunit 1
MPI	0.8251717933331397	0.9264599643926165	No data	No data	No data	0.24621197303270656	No data	No data	mannose phosphate isomerase
CDKN1C	0.8427256251597779	0.9261598308285715	No data	No data	No data	0.778904563287135	No data	0.5683133712352204	cyclin dependent kinase inhibitor 1C
CBL	0.8424794022186857	0.9255027113314239	0.5982039048498351	No data	No data	0.3139983688095321	No data	0.6918754556253617	Cbl proto-oncogene
ENPP1	0.8515746132271843	0.9241682481788785	No data	No data	No data	0.761555554276758	No data	0.5025570716957363	ectonucleotide pyrophosphatase/phosphodiesterase 1
SGCA	0.8246901057670745	0.9237624902742823	No data	No data	No data	0.14808252135923913	No data	0.7054451030665454	sarcoglycan alpha
TBCD	0.5614984678622048	0.9227104471166125	No data	No data	No data	0.01823792392834863	No data	No data	tubulin folding cofactor D
PROS1	0.5825928807100991	0.9226072243235895	No data	No data	No data	0.5242617521522793	No data	0.42753324385868263	protein S
ACADVL	0.8575063217750281	0.9223831044795093	No data	No data	No data	0.17877983893924812	No data	0.5293075453756515	acyl-CoA dehydrogenase very long chain
TNNI3	0.8809111371431757	0.9212921047222176	No data	0.9723144878025809	No data	0.9730120936817558	No data	0.5925086156841709	troponin I3, cardiac type
AGK	0.8200865228576119	0.9201960050323836	No data	No data	No data	0.39077298394711124	No data	No data	acylglycerol kinase
MT-ND5	0.8694098650525568	0.9201894579494843	No data	0.9673845908733459	No data	0.23162608929779221	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5
LZTR1	0.8244696311892838	0.9198429477752956	0.3039653988058105	No data	No data	0.35625367402882935	No data	No data	leucine zipper like post translational regulator 1
PRKAG2	0.8588433794126256	0.9192714917030396	0.19453785523571876	0.42555155832813474	No data	0.47524531429830097	No data	0.4550149500052673	protein kinase AMP-activated non-catalytic subunit gamma 2
DM1-AS	0.5583051691119666	0.9183696093459671	No data	No data	No data	No data	No data	No data	DM1 locus antisense RNA
TGFBR1	0.8458401613288977	0.9177592732381916	No data	No data	No data	0.7483598454656772	No data	0.6230721419626816	transforming growth factor beta receptor 1
DSG2	0.8353449910240027	0.9173192771749833	No data	No data	No data	0.6672898837545492	No data	0.9589352599511775	desmoglein 2
CACNA1C	0.8802296585644418	0.9172670007095514	No data	0.9995686217695233	No data	0.7453776997233484	No data	0.7795118409201313	calcium voltage-gated channel subunit alpha1 C
KCNE1	0.8526359294673944	0.9160863733685609	No data	No data	No data	0.6134486262171169	No data	0.43079285058671	potassium voltage-gated channel subfamily E regulatory subunit 1
PGM1	0.8308430558940532	0.9158141672539871	No data	No data	No data	0.205472955816749	No data	No data	phosphoglucomutase 1
MAP2K2	0.8575432463669757	0.9157424479795233	0.5319394479101685	0.1587374860430344	0.9513974960387728	0.1890007110225258	No data	No data	mitogen-activated protein kinase kinase 2
NRAS	0.8589192602770628	0.9156248805745327	0.6018110818435212	No data	0.9671529481664186	0.3843731005476707	No data	0.334696300625078	NRAS proto-oncogene, GTPase
SOS1	0.8158167189474775	0.914268733351947	No data	No data	No data	0.2447627518367626	No data	0.5082564346422548	SOS Ras/Rac guanine nucleotide exchange factor 1
RIT1	0.8139472175048279	0.9134549922630689	No data	No data	No data	0.03250741070562141	No data	0.3250453992129935	Ras like without CAAX 1
ETFDH	0.839726217940343	0.9129487444016188	No data	No data	No data	0.34964638120570224	No data	No data	electron transfer flavoprotein dehydrogenase
DSC2	0.848838994309899	0.9124744644369127	No data	No data	No data	0.4572075784642819	No data	0.6246363901524873	desmocollin 2
SCN4B	0.7568622988061187	0.9124633006827017	No data	No data	No data	0.24136588750156823	No data	No data	sodium voltage-gated channel beta subunit 4
SLC26A1	0.5546310721788449	0.9123259988765582	No data	No data	No data	No data	No data	No data	solute carrier family 26 member 1
HADHA	0.8391114893884449	0.9114605080148753	No data	No data	No data	0.4049639947191437	No data	0.4260682995061046	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
TBX5	0.8480104744708331	0.9109269605778711	No data	No data	No data	0.8157405725626531	No data	0.7643683485972036	T-box transcription factor 5
LAMP2	0.8350848763504483	0.910666026836879	0.5592963338026914	No data	No data	0.7634820901371546	No data	0.6860394925131855	lysosomal associated membrane protein 2
MYL2	0.8579870746058144	0.9100448421408766	No data	0.8414530956478117	No data	0.3871059016851523	No data	0.6727761807508085	myosin light chain 2
TPM1	0.8460635762849222	0.9098898655803215	0.7219178221638001	No data	No data	0.7628880269569429	No data	0.5682436828556872	tropomyosin 1
MT-ND1	0.8634126808649131	0.9095597773505187	No data	0.9673845908733459	No data	0.2078258154954099	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1
MT-ATP8	0.7809961529021815	0.9093834834556954	0.6839221473130737	No data	No data	0.05853079004694466	No data	No data	mitochondrially encoded ATP synthase membrane subunit 8
FHL1	0.8263000549354892	0.9091338679086175	No data	No data	No data	0.35689948412332867	No data	0.5422797766206777	four and a half LIM domains 1
SMAD3	0.8416764128321728	0.9085658715996554	0.5319394479101685	No data	No data	0.8366091049231356	No data	0.27466313436093037	SMAD family member 3
MAP2K1	0.8660982792166777	0.9084550723541719	0.607930797611621	0.1587374860430344	0.9513974960387728	0.2718253018362667	No data	0.5830050893571338	mitogen-activated protein kinase kinase 1
NCAPH2	0.5651584315217101	0.9084441587078058	No data	No data	No data	No data	No data	0.42397093825434445	non-SMC condensin II complex subunit H2
EIF2AK4	0.824237165634438	0.9063660428598954	No data	No data	No data	0.693713878405361	No data	0.39418232917137513	eukaryotic translation initiation factor 2 alpha kinase 4
COL3A1	0.8401955688004296	0.905338528026324	0.15198269940290526	0.9136537873504055	No data	0.2615075711677949	No data	0.7638531643146576	collagen type III alpha 1 chain
EVC2	0.8217552187003256	0.9049884940872621	No data	No data	No data	0.1446775833948161	No data	0.34101878092023885	EvC ciliary complex subunit 2
LPA	0.6362830518911331	0.9048976704562219	No data	0.48241790140676466	No data	0.9510821823273723	No data	No data	lipoprotein(a)
FKTN	0.8207618039096448	0.9045912442692775	No data	No data	No data	0.2434108693418207	No data	No data	fukutin
SGCB	0.8080250897870819	0.9043882481576204	No data	No data	No data	0.5238669110724985	No data	0.599219243367519	sarcoglycan beta
NDE1	0.5519198298306228	0.9033400541974336	No data	No data	No data	0.09052313778680679	No data	No data	nudE neurodevelopment protein 1
CHST14	0.7485283025967275	0.9031319551065098	No data	No data	No data	0.16074246407004025	No data	No data	carbohydrate sulfotransferase 14
TGFB3	0.8319322450300918	0.9024201619432473	No data	0.06079307976116211	No data	0.4192956903004698	No data	0.5408358841572387	transforming growth factor beta 3
ATP1A2	0.8754001540845037	0.9015705530434802	No data	0.9930903126818108	No data	0.3167980369648405	No data	No data	ATPase Na+/K+ transporting subunit alpha 2
GATA4	0.8387111221314514	0.9008035957408577	No data	No data	No data	0.8883330882476496	No data	0.7577090710832449	GATA binding protein 4
JUP	0.8315653853497716	0.9007780906735563	0.19453785523571876	No data	No data	0.5329603077497969	No data	0.5378630320456342	junction plakoglobin
TREX1	0.783599125167828	0.9007153363248579	No data	No data	No data	0.31067269215368015	No data	0.6208424559831877	three prime repair exonuclease 1
MT-ND4	0.857834534569267	0.8975411960520321	0.6839221473130737	0.9673845908733459	No data	0.3095668179811602	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4
KIF11	0.8142581681248079	0.8962108301449142	No data	No data	No data	0.6845258930550804	No data	No data	kinesin family member 11
SOS2	0.7979887899645628	0.8961677894360328	No data	No data	No data	0.17816970406599825	No data	No data	SOS Ras/Rho guanine nucleotide exchange factor 2
TTR	0.8253651346563037	0.895907134743904	0.5592963338026914	0.9205706371751021	0.7599134970145264	0.7880131200579364	No data	No data	transthyretin
TGFB2	0.8019625687894292	0.8958396319211226	No data	0.06079307976116211	No data	0.5249217071406055	No data	0.8845670967105885	transforming growth factor beta 2
SLC2A10	0.8324240991189623	0.8957619748047624	No data	No data	0.607930797611621	0.5135215100789335	No data	0.4519355733234302	solute carrier family 2 member 10
APOE	0.8112948867457166	0.8956526048614128	No data	No data	0.607930797611621	0.9891370049044138	No data	0.8662783650712668	apolipoprotein E
SCN1A	0.8762024609919548	0.8955671782162615	No data	0.9955945004555613	No data	0.23716210426568135	No data	0.8174470922707437	sodium voltage-gated channel alpha subunit 1
ELN	0.8012947281128476	0.8950767211086239	No data	0.08274613634158175	No data	0.7132956981069327	No data	0.6784261634220038	elastin
COX15	0.7434800925117553	0.8949119773529908	No data	No data	No data	0.09297174794385359	No data	0.3319910085757063	cytochrome c oxidase assembly homolog COX15
EMD	0.8002481777896792	0.8948243526912449	No data	No data	No data	0.7287868254616483	No data	0.6428325555010503	emerin
JPH2	0.8233873091312152	0.8934958725978983	No data	No data	No data	0.6243286340516765	No data	0.666759257674294	junctophilin 2
NODAL	0.8110760104192835	0.8925616962257837	No data	No data	No data	0.15833231278727394	No data	0.6142308627884262	nodal growth differentiation factor
RELN	0.7773557625843385	0.8915506869981741	No data	No data	No data	0.8805847546909917	No data	0.4365108450254456	reelin
PUF60	0.7716067505369071	0.8907621643197744	No data	No data	No data	0.1419499570368155	No data	No data	poly(U) binding splicing factor 60
TAFAZZIN	0.809099697768185	0.8904230910231763	No data	No data	No data	0.3750011730898844	No data	0.4333026759976829	tafazzin, phospholipid-lysophospholipid transacylase
PTEN	0.8098009177673072	0.8903162360810138	0.48296724476923225	No data	No data	0.9708895138219756	No data	0.5254228112676711	phosphatase and tensin homolog
SCN9A	0.8718829182634947	0.8902900715244	No data	0.9956005180980199	No data	0.22890393697941214	No data	No data	sodium voltage-gated channel alpha subunit 9
MT-CYB	0.7716909572722507	0.890259490972473	No data	No data	No data	0.24871558804170538	No data	No data	mitochondrially encoded cytochrome b
MT-ND2	0.8440542668629581	0.8900552979623017	No data	0.9673845908733459	No data	0.30972781895035156	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2
FOXC2	0.819130006433139	0.8892593126699543	No data	No data	No data	0.3900218710310971	No data	0.6604918527268349	forkhead box C2
MT-ND6	0.858385445061847	0.8887765092812161	No data	0.9673845908733459	No data	0.23427975338812423	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6
PPP1CB	0.7961199950236129	0.8878403109926887	No data	No data	0.7599134970145264	0.7944137688466638	No data	No data	protein phosphatase 1 catalytic subunit beta
MT-CO1	0.7898273328512353	0.8869430180404368	0.6839221473130737	No data	No data	0.11118054529216277	No data	0.5993171545646215	mitochondrially encoded cytochrome c oxidase I
CAV3	0.7734188642938957	0.886548918344286	No data	No data	No data	0.7890339159029686	No data	0.6843854960006832	caveolin 3
EDNRA	0.749411167630543	0.8862212522613501	No data	0.9906572238438809	No data	0.4415344928802693	No data	0.6746736405407205	endothelin receptor type A
FBN1	0.7916948870454602	0.8860996277126627	No data	No data	No data	0.47021441607387854	No data	0.6216246279186324	fibrillin 1
TNNC1	0.8488232810504478	0.8855259036686646	No data	0.9723144878025809	No data	0.36354466722263	No data	0.6907002967865581	troponin C1, slow skeletal and cardiac type
MYH6	0.8389400604546373	0.8853312801194537	No data	0.8414530956478117	No data	0.7519521768475347	No data	0.7290715257668551	myosin heavy chain 6
FGD1	0.8137567103051347	0.8848740452181104	No data	No data	No data	0.2617677735551347	No data	No data	FYVE, RhoGEF and PH domain containing 1
GATA2	0.8042371736573436	0.8844917876535788	0.607930797611621	No data	No data	0.8354168728939273	No data	0.4165102764103219	GATA binding protein 2
GLA	0.6864672023568661	0.8843239555207452	No data	No data	No data	0.6907032012451845	No data	0.6746014291610093	galactosidase alpha
PHACTR1	0.56263051051762	0.8838579712007869	No data	No data	No data	0.5823866675605562	No data	0.5628223324288387	phosphatase and actin regulator 1
PIK3CA	0.8336940193953868	0.8829208170130224	0.868750402412246	No data	No data	0.824603445844138	No data	No data	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
B3GLCT	0.8099254532254685	0.8828238276639467	No data	No data	0.607930797611621	0.16757311797353003	No data	No data	beta 3-glucosyltransferase
FOXF1	0.8021517914537568	0.8827218164488907	No data	No data	No data	0.33068475007417397	No data	0.4811526070766742	forkhead box F1
MT-ND4L	0.840108746278008	0.8825356994963443	0.6839221473130737	0.9673845908733459	No data	0.19583391556262805	No data	No data	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L
COL5A1	0.6977591010110141	0.8823260739900793	No data	0.9136537873504055	No data	0.3956782781160591	No data	0.37860653420576773	collagen type V alpha 1 chain
TFAP2B	0.8124449646459924	0.8820321922650408	No data	No data	No data	0.24309569636514755	No data	0.754038693687081	transcription factor AP-2 beta
AGTR1	0.809171250503364	0.8818754748851492	No data	0.9994061248243397	No data	0.9327200501693388	No data	0.7905699807937056	angiotensin II receptor type 1
COQ9	0.7297461942245396	0.8816460462125542	No data	No data	No data	0.02870784322054877	No data	No data	coenzyme Q9
SGCG	0.8011332309215726	0.8812351810256566	No data	No data	No data	0.21898408334731187	No data	0.6993891507085636	sarcoglycan gamma
BMPR2	0.7698055612462009	0.8812295467278612	No data	No data	No data	0.9691186075825503	No data	0.7183028707439667	bone morphogenetic protein receptor type 2
GATA6	0.8015007629259074	0.8811714340252845	No data	No data	No data	0.8414315278960288	No data	No data	GATA binding protein 6
SPRED1	0.8169878275088369	0.8790940021786516	No data	No data	No data	0.39855147668994645	No data	No data	sprouty related EVH1 domain containing 1
B3GAT3	0.8072799413368712	0.8789124265400161	No data	No data	0.607930797611621	0.07371826060745777	No data	No data	beta-1,3-glucuronyltransferase 3
MT-CO3	0.7789269653389054	0.8784150427277918	0.6839221473130737	No data	No data	0.3037689696144595	No data	No data	mitochondrially encoded cytochrome c oxidase III
SP140	0.5343702294472834	0.8780865548553549	No data	No data	No data	0.01823792392834863	No data	No data	SP140 nuclear body protein
CDK13	0.6730494366689918	0.8773116888199703	No data	No data	No data	0.15927794843106036	No data	0.38180840439498853	cyclin dependent kinase 13
CSRP3	0.7976688460968955	0.8760431108518051	No data	No data	No data	0.8537738568433556	No data	0.6716574064872022	cysteine and glycine rich protein 3
TBX1	0.7819811572747117	0.8751622469828045	No data	No data	No data	0.3313733321468806	No data	0.7289806572484502	T-box transcription factor 1
LDB3	0.7995314901246287	0.8742781990333416	0.2647876362930616	No data	No data	0.4512693269033065	No data	0.6447518853747966	LIM domain binding 3
MT-CO2	0.7190293100990935	0.8737402973011255	0.6839221473130737	No data	No data	0.3222033227341592	No data	No data	mitochondrially encoded cytochrome c oxidase II
TMEM43	0.8105888277464554	0.873539375361203	0.5592963338026914	No data	No data	0.5526047921407444	No data	No data	transmembrane protein 43
PLN	0.8050850698491931	0.8733066314940834	No data	No data	No data	0.6221403742119387	No data	0.8016854732150305	phospholamban
LDLR	0.7322136224317705	0.8726186834157865	No data	No data	No data	0.9201760876501336	No data	0.6503278490948725	low density lipoprotein receptor
DOLK	0.7557410690211327	0.8724575770283615	No data	No data	No data	0.13704651820167515	No data	No data	dolichol kinase
MT-ATP6	0.7896019217863326	0.8723590927349987	0.6839221473130737	No data	No data	0.09905777599145697	No data	No data	mitochondrially encoded ATP synthase membrane subunit 6
F11	0.6800223353438309	0.8719052484577744	No data	0.8918484252584097	No data	0.3942165628152593	No data	No data	coagulation factor XI
TRDN	0.757289961607754	0.871795596808707	No data	No data	No data	0.2643946473935643	No data	0.38971576027952287	triadin
GDF1	0.7574696313853212	0.8714255449839644	No data	No data	No data	0.15711295985608334	No data	0.567011061006167	growth differentiation factor 1
KCNE2	0.791325701027473	0.8709184814620285	No data	No data	No data	0.45293920070975163	No data	0.30202002025345337	potassium voltage-gated channel subfamily E regulatory subunit 2
FLAD1	0.6648534972961443	0.8708366793088121	No data	No data	No data	0.22894512875451878	No data	No data	flavin adenine dinucleotide synthetase 1
COG1	0.7748501752971821	0.8707928930333876	No data	No data	No data	0.012158615952232422	No data	No data	component of oligomeric golgi complex 1
NEXN	0.781516964008122	0.8706673385119675	0.19453785523571876	No data	No data	0.6970986167992096	No data	0.8906753443932391	nexilin F-actin binding protein
SCN3B	0.7802195736682788	0.8695987550832522	No data	No data	No data	0.6470289724201983	No data	0.896506681349199	sodium voltage-gated channel beta subunit 3
DNASE1L1	0.5305281388407139	0.869305332167408	No data	No data	No data	0.06746343156828963	No data	No data	deoxyribonuclease 1 like 1
HTRA1	0.7561992883023112	0.8686241343622466	No data	No data	No data	0.5139793485647222	No data	0.556499852133678	HtrA serine peptidase 1
ETFA	0.7989080275379229	0.8686213860608872	No data	No data	No data	0.30841307212570024	No data	No data	electron transfer flavoprotein subunit alpha
CHM	0.8005146672424754	0.8682281224912171	No data	No data	No data	0.7804542528426284	No data	0.7136935646459782	CHM Rab escort protein
ARHGAP42	0.5480541372291646	0.8677383927570476	No data	No data	No data	0.23543095852007226	No data	0.5707449691226708	Rho GTPase activating protein 42
DPM3	0.7866638044986243	0.8674085426900586	No data	No data	No data	0.08789666115468021	No data	No data	dolichyl-phosphate mannosyltransferase subunit 3, regulatory
PIGL	0.7867293717400845	0.8673555940311667	No data	No data	No data	0.13366760403726116	No data	No data	phosphatidylinositol glycan anchor biosynthesis class L
CCBE1	0.7739224909118682	0.8671983996063237	No data	No data	No data	0.17101422111176073	No data	0.5588101411473014	collagen and calcium binding EGF domains 1
GSN	0.6507139741297575	0.8670613000935745	No data	No data	0.7599134970145264	0.3067572078194441	No data	0.4275421770640142	gelsolin
MED13L	0.7862476862309634	0.8669712797784039	No data	No data	No data	0.079969954384039	No data	No data	mediator complex subunit 13L
CALM2	0.7982604010958443	0.8668801400695317	No data	No data	No data	0.8098896276046212	No data	No data	calmodulin 2
TAF1	0.5306295309945052	0.8668557465933762	No data	No data	No data	0.11979079092824162	No data	No data	TATA-box binding protein associated factor 1
MGAT2	0.785911127008038	0.8668189342766092	No data	No data	No data	No data	No data	No data	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
TCF21	0.5611269662162711	0.8665080665214537	No data	No data	No data	0.8920188893449247	No data	0.53560081467186	transcription factor 21
GRK6	0.5374417935021664	0.866185768403078	No data	No data	No data	0.2380555681647506	No data	0.2515009709719276	G protein-coupled receptor kinase 6
GLMN	0.7706052082559248	0.8658674169546929	No data	No data	No data	0.05289856800061466	No data	No data	glomulin, FKBP associated protein
PPP1R13L	0.7223723880204357	0.8656162638639912	No data	No data	No data	0.17780718220620292	No data	0.6900283324923696	protein phosphatase 1 regulatory subunit 13 like
FAT4	0.7792487526861481	0.8654023333027858	0.2939608077867589	No data	No data	0.0444267850579056	No data	0.46620123951066755	FAT atypical cadherin 4
SARS2	0.7706464941339024	0.8649116685554945	No data	No data	No data	0.3169146679449711	No data	No data	seryl-tRNA synthetase 2, mitochondrial
KAT6A	0.775712066463027	0.8646456060625405	0.7556917553644457	No data	No data	0.22922126334440487	No data	0.611575569342493	lysine acetyltransferase 6A
CEP85L	0.6570292956324236	0.8643164323496089	No data	No data	No data	0.01654922726831635	No data	No data	centrosomal protein 85 like
SGCD	0.7730250013621561	0.8643137668211283	No data	No data	No data	0.24845647390847592	No data	0.6608734392934764	sarcoglycan delta
GATA5	0.7728820043815137	0.8642256800449818	No data	No data	No data	0.6653727234127347	No data	0.670697104315597	GATA binding protein 5
LOX	0.7719553065559062	0.8637683464872961	No data	No data	No data	0.5990651922837861	No data	0.5533993902944125	lysyl oxidase
SMAD9	0.7503062245070582	0.8636372322196525	No data	No data	No data	0.5891508097589485	No data	No data	SMAD family member 9
RBM10	0.77396014258822	0.8634934505468327	0.3039653988058105	No data	No data	0.2066755004390388	No data	No data	RNA binding motif protein 10
KCNK3	0.8427337140599014	0.8634471132322401	No data	0.9745344990767849	No data	0.8209999156781725	No data	No data	potassium two pore domain channel subfamily K member 3
TRPM4	0.7945287688321878	0.8631875750547963	No data	No data	No data	0.49101444546056744	No data	No data	transient receptor potential cation channel subfamily M member 4
MYL3	0.8143819830873102	0.8621483966583032	No data	0.8414530956478117	No data	0.34991780154213775	No data	No data	myosin light chain 3
ACTN2	0.7504089231017179	0.86170682267049	No data	No data	No data	0.5348551209502252	No data	0.5823591265792891	actinin alpha 2
CALM1	0.8111591511684797	0.8616331278646617	No data	0.865457038266544	No data	0.8169669325499717	No data	0.4521909187960258	calmodulin 1
TCF7L2	0.6420335761945268	0.8614577432086915	0.7219178221638001	No data	No data	0.6371677120266892	No data	No data	transcription factor 7 like 2
SLC25A3	0.7461914847026975	0.8612459074346126	No data	No data	No data	0.16863605988910418	No data	No data	solute carrier family 25 member 3
SSUH2	0.5338445439550951	0.8608799023843376	No data	No data	No data	0.02735688589252295	No data	0.332918103042064	ssu-2 homolog
