,0
BrainAneurysm/Schizophrenia,0.987
BrainAneurysm/TouretteSyndrome,0.534
BrainAneurysm/UnipolarDepression,0.928
EssentialTremor/AD,0.588
EssentialTremor/ALS,0.489
EssentialTremor/AnorexiaNervosa,0.518
EssentialTremor/BipolarDisorder,0.816
EssentialTremor/BrainAneurysm,0.226
EssentialTremor/FrontotemporalDementia,0.243
EssentialTremor/MajorDepressiveDisorder,0.31
EssentialTremor/MigraineDisorder,0.468
EssentialTremor/MS,0.735
EssentialTremor/NeuroticDisorder,0.044
EssentialTremor/OCD,0.468
EssentialTremor/PartialEpilepsy,0.48
EssentialTremor/PD,0.744
EssentialTremor/RestlessLeg,0.103
EssentialTremor/Schizophrenia,0.871
EssentialTremor/TouretteSyndrome,0.466
EssentialTremor/UnipolarDepression,0.638
FrontotemporalDementia/AD,0.016
FrontotemporalDementia/ALS,0.003
FrontotemporalDementia/AnorexiaNervosa,0.607
FrontotemporalDementia/BipolarDisorder,0.855
FrontotemporalDementia/BrainAneurysm,0.25
FrontotemporalDementia/EssentialTremor,0.243
FrontotemporalDementia/MajorDepressiveDisorder,0.058
FrontotemporalDementia/MigraineDisorder,0.51
FrontotemporalDementia/MS,0.773
FrontotemporalDementia/NeuroticDisorder,0.321
FrontotemporalDementia/OCD,0.547
FrontotemporalDementia/PartialEpilepsy,0.188
FrontotemporalDementia/PD,0.427
FrontotemporalDementia/RestlessLeg,0.124
FrontotemporalDementia/Schizophrenia,0.982
FrontotemporalDementia/TouretteSyndrome,0.501
FrontotemporalDementia/UnipolarDepression,0.695
MajorDepressiveDisorder/AD,0.745
MajorDepressiveDisorder/ALS,0.292
MajorDepressiveDisorder/AnorexiaNervosa,0.0
MajorDepressiveDisorder/BipolarDisorder,0.0
MajorDepressiveDisorder/BrainAneurysm,0.348
MajorDepressiveDisorder/EssentialTremor,0.31
MajorDepressiveDisorder/FrontotemporalDementia,0.058
MajorDepressiveDisorder/MigraineDisorder,0.635
MajorDepressiveDisorder/MS,0.873
MajorDepressiveDisorder/NeuroticDisorder,0.013
MajorDepressiveDisorder/OCD,0.0
MajorDepressiveDisorder/PartialEpilepsy,0.3
MajorDepressiveDisorder/PD,0.872
MajorDepressiveDisorder/RestlessLeg,0.017
MajorDepressiveDisorder/Schizophrenia,0.143
MajorDepressiveDisorder/TouretteSyndrome,0.002
MajorDepressiveDisorder/UnipolarDepression,0.001
MigraineDisorder/AD,0.923
MigraineDisorder/ALS,0.868
MigraineDisorder/AnorexiaNervosa,0.891
MigraineDisorder/BipolarDisorder,0.99
MigraineDisorder/BrainAneurysm,0.516
MigraineDisorder/EssentialTremor,0.468
MigraineDisorder/FrontotemporalDementia,0.51
MigraineDisorder/MajorDepressiveDisorder,0.635
MigraineDisorder/MS,0.969
MigraineDisorder/NeuroticDisorder,0.604
MigraineDisorder/OCD,0.82
MigraineDisorder/PartialEpilepsy,0.59
MigraineDisorder/PD,0.969
MigraineDisorder/RestlessLeg,0.263
MigraineDisorder/Schizophrenia,0.999
MigraineDisorder/TouretteSyndrome,0.832
MigraineDisorder/UnipolarDepression,0.999
MS/AD,0.995
MS/ALS,0.972
MS/AnorexiaNervosa,0.982
MS/BipolarDisorder,1.0
MS/BrainAneurysm,0.784
MS/EssentialTremor,0.735
MS/FrontotemporalDementia,0.773
MS/MajorDepressiveDisorder,0.873
MS/MigraineDisorder,0.969
MS/NeuroticDisorder,0.843
MS/OCD,0.964
MS/PartialEpilepsy,0.98
MS/PD,0.999
MS/RestlessLeg,0.48
MS/Schizophrenia,1.0
MS/TouretteSyndrome,0.962
MS/UnipolarDepression,1.0
NeuroticDisorder/AD,0.736
NeuroticDisorder/ALS,0.63
NeuroticDisorder/AnorexiaNervosa,0.277
NeuroticDisorder/BipolarDisorder,0.406
NeuroticDisorder/BrainAneurysm,0.292
NeuroticDisorder/EssentialTremor,0.044
NeuroticDisorder/FrontotemporalDementia,0.321
NeuroticDisorder/MajorDepressiveDisorder,0.013
NeuroticDisorder/MigraineDisorder,0.604
NeuroticDisorder/MS,0.843
NeuroticDisorder/OCD,0.193
NeuroticDisorder/PartialEpilepsy,0.624
NeuroticDisorder/PD,0.818
NeuroticDisorder/RestlessLeg,0.147
NeuroticDisorder/Schizophrenia,0.873
NeuroticDisorder/TouretteSyndrome,0.235
NeuroticDisorder/UnipolarDepression,0.053
OCD/AD,0.912
OCD/ALS,0.836
OCD/AnorexiaNervosa,0.0
OCD/BipolarDisorder,0.017
OCD/BrainAneurysm,0.504
OCD/EssentialTremor,0.468
OCD/FrontotemporalDementia,0.547
OCD/MajorDepressiveDisorder,0.0
OCD/MigraineDisorder,0.82
OCD/MS,0.964
OCD/NeuroticDisorder,0.193
OCD/PartialEpilepsy,0.28
OCD/PD,0.966
OCD/RestlessLeg,0.251
OCD/Schizophrenia,0.532
OCD/TouretteSyndrome,0.0
OCD/UnipolarDepression,0.099
PartialEpilepsy/AD,0.734
PartialEpilepsy/ALS,0.884
PartialEpilepsy/AnorexiaNervosa,0.376
PartialEpilepsy/BipolarDisorder,0.699
PartialEpilepsy/BrainAneurysm,0.574
PartialEpilepsy/EssentialTremor,0.48
PartialEpilepsy/FrontotemporalDementia,0.188
PartialEpilepsy/MajorDepressiveDisorder,0.3
PartialEpilepsy/MigraineDisorder,0.59
PartialEpilepsy/MS,0.98
PartialEpilepsy/NeuroticDisorder,0.624
PartialEpilepsy/OCD,0.28
PartialEpilepsy/PD,0.875
PartialEpilepsy/RestlessLeg,0.287
PartialEpilepsy/Schizophrenia,1.0
PartialEpilepsy/TouretteSyndrome,0.276
PartialEpilepsy/UnipolarDepression,0.955
PD/AD,0.844
PD/ALS,0.979
PD/AnorexiaNervosa,0.981
PD/BipolarDisorder,0.999
PD/BrainAneurysm,0.773
PD/EssentialTremor,0.744
PD/FrontotemporalDementia,0.427
PD/MajorDepressiveDisorder,0.872
PD/MigraineDisorder,0.969
PD/MS,0.999
PD/NeuroticDisorder,0.818
PD/OCD,0.966
PD/PartialEpilepsy,0.875
PD/RestlessLeg,0.469
PD/Schizophrenia,1.0
PD/TouretteSyndrome,0.971
PD/UnipolarDepression,1.0
RestlessLeg/AD,0.36
RestlessLeg/ALS,0.29
RestlessLeg/AnorexiaNervosa,0.043
RestlessLeg/BipolarDisorder,0.591
RestlessLeg/BrainAneurysm,0.121
RestlessLeg/EssentialTremor,0.103
RestlessLeg/FrontotemporalDementia,0.124
RestlessLeg/MajorDepressiveDisorder,0.017
RestlessLeg/MigraineDisorder,0.263
RestlessLeg/MS,0.48
RestlessLeg/NeuroticDisorder,0.147
RestlessLeg/OCD,0.251
RestlessLeg/PartialEpilepsy,0.287
RestlessLeg/PD,0.469
RestlessLeg/Schizophrenia,0.558
RestlessLeg/TouretteSyndrome,0.265
RestlessLeg/UnipolarDepression,0.297
Schizophrenia/AD,1.0
Schizophrenia/ALS,1.0
Schizophrenia/AnorexiaNervosa,0.53
Schizophrenia/BipolarDisorder,0.988
Schizophrenia/BrainAneurysm,0.987
Schizophrenia/EssentialTremor,0.871
Schizophrenia/FrontotemporalDementia,0.982
Schizophrenia/MajorDepressiveDisorder,0.143
Schizophrenia/MigraineDisorder,0.999
Schizophrenia/MS,1.0
Schizophrenia/NeuroticDisorder,0.873
Schizophrenia/OCD,0.532
Schizophrenia/PartialEpilepsy,1.0
Schizophrenia/PD,1.0
Schizophrenia/RestlessLeg,0.558
Schizophrenia/TouretteSyndrome,0.586
Schizophrenia/UnipolarDepression,1.0
TouretteSyndrome/AD,0.912
TouretteSyndrome/ALS,0.844
TouretteSyndrome/AnorexiaNervosa,0.0
TouretteSyndrome/BipolarDisorder,0.006
TouretteSyndrome/BrainAneurysm,0.534
TouretteSyndrome/EssentialTremor,0.466
TouretteSyndrome/FrontotemporalDementia,0.501
TouretteSyndrome/MajorDepressiveDisorder,0.002
TouretteSyndrome/MigraineDisorder,0.832
TouretteSyndrome/MS,0.962
TouretteSyndrome/NeuroticDisorder,0.235
TouretteSyndrome/OCD,0.0
TouretteSyndrome/PartialEpilepsy,0.276
TouretteSyndrome/PD,0.971
TouretteSyndrome/RestlessLeg,0.265
TouretteSyndrome/Schizophrenia,0.586
TouretteSyndrome/UnipolarDepression,0.121
UnipolarDepression/AD,0.999
UnipolarDepression/ALS,0.991
UnipolarDepression/AnorexiaNervosa,0.112
UnipolarDepression/BipolarDisorder,0.734
UnipolarDepression/BrainAneurysm,0.928
UnipolarDepression/EssentialTremor,0.638
UnipolarDepression/FrontotemporalDementia,0.695
UnipolarDepression/MajorDepressiveDisorder,0.001
UnipolarDepression/MigraineDisorder,0.999
UnipolarDepression/MS,1.0
UnipolarDepression/NeuroticDisorder,0.053
UnipolarDepression/OCD,0.099
UnipolarDepression/PartialEpilepsy,0.955
UnipolarDepression/PD,1.0
UnipolarDepression/RestlessLeg,0.297
UnipolarDepression/Schizophrenia,1.0
UnipolarDepression/TouretteSyndrome,0.121
