"","X","X0","padj"
"197","OCD/MS",1,1
"198","OCD/NeuroticDisorder",0.004995004995005,0.0719280719280719
"199","OCD/PartialEpilepsy",0.050949050949051,0.181283832446623
"200","OCD/PD",0.222777222777223,0.577710425168052
"201","OCD/RestlessLeg",1,1
"202","OCD/Schizophrenia",0.021978021978022,0.0989010989010989
"203","OCD/TouretteSyndrome",0.00599400599400599,0.0719280719280719
"204","OCD/UnipolarDepression",0.010989010989011,0.0764235764235764
"205","PartialEpilepsy/AD",0.675324675324675,1
"206","PartialEpilepsy/ALS",0.495504495504495,0.97195112579728
"207","PartialEpilepsy/AnorexiaNervosa",0.0599400599400599,0.208427935700663
"208","PartialEpilepsy/BipolarDisorder",0.0629370629370629,0.212656908309082
"209","PartialEpilepsy/BrainAneurysm",1,1
"210","PartialEpilepsy/EssentialTremor",0.150849150849151,0.419634910544001
"211","PartialEpilepsy/FrontotemporalDementia",0.170829170829171,0.458541458541459
"212","PartialEpilepsy/MajorDepressiveDisorder",0.653346653346653,1
"213","PartialEpilepsy/MigraineDisorder",0.0779220779220779,0.248376623376623
"214","PartialEpilepsy/MS",1,1
"215","PartialEpilepsy/NeuroticDisorder",1,1
"216","PartialEpilepsy/OCD",0.050949050949051,0.181283832446623
"217","PartialEpilepsy/PD",0.0679320679320679,0.221140561566093
"218","PartialEpilepsy/RestlessLeg",1,1
"219","PartialEpilepsy/Schizophrenia",0.292707292707293,0.710860568003425
"220","PartialEpilepsy/TouretteSyndrome",0.0639360639360639,0.212656908309082
"221","PartialEpilepsy/UnipolarDepression",0.13986013986014,0.399100899100899
"222","PD/AD",0.050949050949051,0.181283832446623
"223","PD/ALS",0.522477522477522,1
"224","PD/AnorexiaNervosa",0.266733266733267,0.658228867906287
"225","PD/BipolarDisorder",0.115884115884116,0.347652347652348
"226","PD/BrainAneurysm",1,1
"227","PD/EssentialTremor",1,1
"228","PD/FrontotemporalDementia",0.140859140859141,0.399100899100899
"229","PD/MajorDepressiveDisorder",0.663336663336663,1
"230","PD/MigraineDisorder",0.353646353646354,0.772969887255601
"231","PD/MS",0.118881118881119,0.349784830554061
"232","PD/NeuroticDisorder",0.333666333666334,0.750749250749251
"233","PD/OCD",0.222777222777223,0.577710425168052
"234","PD/PartialEpilepsy",0.0679320679320679,0.221140561566093
"235","PD/RestlessLeg",1,1
"236","PD/Schizophrenia",0.000999000999000999,0.0719280719280719
"237","PD/TouretteSyndrome",0.31968031968032,0.750547959503183
"238","PD/UnipolarDepression",0.669330669330669,1
"239","RestlessLeg/AD",1,1
"240","RestlessLeg/ALS",1,1
"241","RestlessLeg/AnorexiaNervosa",0.001998001998002,0.0719280719280719
"242","RestlessLeg/BipolarDisorder",0.0929070929070929,0.284295704295704
"243","RestlessLeg/BrainAneurysm",1,1
"244","RestlessLeg/EssentialTremor",1,1
"245","RestlessLeg/FrontotemporalDementia",0.036963036963037,0.14500883731653
"246","RestlessLeg/MajorDepressiveDisorder",0.002997002997003,0.0719280719280719
"247","RestlessLeg/MigraineDisorder",1,1
"248","RestlessLeg/MS",0.0929070929070929,0.284295704295704
"249","RestlessLeg/NeuroticDisorder",1,1
"250","RestlessLeg/OCD",1,1
"251","RestlessLeg/PartialEpilepsy",1,1
"252","RestlessLeg/PD",1,1
"253","RestlessLeg/Schizophrenia",0.00799200799200799,0.0719280719280719
"254","RestlessLeg/TouretteSyndrome",1,1
"255","RestlessLeg/UnipolarDepression",0.003996003996004,0.0719280719280719
"256","Schizophrenia/AD",0.38961038961039,0.80967680967681
"257","Schizophrenia/ALS",0.306693306693307,0.733188686313686
"258","Schizophrenia/AnorexiaNervosa",0.013986013986014,0.0764235764235764
"259","Schizophrenia/BipolarDisorder",0.000999000999000999,0.0719280719280719
"260","Schizophrenia/BrainAneurysm",1,1
"261","Schizophrenia/EssentialTremor",0.245754245754246,0.626673326673327
"262","Schizophrenia/FrontotemporalDementia",0.837162837162837,1
"263","Schizophrenia/MajorDepressiveDisorder",0.033966033966034,0.136757978863242
"264","Schizophrenia/MigraineDisorder",0.427572427572428,0.872247752247752
"265","Schizophrenia/MS",0.167832167832168,0.458541458541459
"266","Schizophrenia/NeuroticDisorder",0.030969030969031,0.128061128061128
"267","Schizophrenia/OCD",0.021978021978022,0.0989010989010989
"268","Schizophrenia/PartialEpilepsy",0.292707292707293,0.710860568003425
"269","Schizophrenia/PD",0.000999000999000999,0.0719280719280719
"270","Schizophrenia/RestlessLeg",0.00799200799200799,0.0719280719280719
"271","Schizophrenia/TouretteSyndrome",0.026973026973027,0.114635364635365
"272","Schizophrenia/UnipolarDepression",0.013986013986014,0.0764235764235764
"273","TouretteSyndrome/AD",0.391608391608392,0.80967680967681
"274","TouretteSyndrome/ALS",1,1
"275","TouretteSyndrome/AnorexiaNervosa",0.002997002997003,0.0719280719280719
"276","TouretteSyndrome/BipolarDisorder",0.00699300699300699,0.0719280719280719
"277","TouretteSyndrome/BrainAneurysm",1,1
"278","TouretteSyndrome/EssentialTremor",1,1
"279","TouretteSyndrome/FrontotemporalDementia",1,1
"280","TouretteSyndrome/MajorDepressiveDisorder",0.011988011988012,0.0764235764235764
"281","TouretteSyndrome/MigraineDisorder",1,1
"282","TouretteSyndrome/MS",1,1
"283","TouretteSyndrome/NeuroticDisorder",0.00799200799200799,0.0719280719280719
"284","TouretteSyndrome/OCD",0.00599400599400599,0.0719280719280719
"285","TouretteSyndrome/PartialEpilepsy",0.0639360639360639,0.212656908309082
"286","TouretteSyndrome/PD",0.31968031968032,0.750547959503183
"287","TouretteSyndrome/RestlessLeg",1,1
"288","TouretteSyndrome/Schizophrenia",0.026973026973027,0.114635364635365
"289","TouretteSyndrome/UnipolarDepression",0.015984015984016,0.0843294636398085
"290","UnipolarDepression/AD",0.352647352647353,0.772969887255601
"291","UnipolarDepression/ALS",0.021978021978022,0.0989010989010989
"292","UnipolarDepression/AnorexiaNervosa",0.00699300699300699,0.0719280719280719
"293","UnipolarDepression/BipolarDisorder",0.012987012987013,0.0764235764235764
"294","UnipolarDepression/BrainAneurysm",1,1
"295","UnipolarDepression/EssentialTremor",0.198801198801199,0.524423852010059
"296","UnipolarDepression/FrontotemporalDementia",0.025974025974026,0.113543599257885
"297","UnipolarDepression/MajorDepressiveDisorder",0.004995004995005,0.0719280719280719
"298","UnipolarDepression/MigraineDisorder",0.68031968031968,1
"299","UnipolarDepression/MS",0.716283716283716,1
"300","UnipolarDepression/NeuroticDisorder",0.00599400599400599,0.0719280719280719
"301","UnipolarDepression/OCD",0.010989010989011,0.0764235764235764
"302","UnipolarDepression/PartialEpilepsy",0.13986013986014,0.399100899100899
"303","UnipolarDepression/PD",0.669330669330669,1
"304","UnipolarDepression/RestlessLeg",0.003996003996004,0.0719280719280719
"305","UnipolarDepression/Schizophrenia",0.013986013986014,0.0764235764235764
"306","UnipolarDepression/TouretteSyndrome",0.015984015984016,0.0843294636398085
