,0
FrontotemporalDementia/BipolarDisorder,0.98
FrontotemporalDementia/BrainAneurysm,0.64
FrontotemporalDementia/EssentialTremor,0.38
FrontotemporalDementia/MajorDepressiveDisorder,0.18
FrontotemporalDementia/MigraineDisorder,0.96
FrontotemporalDementia/MS,0.49
FrontotemporalDementia/NeuroticDisorder,0.43
FrontotemporalDementia/OCD,0.58
FrontotemporalDementia/PartialEpilepsy,0.49
FrontotemporalDementia/PD,0.03
FrontotemporalDementia/RestlessLeg,0.57
FrontotemporalDementia/Schizophrenia,0.01
FrontotemporalDementia/TouretteSyndrome,0.78
FrontotemporalDementia/UnipolarDepression,0.46
MajorDepressiveDisorder/AD,0.94
MajorDepressiveDisorder/ALS,0.15
MajorDepressiveDisorder/AnorexiaNervosa,0.04
MajorDepressiveDisorder/BipolarDisorder,0.85
MajorDepressiveDisorder/BrainAneurysm,0.89
MajorDepressiveDisorder/EssentialTremor,0.64
MajorDepressiveDisorder/FrontotemporalDementia,0.18
MajorDepressiveDisorder/MigraineDisorder,1.0
MajorDepressiveDisorder/MS,0.68
MajorDepressiveDisorder/NeuroticDisorder,0.53
MajorDepressiveDisorder/OCD,0.13
MajorDepressiveDisorder/PartialEpilepsy,0.71
MajorDepressiveDisorder/PD,0.17
MajorDepressiveDisorder/RestlessLeg,0.49
MajorDepressiveDisorder/Schizophrenia,0.04
MajorDepressiveDisorder/TouretteSyndrome,0.44
MajorDepressiveDisorder/UnipolarDepression,0.24
MigraineDisorder/AD,0.98
MigraineDisorder/ALS,0.83
MigraineDisorder/AnorexiaNervosa,0.97
MigraineDisorder/BipolarDisorder,1.0
MigraineDisorder/BrainAneurysm,0.95
MigraineDisorder/EssentialTremor,0.97
MigraineDisorder/FrontotemporalDementia,0.96
MigraineDisorder/MajorDepressiveDisorder,1.0
MigraineDisorder/MS,0.88
MigraineDisorder/NeuroticDisorder,1.0
MigraineDisorder/OCD,0.96
MigraineDisorder/PartialEpilepsy,0.91
MigraineDisorder/PD,0.51
MigraineDisorder/RestlessLeg,0.98
MigraineDisorder/Schizophrenia,0.21
MigraineDisorder/TouretteSyndrome,0.97
MigraineDisorder/UnipolarDepression,0.97
MS/AD,0.69
MS/ALS,0.29
MS/AnorexiaNervosa,0.53
MS/BipolarDisorder,0.95
MS/BrainAneurysm,0.46
MS/EssentialTremor,0.31
MS/FrontotemporalDementia,0.49
MS/MajorDepressiveDisorder,0.68
MS/MigraineDisorder,0.88
MS/NeuroticDisorder,0.37
MS/OCD,0.46
MS/PartialEpilepsy,0.42
MS/PD,0.17
MS/RestlessLeg,0.47
MS/Schizophrenia,0.08
MS/TouretteSyndrome,0.72
MS/UnipolarDepression,0.73
NeuroticDisorder/AD,0.81
NeuroticDisorder/ALS,0.18
NeuroticDisorder/AnorexiaNervosa,0.16
NeuroticDisorder/BipolarDisorder,0.87
NeuroticDisorder/BrainAneurysm,0.63
NeuroticDisorder/EssentialTremor,0.02
NeuroticDisorder/FrontotemporalDementia,0.43
NeuroticDisorder/MajorDepressiveDisorder,0.53
NeuroticDisorder/MigraineDisorder,1.0
NeuroticDisorder/MS,0.37
NeuroticDisorder/OCD,0.08
NeuroticDisorder/PartialEpilepsy,0.53
NeuroticDisorder/PD,0.03
NeuroticDisorder/RestlessLeg,0.48
NeuroticDisorder/Schizophrenia,0.01
NeuroticDisorder/TouretteSyndrome,0.4
NeuroticDisorder/UnipolarDepression,0.04
OCD/AD,0.83
OCD/ALS,0.31
OCD/AnorexiaNervosa,0.0
OCD/BipolarDisorder,0.31
OCD/BrainAneurysm,0.62
OCD/EssentialTremor,0.32
OCD/FrontotemporalDementia,0.58
OCD/MajorDepressiveDisorder,0.13
OCD/MigraineDisorder,0.96
OCD/MS,0.46
OCD/NeuroticDisorder,0.08
OCD/PartialEpilepsy,0.41
OCD/PD,0.06
OCD/RestlessLeg,0.58
OCD/Schizophrenia,0.0
OCD/TouretteSyndrome,0.0
OCD/UnipolarDepression,0.17
PartialEpilepsy/AD,0.83
PartialEpilepsy/ALS,0.29
PartialEpilepsy/AnorexiaNervosa,0.57
PartialEpilepsy/BipolarDisorder,0.95
PartialEpilepsy/BrainAneurysm,0.67
PartialEpilepsy/EssentialTremor,0.42
PartialEpilepsy/FrontotemporalDementia,0.49
PartialEpilepsy/MajorDepressiveDisorder,0.71
PartialEpilepsy/MigraineDisorder,0.91
PartialEpilepsy/MS,0.42
PartialEpilepsy/NeuroticDisorder,0.53
PartialEpilepsy/OCD,0.41
PartialEpilepsy/PD,0.07
PartialEpilepsy/RestlessLeg,0.56
PartialEpilepsy/Schizophrenia,0.04
PartialEpilepsy/TouretteSyndrome,0.71
PartialEpilepsy/UnipolarDepression,0.79
PD/AD,0.27
PD/ALS,0.0
PD/AnorexiaNervosa,0.14
PD/BipolarDisorder,0.77
PD/BrainAneurysm,0.04
PD/EssentialTremor,0.01
PD/FrontotemporalDementia,0.03
PD/MajorDepressiveDisorder,0.17
PD/MigraineDisorder,0.51
PD/MS,0.17
PD/NeuroticDisorder,0.03
PD/OCD,0.06
PD/PartialEpilepsy,0.07
PD/RestlessLeg,0.06
PD/Schizophrenia,0.0
PD/TouretteSyndrome,0.35
PD/UnipolarDepression,0.47
RestlessLeg/AD,0.88
RestlessLeg/ALS,0.21
RestlessLeg/AnorexiaNervosa,0.11
RestlessLeg/BipolarDisorder,0.99
RestlessLeg/BrainAneurysm,0.86
RestlessLeg/EssentialTremor,0.27
RestlessLeg/FrontotemporalDementia,0.57
RestlessLeg/MajorDepressiveDisorder,0.49
RestlessLeg/MigraineDisorder,0.98
RestlessLeg/MS,0.47
RestlessLeg/NeuroticDisorder,0.48
RestlessLeg/OCD,0.58
RestlessLeg/PartialEpilepsy,0.56
RestlessLeg/PD,0.06
RestlessLeg/Schizophrenia,0.0
RestlessLeg/TouretteSyndrome,0.92
RestlessLeg/UnipolarDepression,0.66
Schizophrenia/AD,0.14
Schizophrenia/ALS,0.0
Schizophrenia/AnorexiaNervosa,0.0
Schizophrenia/BipolarDisorder,0.19
Schizophrenia/BrainAneurysm,0.02
Schizophrenia/EssentialTremor,0.0
Schizophrenia/FrontotemporalDementia,0.01
Schizophrenia/MajorDepressiveDisorder,0.04
Schizophrenia/MigraineDisorder,0.21
Schizophrenia/MS,0.08
Schizophrenia/NeuroticDisorder,0.01
Schizophrenia/OCD,0.0
Schizophrenia/PartialEpilepsy,0.04
Schizophrenia/PD,0.0
Schizophrenia/RestlessLeg,0.0
Schizophrenia/TouretteSyndrome,0.02
Schizophrenia/UnipolarDepression,0.03
TouretteSyndrome/AD,0.94
TouretteSyndrome/ALS,0.64
TouretteSyndrome/AnorexiaNervosa,0.01
TouretteSyndrome/BipolarDisorder,0.2
TouretteSyndrome/BrainAneurysm,0.94
TouretteSyndrome/EssentialTremor,0.83
TouretteSyndrome/FrontotemporalDementia,0.78
TouretteSyndrome/MajorDepressiveDisorder,0.44
TouretteSyndrome/MigraineDisorder,0.97
TouretteSyndrome/MS,0.72
TouretteSyndrome/NeuroticDisorder,0.4
TouretteSyndrome/OCD,0.0
TouretteSyndrome/PartialEpilepsy,0.71
TouretteSyndrome/PD,0.35
TouretteSyndrome/RestlessLeg,0.92
TouretteSyndrome/Schizophrenia,0.02
TouretteSyndrome/UnipolarDepression,0.37
UnipolarDepression/AD,0.88
UnipolarDepression/ALS,0.38
UnipolarDepression/AnorexiaNervosa,0.13
UnipolarDepression/BipolarDisorder,0.52
UnipolarDepression/BrainAneurysm,0.87
UnipolarDepression/EssentialTremor,0.71
UnipolarDepression/FrontotemporalDementia,0.46
UnipolarDepression/MajorDepressiveDisorder,0.24
UnipolarDepression/MigraineDisorder,0.97
UnipolarDepression/MS,0.73
UnipolarDepression/NeuroticDisorder,0.04
UnipolarDepression/OCD,0.17
UnipolarDepression/PartialEpilepsy,0.79
UnipolarDepression/PD,0.47
UnipolarDepression/RestlessLeg,0.66
UnipolarDepression/Schizophrenia,0.03
UnipolarDepression/TouretteSyndrome,0.37
